,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,1862973.0,1672846.0,24696.0,1169.0,164262.0,89.7944307298066,1.3256230766629469,0.06274916491005911,8.817197028620383
Mixed,24437.0,17346.0,658.0,35.0,6398.0,70.98252649670582,2.6926382125465484,0.14322543683756805,26.181609853910054
South Asian,115199.0,89831.0,2205.0,70.0,23093.0,77.9789755119402,1.9140791152700978,0.06076441635778451,20.046180956431915
Black,52143.0,32396.0,1848.0,49.0,17850.0,62.12914485165794,3.5440998791784133,0.09397234528123022,34.232782923882404
Other,38878.0,25557.0,1099.0,63.0,12159.0,65.73640619373424,2.8267915016204537,0.16204537270436958,31.274756931940942
Unknown,1299886.0,1115429.0,18977.0,1596.0,163884.0,85.80975562472402,1.4598972525282987,0.12277999763055902,12.607567125117125
