,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,2510907.0,2138262.0,63812.0,3073.0,305760.0,85.15894853931269,2.5413924131797794,0.12238605412306924,12.177272993384463
yes,108997.0,92673.0,4116.0,147.0,12061.0,85.02344101213795,3.7762507224969495,0.13486609723203458,11.065442168133067
