,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,2474213.0,2384571.0,35119.0,1540.0,52983.0,96.37694895306103,1.4194008357404961,0.062242013925242645,2.141408197273234
Mixed,12502.0,10038.0,777.0,42.0,1645.0,80.29115341545352,6.215005599104144,0.33594624860022293,13.157894736842104
South Asian,104370.0,90664.0,4361.0,182.0,9163.0,86.86787391012743,4.178403755868545,0.1743796109993383,8.779342723004694
Black,26712.0,19439.0,2765.0,91.0,4417.0,72.77253668763103,10.351153039832285,0.3406708595387755,16.535639412997902
Other,22281.0,17136.0,1715.0,77.0,3353.0,76.90857681432611,7.697141061891298,0.3455859252277662,15.048696198554822
Unknown,1727551.0,1637566.0,30737.0,1519.0,57729.0,94.79118127337485,1.7792238839837435,0.08792793960931533,3.341666903032096
