,6
2020-11-28,2804333
2020-11-29,2804326
2020-11-30,2804319
2020-12-01,2804312
2020-12-02,2804312
2020-12-03,2804305
2020-12-04,2804305
2020-12-05,2804305
2020-12-06,2804305
2020-12-07,2804298
2020-12-08,2803885
2020-12-09,2803108
2020-12-10,2802345
2020-12-11,2801512
2020-12-12,2800798
2020-12-13,2800357
2020-12-14,2799524
2020-12-15,2798019
2020-12-16,2796192
2020-12-17,2793917
2020-12-18,2791607
2020-12-19,2789661
2020-12-20,2786959
2020-12-21,2783725
2020-12-22,2780778
2020-12-23,2777383
2020-12-24,2775808
2020-12-25,2775801
2020-12-26,2775647
2020-12-27,2775206
2020-12-28,2774534
2020-12-29,2772210
2020-12-30,2767387
2020-12-31,2762781
2021-01-01,2761472
2021-01-02,2759897
2021-01-03,2758693
2021-01-04,2756327
2021-01-05,2751714
2021-01-06,2745421
2021-01-07,2736328
2021-01-08,2726374
2021-01-09,2718240
2021-01-10,2713172
2021-01-11,2705892
2021-01-12,2696680
2021-01-13,2686593
2021-01-14,2675484
2021-01-15,2663360
2021-01-16,2653574
2021-01-17,2646973
2021-01-18,2638566
2021-01-19,2629256
2021-01-20,2619148
2021-01-21,2608445
2021-01-22,2596762
2021-01-23,2587368
2021-01-24,2581768
2021-01-25,2574852
2021-01-26,2567166
2021-01-27,2559354
2021-01-28,2551542
2021-01-29,2542827
2021-01-30,2535729
2021-01-31,2530899
2021-02-01,2525894
2021-02-02,2520154
2021-02-03,2513763
2021-02-04,2507050
2021-02-05,2500155
2021-02-06,2493141
2021-02-07,2489039
2021-02-08,2484839
2021-02-09,2479722
2021-02-10,2473912
2021-02-11,2466688
2021-02-12,2457483
2021-02-13,2447564
2021-02-14,2441411
2021-02-15,2434712
2021-02-16,2422861
2021-02-17,2404234
2021-02-18,2385439
2021-02-19,2368912
2021-02-20,2352602
2021-02-21,2346820
2021-02-22,2338196
2021-02-23,2321221
2021-02-24,2297295
2021-02-25,2271486
2021-02-26,2244522
2021-02-27,2221961
2021-02-28,2213064
2021-03-01,2204853
2021-03-02,2194682
2021-03-03,2180276
2021-03-04,2159129
2021-03-05,2130051
2021-03-06,2097494
2021-03-07,2081884
2021-03-08,2062886
2021-03-09,2034382
2021-03-10,1991640
2021-03-11,1940547
2021-03-12,1866893
2021-03-13,1754347
2021-03-14,1691529
2021-03-15,1577247
2021-03-16,1450505
2021-03-17,1328138
2021-03-18,1208522
2021-03-19,1070902
2021-03-20,918302
2021-03-21,844655
2021-03-22,781487
2021-03-23,728112
2021-03-24,680127
2021-03-25,635635
2021-03-26,587272
2021-03-27,533218
2021-03-28,505092
2021-03-29,482748
2021-03-30,464086
2021-03-31,445130
2021-04-01,432012
2021-04-02,423087
2021-04-03,412972
2021-04-04,408919
2021-04-05,406805
2021-04-06,402353
2021-04-07,397915
2021-04-08,394093
2021-04-09,389452
2021-04-10,385329
2021-04-11,383754
2021-04-12,382102
2021-04-13,380268
2021-04-14,378525
2021-04-15,376712
2021-04-16,374955
2021-04-17,373387
2021-04-18,372673
2021-04-19,371490
2021-04-20,370307
2021-04-21,368914
2021-04-22,367514
2021-04-23,366107
2021-04-24,364791
2021-04-25,364196
2021-04-26,363076
2021-04-27,361837
2021-04-28,360696
2021-04-29,359422
2021-04-30,358225
2021-05-01,357287
2021-05-02,356832
2021-05-03,356538
2021-05-04,355810
2021-05-05,354648
2021-05-06,353598
2021-05-07,352632
2021-05-08,351645
2021-05-09,351141
2021-05-10,350322
2021-05-11,349062
2021-05-12,347683
2021-05-13,346115
2021-05-14,344785
2021-05-15,343427
2021-05-16,342825
2021-05-17,341768
2021-05-18,340550
2021-05-19,339157
2021-05-20,337806
2021-05-21,336553
2021-05-22,335475
2021-05-23,335244
2021-05-24,334915
2021-05-25,334495
2021-05-26,334026
total,2804333
