,6
2020-11-28,0
2020-11-29,7
2020-11-30,7
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,217
2020-12-09,560
2020-12-10,840
2020-12-11,1148
2020-12-12,1470
2020-12-13,1701
2020-12-14,2044
2020-12-15,2604
2020-12-16,3360
2020-12-17,4249
2020-12-18,5075
2020-12-19,5796
2020-12-20,6846
2020-12-21,8169
2020-12-22,9233
2020-12-23,10619
2020-12-24,11277
2020-12-25,11277
2020-12-26,11305
2020-12-27,11515
2020-12-28,11781
2020-12-29,12614
2020-12-30,14721
2020-12-31,16786
2021-01-01,17297
2021-01-02,17899
2021-01-03,18347
2021-01-04,19264
2021-01-05,21098
2021-01-06,23583
2021-01-07,27356
2021-01-08,31318
2021-01-09,34888
2021-01-10,36918
2021-01-11,39998
2021-01-12,43911
2021-01-13,48195
2021-01-14,52976
2021-01-15,58275
2021-01-16,62811
2021-01-17,65919
2021-01-18,69489
2021-01-19,73542
2021-01-20,78078
2021-01-21,82642
2021-01-22,87773
2021-01-23,91917
2021-01-24,94451
2021-01-25,97482
2021-01-26,100835
2021-01-27,104027
2021-01-28,107338
2021-01-29,111027
2021-01-30,114016
2021-01-31,116158
2021-02-01,118174
2021-02-02,120477
2021-02-03,123067
2021-02-04,125776
2021-02-05,128464
2021-02-06,130970
2021-02-07,132538
2021-02-08,133973
2021-02-09,135898
2021-02-10,138138
2021-02-11,141141
2021-02-12,144732
2021-02-13,148190
2021-02-14,150374
2021-02-15,152705
2021-02-16,157080
2021-02-17,164227
2021-02-18,171164
2021-02-19,177114
2021-02-20,182749
2021-02-21,185171
2021-02-22,188272
2021-02-23,194740
2021-02-24,202895
2021-02-25,212625
2021-02-26,223370
2021-02-27,231483
2021-02-28,235144
2021-03-01,238301
2021-03-02,242228
2021-03-03,249130
2021-03-04,258062
2021-03-05,269724
2021-03-06,282191
2021-03-07,287049
2021-03-08,293930
2021-03-09,305459
2021-03-10,321538
2021-03-11,341691
2021-03-12,373205
2021-03-13,425439
2021-03-14,453782
2021-03-15,505806
2021-03-16,565117
2021-03-17,619843
2021-03-18,673680
2021-03-19,732193
2021-03-20,799246
2021-03-21,831222
2021-03-22,858963
2021-03-23,883519
2021-03-24,904351
2021-03-25,923258
2021-03-26,943516
2021-03-27,965755
2021-03-28,978446
2021-03-29,988330
2021-03-30,996569
2021-03-31,1004346
2021-04-01,1009638
2021-04-02,1013880
2021-04-03,1018535
2021-04-04,1020810
2021-04-05,1021818
2021-04-06,1023484
2021-04-07,1025556
2021-04-08,1027222
2021-04-09,1029399
2021-04-10,1031282
2021-04-11,1031933
2021-04-12,1032640
2021-04-13,1033368
2021-04-14,1034131
2021-04-15,1034887
2021-04-16,1035587
2021-04-17,1036252
2021-04-18,1036567
2021-04-19,1037085
2021-04-20,1037491
2021-04-21,1038079
2021-04-22,1038639
2021-04-23,1039164
2021-04-24,1039710
2021-04-25,1039976
2021-04-26,1040536
2021-04-27,1041152
2021-04-28,1041621
2021-04-29,1042069
2021-04-30,1042559
2021-05-01,1042874
2021-05-02,1043077
2021-05-03,1043210
2021-05-04,1043462
2021-05-05,1043882
2021-05-06,1044309
2021-05-07,1044729
2021-05-08,1045114
2021-05-09,1045310
2021-05-10,1045618
2021-05-11,1046066
2021-05-12,1046626
2021-05-13,1047375
2021-05-14,1047886
2021-05-15,1048383
2021-05-16,1048642
2021-05-17,1048978
2021-05-18,1049440
2021-05-19,1050021
2021-05-20,1050574
2021-05-21,1050980
2021-05-22,1051428
2021-05-23,1051645
2021-05-24,1051967
2021-05-25,1052387
2021-05-26,1052856
total,1178968
