,0,1,2,3,4,5,6,7,8,9
2020-11-28,14,0,21,21,14,7,7,0,0,0
2020-11-29,14,0,21,21,14,7,7,7,7,0
2020-11-30,14,0,21,21,14,14,7,7,7,0
2020-12-01,14,0,42,28,21,14,7,14,7,7
2020-12-02,14,0,42,28,21,14,7,14,7,7
2020-12-03,14,0,42,28,21,14,7,14,7,7
2020-12-04,14,0,42,28,21,14,7,14,7,7
2020-12-05,21,0,42,28,21,14,7,14,7,7
2020-12-06,21,0,42,28,21,14,7,14,7,7
2020-12-07,21,0,49,28,21,14,7,14,7,7
2020-12-08,665,7,966,70,224,77,238,126,217,217
2020-12-09,1869,21,2856,140,490,196,707,385,560,560
2020-12-10,3115,56,5047,245,805,322,1162,623,840,840
2020-12-11,4438,70,7168,315,1113,448,1631,861,1148,1197
2020-12-12,5908,84,8568,378,1442,546,2079,1050,1470,1540
2020-12-13,7021,91,9765,413,1610,623,2380,1232,1701,1806
2020-12-14,8463,119,11970,504,1869,728,2793,1463,2044,2121
2020-12-15,10766,245,33621,721,2317,945,3479,1813,2604,2667
2020-12-16,13587,490,69363,1008,2751,1176,4375,2268,3360,3395
2020-12-17,16919,721,101199,1645,3290,1470,5453,2905,4249,4263
2020-12-18,20195,931,122017,2247,3850,1799,6503,3451,5075,5138
2020-12-19,22981,1078,146839,2996,4284,2114,7336,3976,5796,5803
2020-12-20,26712,1225,168665,3563,4788,2457,8428,4641,6846,6762
2020-12-21,31367,1351,181951,4249,5516,2884,9856,5495,8169,8057
2020-12-22,35616,1526,206661,4886,6237,3290,11228,6202,9233,9212
2020-12-23,41293,1988,224350,5600,7105,3808,12915,7161,10619,10570
2020-12-24,44184,2506,228291,5929,7525,4060,13671,7651,11277,11256
2020-12-25,44205,2506,228298,5929,7532,4067,13685,7651,11277,11256
2020-12-26,44387,2506,228305,5936,7546,4074,13706,7665,11305,11291
2020-12-27,45360,2506,228501,5957,7630,4130,13937,7798,11515,11487
2020-12-28,47012,2506,228977,6055,7812,4242,14287,8043,11781,11851
2020-12-29,51170,3388,236901,6489,8323,4578,15386,8638,12614,12782
2020-12-30,60340,7945,256438,8449,9723,5376,17962,10101,14721,14959
2020-12-31,69272,11389,270298,10486,11032,6188,20517,11431,16786,17059
2021-01-01,71694,11900,272923,11158,11368,6412,21245,11788,17297,17654
2021-01-02,74844,12145,275331,11914,11690,6594,21980,12180,17899,18312
2021-01-03,77574,12236,276864,12068,11921,6734,22596,12502,18347,18837
2021-01-04,82327,12397,278600,12299,12432,7028,23695,13104,19264,19796
2021-01-05,90839,12978,282051,12803,13356,7560,25746,14280,21098,21805
2021-01-06,102368,14203,289751,15547,14581,8400,28553,16051,23583,24388
2021-01-07,118741,17948,324716,25235,16513,9800,32977,18655,27356,28154
2021-01-08,136416,23149,366177,37961,18774,11368,37884,21294,31318,32235
2021-01-09,152159,26635,403221,48496,20909,12796,42035,23632,34888,35861
2021-01-10,162617,27552,420077,53039,21917,13496,44527,24899,36918,38108
2021-01-11,177667,30786,428918,56672,23702,14364,48202,26768,39998,41398
2021-01-12,196294,35805,454090,64141,25781,15596,52871,29106,43911,45514
2021-01-13,216601,40467,492989,80619,28035,17157,58156,31801,48195,50050
2021-01-14,238875,45941,532385,99491,30688,19012,63798,34909,52976,55027
2021-01-15,263760,53291,582022,122066,34384,21168,70378,38381,58275,60704
2021-01-16,285467,58114,640612,140343,37310,23016,76111,41356,62811,65464
2021-01-17,301112,59962,665756,148015,39046,24178,79765,43379,65919,68775
2021-01-18,319361,63665,680281,156562,41076,25459,84140,45710,69489,72618
2021-01-19,339878,67228,722372,192472,44443,27321,89320,48517,73542,76930
2021-01-20,362747,70273,767669,239456,48986,29589,95116,51492,78078,81487
2021-01-21,385952,74774,806638,293139,54978,32284,101339,54649,82642,86464
2021-01-22,411887,82635,857395,377986,63476,36155,109060,58359,87773,92099
2021-01-23,433006,84840,899059,484106,72212,39424,115087,61348,91917,96481
2021-01-24,445655,85638,911029,521591,76440,41342,118580,63301,94451,99155
2021-01-25,460992,86317,923699,554225,80430,43239,122661,65282,97482,102347
2021-01-26,478625,87164,939022,599830,86492,45577,127624,67648,100835,105952
2021-01-27,495201,87885,951412,646359,93415,48384,132307,69895,104027,109487
2021-01-28,512183,88669,966840,725564,105623,52199,137347,72240,107338,113057
2021-01-29,530348,89607,982793,846594,119679,56854,143045,75061,111027,116844
2021-01-30,544943,90041,993937,977102,137291,60599,147658,77280,114016,119910
2021-01-31,556199,90195,998431,1051925,147518,64435,150836,78981,116158,122241
2021-02-01,566734,90685,1004556,1115086,158732,70399,154035,80577,118174,124425
2021-02-02,577878,91182,1010968,1188488,173537,76580,157808,82467,120477,126854
2021-02-03,590149,91882,1017387,1282372,195552,84945,162148,84609,123067,129381
2021-02-04,603393,92631,1023771,1379616,221907,95543,167524,86912,125776,132258
2021-02-05,616175,93464,1029896,1470154,249319,107240,172760,89285,128464,135051
2021-02-06,627347,93856,1033886,1587250,291907,123641,178087,91490,130970,137585
2021-02-07,633997,94010,1035755,1645427,310849,133070,180950,92918,132538,139111
2021-02-08,641088,94437,1039577,1696331,330554,145593,184163,94220,133973,140665
2021-02-09,649838,95046,1044029,1758169,355145,174048,188916,96082,135898,142576
2021-02-10,659680,95942,1049118,1805188,380499,219534,195650,98966,138138,144697
2021-02-11,671377,96866,1053752,1849540,408177,284690,205583,102998,141141,147315
2021-02-12,684887,97853,1058064,1886325,432509,359345,220115,108206,144732,150745
2021-02-13,699489,98266,1060605,1917762,453894,445424,235340,113708,148190,154126
2021-02-14,707546,98350,1061557,1926932,460971,482790,243642,116487,150374,156184
2021-02-15,717276,98840,1063202,1934940,467747,524258,253624,119469,152705,158389
2021-02-16,730597,99274,1064749,1941905,478072,578956,284809,127092,157080,162078
2021-02-17,749210,99715,1066373,1948093,491540,639310,342461,138467,164227,167776
2021-02-18,768509,100205,1067850,1953070,504546,686420,397698,148568,171164,173432
2021-02-19,786415,100688,1069096,1956710,516068,722925,440209,157416,177114,178185
2021-02-20,804265,100821,1069775,1959790,526869,754243,483182,166348,182749,183106
2021-02-21,812672,100842,1070013,1960707,531398,766220,496692,170492,185171,185332
2021-02-22,823081,100954,1070643,1962464,538104,783237,513618,174916,188272,188258
2021-02-23,841197,101227,1071742,1964963,551166,802634,559762,184009,194740,193830
2021-02-24,864794,101528,1072883,1968414,568267,828415,621803,201460,202895,200795
2021-02-25,891037,101836,1074101,1971893,588588,852341,687106,223930,212625,208565
2021-02-26,919450,102088,1075242,1975127,608853,875784,753711,251020,223370,216608
2021-02-27,944573,102179,1075802,1977157,624113,891828,804503,273735,231483,223167
2021-02-28,956858,102214,1075963,1977948,630042,900291,820323,289709,235144,226373
2021-03-01,968184,102354,1076425,1979005,635075,906059,833518,306495,238301,229208
2021-03-02,979776,102543,1077097,1980321,640360,912065,849380,327852,242228,232673
2021-03-03,997633,102732,1077930,1981903,648004,919100,878885,355537,249130,237643
2021-03-04,1018759,102949,1078847,1984052,657930,928851,920010,393456,258062,244636
2021-03-05,1043294,103208,1079764,1986439,667261,938714,964740,430626,269724,251909
2021-03-06,1069306,103264,1080268,1988028,676578,947443,1012690,469812,282191,260022
2021-03-07,1078028,103271,1080387,1988420,679294,949550,1024163,489699,287049,262297
2021-03-08,1087401,103390,1080758,1989519,682731,953351,1038604,513849,293930,264733
2021-03-09,1098566,103537,1081374,1990716,686644,957047,1055236,535549,305459,268198
2021-03-10,1112202,103670,1081941,1991843,690417,960484,1074598,558089,321538,272363
2021-03-11,1124613,103789,1082487,1993089,693616,963753,1090810,580027,341691,278117
2021-03-12,1146355,103957,1083005,1994384,697963,968394,1119258,608881,373205,292054
2021-03-13,1176686,103992,1083376,1995546,702954,973875,1159459,644868,425439,323708
2021-03-14,1190392,103999,1083502,1995980,705068,976626,1176924,663642,453782,334964
2021-03-15,1209026,104069,1083894,1996848,708456,980665,1200745,684474,505806,350266
2021-03-16,1232189,104181,1084328,1997800,711354,984004,1226925,702716,565117,378476
2021-03-17,1260175,104293,1084699,1998710,714329,986748,1250291,717794,619843,422590
2021-03-18,1291178,104433,1085140,1999669,717087,989646,1275239,733012,673680,493934
2021-03-19,1328530,104559,1085553,2000551,720272,992208,1301209,749343,732193,568631
2021-03-20,1380890,104601,1085833,2001300,723555,995288,1334144,766591,799246,690802
2021-03-21,1407560,104608,1085931,2001587,724738,996170,1347143,773738,831222,735371
2021-03-22,1431794,104657,1086197,2002231,726474,997521,1360863,780234,858963,776230
2021-03-23,1461369,104755,1086491,2002924,728560,999068,1374254,785876,883519,817271
2021-03-24,1496271,104839,1086904,2003771,730877,1000496,1386924,791483,904351,855036
