,1,2,3,4,5,6
2020-11-28,1573950,35308,208824,89474,35070,591500
2020-11-29,1573950,35308,208824,89474,35070,591500
2020-11-30,1573950,35308,208824,89474,35070,591500
2020-12-01,1573943,35308,208824,89474,35070,591500
2020-12-02,1573943,35308,208824,89474,35070,591500
2020-12-03,1573943,35308,208824,89474,35070,591500
2020-12-04,1573943,35308,208817,89474,35070,591500
2020-12-05,1573943,35308,208817,89474,35070,591500
2020-12-06,1573936,35308,208817,89474,35070,591500
2020-12-07,1573936,35308,208817,89474,35070,591500
2020-12-08,1573712,35301,208796,89474,35063,591423
2020-12-09,1573362,35301,208747,89467,35056,591297
2020-12-10,1572928,35287,208691,89460,35049,591122
2020-12-11,1572473,35273,208600,89446,35042,590926
2020-12-12,1572081,35266,208537,89439,35035,590793
2020-12-13,1571885,35266,208509,89439,35028,590737
2020-12-14,1571521,35252,208460,89432,35028,590583
2020-12-15,1570758,35238,208341,89418,35021,590317
2020-12-16,1569911,35217,208201,89404,35007,590044
2020-12-17,1568896,35196,208019,89383,34993,589659
2020-12-18,1567902,35175,207816,89362,34979,589211
2020-12-19,1567055,35154,207683,89341,34965,588861
2020-12-20,1565914,35140,207480,89327,34937,588434
2020-12-21,1564451,35112,207298,89299,34916,587881
2020-12-22,1563121,35084,207109,89271,34902,587391
2020-12-23,1561595,35063,206885,89243,34874,586831
2020-12-24,1560930,35056,206752,89215,34860,586558
2020-12-25,1560923,35056,206738,89215,34860,586551
2020-12-26,1560832,35056,206717,89208,34860,586523
2020-12-27,1560664,35049,206682,89201,34853,586453
2020-12-28,1560356,35049,206619,89194,34846,586327
2020-12-29,1559131,35021,206416,89159,34825,585837
2020-12-30,1556891,34986,206031,89075,34783,584934
2020-12-31,1554959,34951,205695,89012,34748,584150
2021-01-01,1554315,34944,205576,88998,34727,583919
2021-01-02,1553510,34923,205450,88984,34727,583618
2021-01-03,1552887,34916,205380,88970,34720,583408
2021-01-04,1551886,34888,205233,88935,34706,582974
2021-01-05,1549842,34846,204904,88858,34664,582190
2021-01-06,1546923,34790,204470,88753,34615,581119
2021-01-07,1543178,34713,203875,88641,34559,579649
2021-01-08,1538663,34643,203266,88508,34503,577962
2021-01-09,1534911,34587,202762,88396,34454,576555
2021-01-10,1532538,34545,202475,88340,34426,575610
2021-01-11,1529262,34489,202076,88200,34377,574343
2021-01-12,1525384,34419,201607,88053,34314,572866
2021-01-13,1520953,34342,201026,87829,34265,571221
2021-01-14,1515696,34258,200347,87577,34195,569422
2021-01-15,1509774,34146,199626,87318,34111,567350
2021-01-16,1505399,34069,199017,87164,34062,565866
2021-01-17,1502704,34027,198653,87080,34027,564858
2021-01-18,1498616,33964,198268,86912,33985,563402
2021-01-19,1494143,33866,197785,86688,33908,561841
2021-01-20,1489271,33754,197267,86471,33838,560091
2021-01-21,1483720,33656,196700,86205,33775,558180
2021-01-22,1477378,33530,196119,85918,33712,556059
2021-01-23,1472009,33432,195608,85736,33628,554155
2021-01-24,1469132,33383,195265,85624,33600,553077
2021-01-25,1465653,33320,194936,85463,33558,551866
2021-01-26,1461593,33243,194509,85274,33516,550417
2021-01-27,1457008,33159,193977,85036,33446,548856
2021-01-28,1451947,33054,193382,84791,33383,547260
2021-01-29,1446354,32949,192682,84483,33292,545391
2021-01-30,1441923,32865,192010,84301,33215,543942
2021-01-31,1438549,32802,191429,84168,33173,542738
2021-02-01,1434818,32732,190988,83972,33110,541408
2021-02-02,1430086,32641,190316,83727,33033,539833
2021-02-03,1424997,32522,189546,83426,32921,537845
2021-02-04,1419201,32382,188524,83069,32809,535955
2021-02-05,1412628,32242,187432,82635,32690,533666
2021-02-06,1404536,32116,186102,82355,32543,530817
2021-02-07,1400833,32053,185556,82180,32459,529683
2021-02-08,1396367,31934,184989,81935,32361,528178
2021-02-09,1390340,31808,183932,81606,32221,526120
2021-02-10,1382871,31668,181895,81186,32032,523642
2021-02-11,1373246,31472,179690,80640,31801,520737
2021-02-12,1358700,31178,176820,79912,31479,515697
2021-02-13,1342516,30905,174363,79345,31150,509908
2021-02-14,1333808,30709,172837,79002,30961,506968
2021-02-15,1322776,30527,171269,78505,30744,503167
2021-02-16,1297079,30128,168147,77595,30268,494648
2021-02-17,1250991,29484,163345,76363,29582,477911
2021-02-18,1203153,28812,157962,75082,28882,462203
2021-02-19,1164142,28217,153860,73864,28287,448399
2021-02-20,1123031,27622,150059,72723,27587,434196
2021-02-21,1112531,27482,148610,72464,27391,430689
2021-02-22,1096564,27209,146566,71827,27104,425537
