,0,1,2,3,4,5,6,7,8,9
2020-11-28,7,0,28,28,7,7,7,0,0,7
2020-11-29,7,0,28,28,7,7,7,0,0,7
2020-11-30,7,0,28,35,7,7,7,0,0,7
2020-12-01,7,0,42,35,7,7,7,0,0,7
2020-12-02,7,0,49,35,14,7,7,0,0,7
2020-12-03,7,0,49,35,14,7,7,0,0,7
2020-12-04,14,0,49,42,14,7,7,7,0,7
2020-12-05,14,0,49,42,14,7,7,7,0,7
2020-12-06,14,0,49,42,14,7,7,7,0,7
2020-12-07,14,0,63,42,14,7,7,7,0,7
2020-12-08,14,0,147,49,14,7,7,7,0,7
2020-12-09,28,7,378,56,21,21,28,7,7,21
2020-12-10,42,14,756,63,28,21,28,14,7,21
2020-12-11,42,14,1232,63,28,21,28,14,7,28
2020-12-12,42,14,1372,63,28,28,35,14,7,28
2020-12-13,42,21,1400,63,28,28,35,14,7,28
2020-12-14,49,21,1876,77,28,28,35,14,7,28
2020-12-15,63,28,2401,91,28,35,35,14,14,28
2020-12-16,98,42,3108,98,35,35,42,14,21,28
2020-12-17,105,49,3759,119,35,42,42,21,28,35
2020-12-18,126,56,4326,133,35,42,56,21,28,42
2020-12-19,126,63,4431,140,35,42,56,21,28,42
2020-12-20,126,63,4501,154,35,42,56,21,28,42
2020-12-21,133,70,4844,182,49,42,63,28,35,49
2020-12-22,147,77,5131,210,63,49,63,28,35,49
2020-12-23,161,91,5474,245,77,63,70,35,35,49
2020-12-24,168,112,5754,273,77,70,77,35,35,56
2020-12-25,168,112,5761,273,77,70,77,35,35,56
2020-12-26,168,112,5768,273,77,70,77,35,35,56
2020-12-27,168,112,5782,280,77,70,77,35,35,56
2020-12-28,168,112,5803,280,84,70,77,35,35,56
2020-12-29,175,133,5999,308,105,77,84,35,35,56
2020-12-30,189,196,6202,343,112,77,98,42,35,56
2020-12-31,196,231,6412,378,126,84,105,42,35,56
2021-01-01,203,245,6489,455,140,112,140,42,35,63
2021-01-02,203,245,6573,469,147,119,147,49,42,70
2021-01-03,203,245,6615,483,147,119,147,49,42,70
2021-01-04,203,252,7224,560,168,119,161,56,42,77
2021-01-05,224,301,8169,742,182,119,175,56,49,77
2021-01-06,252,336,9037,931,217,126,196,63,56,84
2021-01-07,280,406,9898,1190,245,133,210,63,56,91
2021-01-08,294,462,10836,1428,287,161,238,77,70,105
2021-01-09,301,476,11095,1484,294,168,245,77,70,105
2021-01-10,301,490,11200,1505,294,168,252,77,70,105
2021-01-11,350,546,12446,1778,322,168,266,91,77,112
2021-01-12,371,595,13881,2212,371,182,308,98,91,119
2021-01-13,399,658,15435,2716,434,203,329,105,91,133
2021-01-14,420,763,16877,3367,553,224,364,119,105,133
2021-01-15,462,896,18074,3934,658,245,399,126,112,147
2021-01-16,462,924,18340,4067,672,245,406,126,112,147
2021-01-17,462,924,18501,4137,693,245,413,126,112,147
2021-01-18,644,1001,20230,5243,812,280,483,147,126,168
2021-01-19,679,1092,21833,6685,1022,315,518,154,133,168
2021-01-20,721,1176,23156,8281,1295,343,560,161,147,182
2021-01-21,756,1281,24283,9989,1589,434,623,168,147,189
2021-01-22,847,1393,25284,11508,2016,511,721,189,161,210
2021-01-23,854,1414,25424,11900,2107,553,728,196,168,210
2021-01-24,854,1414,25522,12061,2135,560,742,196,168,210
2021-01-25,882,1498,27069,13874,2569,630,805,217,168,224
2021-01-26,938,1561,28658,16219,3185,728,903,245,182,231
2021-01-27,980,1624,29988,18606,3871,875,994,259,196,245
2021-01-28,1050,1694,30996,21105,4781,1015,1085,273,217,252
2021-01-29,1113,1778,31871,23611,5887,1197,1169,308,217,259
2021-01-30,1127,1785,31983,24150,6076,1281,1190,329,224,273
2021-01-31,1141,1792,32046,24360,6181,1316,1197,329,224,273
2021-02-01,1225,1869,33082,27209,7427,1603,1365,364,245,287
2021-02-02,1316,1932,34335,30590,8967,1925,1540,413,259,301
2021-02-03,1400,2016,35420,33908,10843,2443,1743,434,280,322
2021-02-04,1512,2100,36393,37520,12649,3052,1946,483,308,336
2021-02-05,1652,2212,37415,40985,14560,3759,2247,525,322,357
2021-02-06,1666,2219,37604,41643,14903,3934,2296,539,329,357
2021-02-07,1680,2226,37667,41881,15036,3983,2324,539,336,357
2021-02-08,1785,2345,39088,46305,17381,5383,2646,623,364,399
