,6
2020-11-29,0
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,21
2020-12-08,434
2020-12-09,1204
2020-12-10,1967
2020-12-11,2800
2020-12-12,3514
2020-12-13,3955
2020-12-14,4781
2020-12-15,6279
2020-12-16,8106
2020-12-17,10374
2020-12-18,12684
2020-12-19,14623
2020-12-20,17318
2020-12-21,20552
2020-12-22,23499
2020-12-23,26887
2020-12-24,28462
2020-12-25,28469
2020-12-26,28623
2020-12-27,29064
2020-12-28,29736
2020-12-29,32060
2020-12-30,36876
2020-12-31,41482
2021-01-01,42791
2021-01-02,44366
2021-01-03,45570
2021-01-04,47936
2021-01-05,52542
2021-01-06,58828
2021-01-07,67921
2021-01-08,77861
2021-01-09,85995
2021-01-10,91070
2021-01-11,98329
2021-01-12,107541
2021-01-13,117621
2021-01-14,128723
2021-01-15,140840
2021-01-16,150626
2021-01-17,157227
2021-01-18,165613
2021-01-19,174916
2021-01-20,185017
2021-01-21,195720
2021-01-22,207382
2021-01-23,216776
2021-01-24,222376
2021-01-25,229285
2021-01-26,236957
2021-01-27,244762
2021-01-28,252546
2021-01-29,261261
2021-01-30,268352
2021-01-31,273175
2021-02-01,278159
2021-02-02,283885
2021-02-03,290255
2021-02-04,296947
2021-02-05,303814
2021-02-06,310828
2021-02-07,314930
2021-02-08,319095
2021-02-09,324149
2021-02-10,329896
2021-02-11,337057
2021-02-12,346150
2021-02-13,356048
2021-02-14,362194
2021-02-15,368697
2021-02-16,380366
2021-02-17,398839
2021-02-18,417375
2021-02-19,433706
2021-02-20,449995
2021-02-21,455763
2021-02-22,464205
2021-02-23,480942
2021-02-24,504616
2021-02-25,530194
2021-02-26,556948
2021-02-27,579495
2021-02-28,588364
2021-03-01,596372
2021-03-02,606277
2021-03-03,620333
2021-03-04,641123
2021-03-05,669851
2021-03-06,702317
2021-03-07,717906
2021-03-08,736309
2021-03-09,763987
2021-03-10,805511
2021-03-11,855120
2021-03-12,927451
2021-03-13,1039619
2021-03-14,1102360
2021-03-15,1214801
2021-03-16,1339310
2021-03-17,1459556
2021-03-18,1577303
2021-03-19,1713201
2021-03-20,1865486
2021-03-21,1939021
2021-03-22,2000691
2021-03-23,2052008
2021-03-24,2098453
2021-03-25,2141762
2021-03-26,2189201
2021-03-27,2243276
2021-03-28,2271416
2021-03-29,2292892
2021-03-30,2310826
2021-03-31,2329166
2021-04-01,2341759
2021-04-02,2350628
2021-04-03,2360694
2021-04-04,2364712
2021-04-05,2366784
2021-04-06,2370543
2021-04-07,2374260
2021-04-08,2377501
2021-04-09,2381652
2021-04-10,2385740
2021-04-11,2387287
2021-04-12,2388547
2021-04-13,2389870
2021-04-14,2391207
2021-04-15,2392600
2021-04-16,2394063
2021-04-17,2395582
2021-04-18,2396282
2021-04-19,2397073
2021-04-20,2397906
2021-04-21,2398872
2021-04-22,2399943
2021-04-23,2401091
2021-04-24,2402379
2021-04-25,2402967
2021-04-26,2403646
2021-04-27,2404472
2021-04-28,2405340
2021-04-29,2406236
2021-04-30,2407125
2021-05-01,2408056
2021-05-02,2408462
2021-05-03,2408735
2021-05-04,2409253
2021-05-05,2409918
2021-05-06,2410639
2021-05-07,2411367
2021-05-08,2412319
2021-05-09,2412816
2021-05-10,2413369
2021-05-11,2414160
2021-05-12,2415154
2021-05-13,2416232
2021-05-14,2417380
2021-05-15,2418696
2021-05-16,2419284
2021-05-17,2419823
2021-05-18,2420740
2021-05-19,2421916
2021-05-20,2423064
2021-05-21,2424072
2021-05-22,2425087
2021-05-23,2425304
2021-05-24,2425507
2021-05-25,2425836
2021-05-26,2426235
total,2804333
