,False
2020-11-29,0
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,21
2020-12-08,434
2020-12-09,1204
2020-12-10,1974
2020-12-11,2800
2020-12-12,3514
2020-12-13,3955
2020-12-14,4788
2020-12-15,6286
2020-12-16,8113
2020-12-17,10381
2020-12-18,12684
2020-12-19,14623
2020-12-20,17325
2020-12-21,20552
2020-12-22,23506
2020-12-23,26894
2020-12-24,28462
2020-12-25,28476
2020-12-26,28623
2020-12-27,29064
2020-12-28,29743
2020-12-29,32067
2020-12-30,36883
2020-12-31,41489
2021-01-01,42798
2021-01-02,44373
2021-01-03,45577
2021-01-04,47943
2021-01-05,52549
2021-01-06,58835
2021-01-07,67928
2021-01-08,77875
2021-01-09,86002
2021-01-10,91070
2021-01-11,98336
2021-01-12,107548
2021-01-13,117628
2021-01-14,128730
2021-01-15,140840
2021-01-16,150626
2021-01-17,157227
2021-01-18,165613
2021-01-19,174923
2021-01-20,185017
2021-01-21,195713
2021-01-22,207382
2021-01-23,216769
2021-01-24,222369
2021-01-25,229278
2021-01-26,236950
2021-01-27,244748
2021-01-28,252539
2021-01-29,261254
2021-01-30,268352
2021-01-31,273168
2021-02-01,278159
2021-02-02,283885
2021-02-03,290255
2021-02-04,296947
2021-02-05,303814
2021-02-06,310835
2021-02-07,314930
2021-02-08,319095
2021-02-09,324149
2021-02-10,329903
2021-02-11,337057
2021-02-12,346150
2021-02-13,356048
2021-02-14,362187
2021-02-15,368697
2021-02-16,380373
2021-02-17,398846
2021-02-18,417382
2021-02-19,433720
2021-02-20,450009
2021-02-21,455784
2021-02-22,464226
2021-02-23,480963
2021-02-24,504651
2021-02-25,530229
2021-02-26,556997
2021-02-27,579544
2021-02-28,588420
2021-03-01,596428
2021-03-02,606326
2021-03-03,620389
2021-03-04,641186
2021-03-05,669900
2021-03-06,702380
2021-03-07,717962
2021-03-08,736365
2021-03-09,764029
2021-03-10,805560
2021-03-11,855176
2021-03-12,927521
2021-03-13,1039682
2021-03-14,1102423
2021-03-15,1214871
2021-03-16,1339394
2021-03-17,1459654
2021-03-18,1577408
2021-03-19,1713327
2021-03-20,1865633
2021-03-21,1939175
2021-03-22,2000859
2021-03-23,2052190
2021-03-24,2098649
2021-03-25,2141972
2021-03-26,2189418
2021-03-27,2243500
2021-03-28,2271640
2021-03-29,2293123
2021-03-30,2311057
2021-03-31,2329404
2021-04-01,2341990
2021-04-02,2350859
2021-04-03,2360932
2021-04-04,2364950
2021-04-05,2367029
2021-04-06,2370781
2021-04-07,2374491
2021-04-08,2377739
2021-04-09,2381883
2021-04-10,2385985
2021-04-11,2387525
2021-04-12,2388785
2021-04-13,2390115
2021-04-14,2391452
2021-04-15,2392845
2021-04-16,2394308
2021-04-17,2395834
2021-04-18,2396527
2021-04-19,2397318
2021-04-20,2398151
2021-04-21,2399117
2021-04-22,2400181
2021-04-23,2401329
2021-04-24,2402617
2021-04-25,2403205
2021-04-26,2403891
2021-04-27,2404717
2021-04-28,2405592
2021-04-29,2406481
2021-04-30,2407377
2021-05-01,2408308
2021-05-02,2408714
2021-05-03,2408987
2021-05-04,2409505
2021-05-05,2410170
2021-05-06,2410884
2021-05-07,2411619
2021-05-08,2412571
2021-05-09,2413061
2021-05-10,2413614
2021-05-11,2414405
2021-05-12,2415399
2021-05-13,2416470
2021-05-14,2417611
2021-05-15,2418927
2021-05-16,2419508
2021-05-17,2420047
2021-05-18,2420957
2021-05-19,2422112
2021-05-20,2422784
2021-05-21,2423421
2021-05-22,2424016
2021-05-23,2424023
2021-05-24,2424023
total,2804977
