,False
2020-11-28,21
2020-11-29,21
2020-11-30,21
2020-12-01,42
2020-12-02,42
2020-12-03,42
2020-12-04,42
2020-12-05,42
2020-12-06,42
2020-12-07,49
2020-12-08,966
2020-12-09,2856
2020-12-10,5047
2020-12-11,7168
2020-12-12,8568
2020-12-13,9765
2020-12-14,11970
2020-12-15,33621
2020-12-16,69363
2020-12-17,101199
2020-12-18,122017
2020-12-19,146839
2020-12-20,168665
2020-12-21,181951
2020-12-22,206661
2020-12-23,224350
2020-12-24,228291
2020-12-25,228298
2020-12-26,228305
2020-12-27,228501
2020-12-28,228977
2020-12-29,236901
2020-12-30,256438
2020-12-31,270298
2021-01-01,272923
2021-01-02,275331
2021-01-03,276864
2021-01-04,278600
2021-01-05,282051
2021-01-06,289751
2021-01-07,324716
2021-01-08,366177
2021-01-09,403221
2021-01-10,420077
2021-01-11,428918
2021-01-12,454090
2021-01-13,492989
2021-01-14,532385
2021-01-15,582022
2021-01-16,640612
2021-01-17,665756
2021-01-18,680281
2021-01-19,722372
2021-01-20,767669
2021-01-21,806638
2021-01-22,857395
2021-01-23,899059
2021-01-24,911029
2021-01-25,923699
2021-01-26,939022
2021-01-27,951412
2021-01-28,966840
2021-01-29,982793
2021-01-30,993937
2021-01-31,998431
2021-02-01,1004556
2021-02-02,1010968
2021-02-03,1017387
2021-02-04,1023771
2021-02-05,1029896
2021-02-06,1033886
2021-02-07,1035755
2021-02-08,1039577
2021-02-09,1044029
2021-02-10,1049118
2021-02-11,1053752
2021-02-12,1058064
2021-02-13,1060605
2021-02-14,1061557
2021-02-15,1063202
2021-02-16,1064749
2021-02-17,1066373
2021-02-18,1067850
2021-02-19,1069096
2021-02-20,1069775
2021-02-21,1070013
2021-02-22,1070643
2021-02-23,1071742
2021-02-24,1072883
2021-02-25,1074101
2021-02-26,1075242
2021-02-27,1075802
2021-02-28,1075963
2021-03-01,1076425
2021-03-02,1077097
2021-03-03,1077930
2021-03-04,1078847
2021-03-05,1079764
2021-03-06,1080268
2021-03-07,1080387
2021-03-08,1080758
2021-03-09,1081374
2021-03-10,1081941
2021-03-11,1082487
2021-03-12,1083005
2021-03-13,1083376
2021-03-14,1083502
2021-03-15,1083894
2021-03-16,1084328
2021-03-17,1084699
2021-03-18,1085140
2021-03-19,1085553
2021-03-20,1085833
2021-03-21,1085931
2021-03-22,1086197
2021-03-23,1086491
2021-03-24,1086904
2021-03-25,1087282
2021-03-26,1087611
2021-03-27,1087905
2021-03-28,1088031
2021-03-29,1088276
2021-03-30,1088577
2021-03-31,1088871
2021-04-01,1089123
2021-04-02,1089270
2021-04-03,1089389
2021-04-04,1089431
2021-04-05,1089466
2021-04-06,1089571
2021-04-07,1089837
2021-04-08,1090019
2021-04-09,1090236
2021-04-10,1090390
2021-04-11,1090453
2021-04-12,1090586
2021-04-13,1090733
2021-04-14,1090873
2021-04-15,1091020
2021-04-16,1091153
2021-04-17,1091237
2021-04-18,1091293
2021-04-19,1091384
2021-04-20,1091510
2021-04-21,1091629
2021-04-22,1091734
2021-04-23,1091839
2021-04-24,1091902
2021-04-25,1091937
2021-04-26,1092021
2021-04-27,1092126
2021-04-28,1092224
2021-04-29,1092329
2021-04-30,1092413
2021-05-01,1092455
2021-05-02,1092476
2021-05-03,1092490
2021-05-04,1092539
2021-05-05,1092616
2021-05-06,1092707
2021-05-07,1092777
2021-05-08,1092826
2021-05-09,1092847
2021-05-10,1092903
2021-05-11,1092973
2021-05-12,1093064
2021-05-13,1093148
2021-05-14,1093218
2021-05-15,1093267
2021-05-16,1093302
2021-05-17,1093351
2021-05-18,1093421
2021-05-19,1093512
2021-05-20,1093596
2021-05-21,1093673
2021-05-22,1093708
2021-05-23,1093729
2021-05-24,1093792
2021-05-25,1093862
2021-05-26,1093939
total,1113000
