,8
2020-11-28,2503284
2020-11-29,2503284
2020-11-30,2503277
2020-12-01,2503263
2020-12-02,2503263
2020-12-03,2503263
2020-12-04,2503263
2020-12-05,2503263
2020-12-06,2503256
2020-12-07,2503256
2020-12-08,2503109
2020-12-09,2502843
2020-12-10,2502542
2020-12-11,2502213
2020-12-12,2501968
2020-12-13,2501828
2020-12-14,2501541
2020-12-15,2501002
2020-12-16,2500344
2020-12-17,2499483
2020-12-18,2498573
2020-12-19,2497656
2020-12-20,2496599
2020-12-21,2495395
2020-12-22,2494296
2020-12-23,2493036
2020-12-24,2492455
2020-12-25,2492441
2020-12-26,2492392
2020-12-27,2492266
2020-12-28,2492014
2020-12-29,2491062
2020-12-30,2489102
2020-12-31,2487254
2021-01-01,2486680
2021-01-02,2486092
2021-01-03,2485693
2021-01-04,2484965
2021-01-05,2483502
2021-01-06,2481248
2021-01-07,2477734
2021-01-08,2473478
2021-01-09,2469656
2021-01-10,2467668
2021-01-11,2465435
2021-01-12,2462355
2021-01-13,2458330
2021-01-14,2453451
2021-01-15,2447760
2021-01-16,2443385
2021-01-17,2440725
2021-01-18,2437344
2021-01-19,2432920
2021-01-20,2427649
2021-01-21,2420089
2021-01-22,2410506
2021-01-23,2401063
2021-01-24,2395883
2021-01-25,2391025
2021-01-26,2384893
2021-01-27,2377277
2021-01-28,2366133
2021-01-29,2350579
2021-01-30,2333576
2021-01-31,2317686
2021-02-01,2300333
2021-02-02,2282056
2021-02-03,2259747
2021-02-04,2229703
2021-02-05,2191112
2021-02-06,2142462
2021-02-07,2115050
2021-02-08,2079168
2021-02-09,2008209
2021-02-10,1899884
2021-02-11,1742384
2021-02-12,1559327
2021-02-13,1364328
2021-02-14,1284199
2021-02-15,1194417
2021-02-16,1073233
2021-02-17,944524
2021-02-18,835807
2021-02-19,759318
2021-02-20,692510
2021-02-21,668108
2021-02-22,634571
2021-02-23,594741
2021-02-24,544236
2021-02-25,493535
2021-02-26,447517
2021-02-27,415583
2021-02-28,400533
2021-03-01,388318
2021-03-02,375452
2021-03-03,360829
2021-03-04,342055
2021-03-05,321867
2021-03-06,304416
2021-03-07,299775
2021-03-08,291249
2021-03-09,283605
2021-03-10,275968
2021-03-11,268709
2021-03-12,259007
2021-03-13,247576
2021-03-14,241836
2021-03-15,233996
2021-03-16,226919
2021-03-17,220815
2021-03-18,214711
2021-03-19,208733
2021-03-20,202468
2021-03-21,200326
2021-03-22,197260
2021-03-23,193732
2021-03-24,190484
2021-03-25,186984
2021-03-26,183757
2021-03-27,180411
2021-03-28,178955
2021-03-29,176799
2021-03-30,174685
2021-03-31,172452
2021-04-01,171031
2021-04-02,170464
2021-04-03,169806
2021-04-04,169589
2021-04-05,169421
2021-04-06,168560
2021-04-07,167482
2021-04-08,166418
2021-04-09,165326
2021-04-10,164444
2021-04-11,164080
2021-04-12,163506
2021-04-13,162848
2021-04-14,162169
2021-04-15,161511
2021-04-16,160867
2021-04-17,160398
2021-04-18,160202
2021-04-19,159740
2021-04-20,159208
2021-04-21,158641
2021-04-22,157927
2021-04-23,157283
2021-04-24,156849
2021-04-25,156646
2021-04-26,156191
2021-04-27,155680
2021-04-28,155127
2021-04-29,154588
2021-04-30,153979
2021-05-01,153622
2021-05-02,153468
2021-05-03,153328
2021-05-04,152992
2021-05-05,152488
2021-05-06,151935
2021-05-07,151403
2021-05-08,151004
2021-05-09,150822
2021-05-10,150472
2021-05-11,149919
2021-05-12,149345
2021-05-13,148652
2021-05-14,148113
2021-05-15,147707
2021-05-16,147497
2021-05-17,147175
2021-05-18,146692
2021-05-19,146125
2021-05-20,145558
2021-05-21,145159
2021-05-22,144837
2021-05-23,144774
2021-05-24,144648
2021-05-25,144501
2021-05-26,144312
total,2503298
