,1,2,3,4,5
2020-11-28,966749,843248,690788,613711,577451
2020-11-29,966749,843248,690788,613711,577451
2020-11-30,966749,843248,690788,613711,577451
2020-12-01,966742,843241,690781,613711,577451
2020-12-02,966742,843241,690774,613704,577451
2020-12-03,966742,843241,690774,613704,577451
2020-12-04,966742,843234,690774,613704,577451
2020-12-05,966742,843234,690774,613704,577451
2020-12-06,966742,843234,690774,613704,577451
2020-12-07,966742,843234,690774,613704,577451
2020-12-08,966609,843150,690669,613599,577325
2020-12-09,966406,842975,690515,613417,577136
2020-12-10,966196,842744,690312,613179,576905
2020-12-11,965965,842478,690060,612927,576646
2020-12-12,965818,842289,689864,612710,576422
2020-12-13,965741,842198,689794,612612,576338
2020-12-14,965587,842023,689619,612444,576135
2020-12-15,965279,841673,689241,612108,575708
2020-12-16,964873,841274,688849,611723,575288
2020-12-17,964439,840798,688352,611219,574728
2020-12-18,964047,840294,687827,610666,574140
2020-12-19,963634,839909,687449,610253,573664
2020-12-20,963151,839398,686875,609721,573069
2020-12-21,962500,838754,686217,609042,572369
2020-12-22,961898,838138,685601,608433,571697
2020-12-23,961240,837459,684852,607754,570955
2020-12-24,960932,837102,684488,607439,570640
2020-12-25,960932,837102,684467,607432,570633
2020-12-26,960890,837046,684418,607397,570591
2020-12-27,960813,836927,684320,607327,570514
2020-12-28,960680,836759,684145,607180,570353
2020-12-29,960085,836178,683494,606550,569821
2020-12-30,958846,834988,682346,605500,568876
2020-12-31,957908,834008,681233,604583,568015
2021-01-01,957684,833721,680890,604261,567672
2021-01-02,957334,833336,680491,603883,567287
2021-01-03,957103,833070,680246,603589,567028
2021-01-04,956648,832531,679756,603141,566573
2021-01-05,955738,831474,678706,602196,565719
2021-01-06,954590,830018,677327,600866,564536
2021-01-07,952938,828240,675479,599046,562863
2021-01-08,950817,826105,673351,596960,560791
2021-01-09,949039,824355,671433,595147,559174
2021-01-10,947996,823375,670327,594055,558089
2021-01-11,946449,821779,668815,592669,556773
2021-01-12,944531,819784,666953,591052,555205
2021-01-13,942004,817271,664671,589064,553469
2021-01-14,939141,814478,662039,586698,551355
2021-01-15,935991,811328,659092,584010,548877
2021-01-16,933597,809228,656957,582050,547085
2021-01-17,932218,807926,655613,580769,545909
2021-01-18,930146,805882,653660,579019,544194
2021-01-19,927136,803187,651252,576807,542367
2021-01-20,923104,799736,648284,574154,540099
2021-01-21,918806,795578,644511,571025,537299
2021-01-22,913080,790293,640031,567007,534009
2021-01-23,907375,785176,635376,562849,529711
2021-01-24,904204,782698,633038,560742,527877
2021-01-25,900844,779695,630602,558481,525588
2021-01-26,896672,776118,627627,555541,522809
2021-01-27,891807,771148,623826,551929,519645
2021-01-28,885283,765156,618527,547288,515347
2021-01-29,877205,757281,611534,540806,508886
2021-01-30,870191,750050,604702,534170,502271
2021-01-31,865613,745213,599487,529354,497497
2021-02-01,860496,740292,594993,525091,493360
2021-02-02,853888,734104,589477,519862,488621
2021-02-03,844557,725760,582071,512449,481677
2021-02-04,833308,715876,573937,505099,475111
2021-02-05,821730,705068,564480,496510,467194
2021-02-06,806659,692839,551831,485345,456848
2021-02-07,801983,687981,546973,480522,452158
2021-02-08,794990,681086,541576,475034,446978
2021-02-09,784840,672476,534464,468342,440874
2021-02-10,775397,664167,527142,461629,435337
2021-02-11,764442,654472,518777,454202,429520
2021-02-12,752080,642446,507983,445697,422065
2021-02-13,738696,631610,497749,437073,414967
2021-02-14,734118,627046,493647,432922,411173
2021-02-15,727258,620382,488740,428736,407757
2021-02-16,715106,608510,478877,419643,399980
2021-02-17,696318,589680,461300,403557,384692
2021-02-18,677474,570787,443352,387093,368998
2021-02-19,660779,555226,429597,372715,356125
2021-02-20,644560,539154,413665,358974,342643
2021-02-21,639121,534912,409892,355208,338961
2021-02-22,631309,526904,404026,349825,333697
2021-02-23,614292,509530,389179,336049,321195
2021-02-24,587832,485604,367108,315203,301448
2021-02-25,559377,460929,345324,294224,280280
2021-02-26,532189,436401,322497,272559,257425
2021-02-27,509446,415359,302414,254422,239568
2021-02-28,502327,408660,296702,249494,235032
2021-03-01,494844,401688,291466,245175,231413
2021-03-02,485639,393288,285145,239589,226324
2021-03-03,474453,382809,277095,232624,220451
2021-03-04,456526,366751,263788,221046,209041
2021-03-05,434056,348089,246680,203931,190855
2021-03-06,414085,331394,231105,188741,173677
2021-03-07,408268,326865,227290,184800,169715
2021-03-08,400876,319949,222215,179956,165494
2021-03-09,392812,312711,217189,175665,161497
2021-03-10,383698,305291,211771,170786,156359
2021-03-11,375165,298270,206710,166180,152103
2021-03-12,363132,288344,198513,157948,144221
2021-03-13,345303,274008,186662,147112,133105
2021-03-14,339017,268030,181160,142051,127708
2021-03-15,330225,259623,174867,136185,121387
2021-03-16,319830,250642,167937,130011,114919
2021-03-17,310282,242403,161679,124488,109732
2021-03-18,301168,234647,155281,118713,103663
2021-03-19,290997,226093,148617,112707,97174
2021-03-20,280091,216790,140210,105462,90559
