,11,12
2020-11-28,0,7
2020-11-29,0,7
2020-11-30,0,7
2020-12-01,7,7
2020-12-02,7,14
2020-12-03,7,14
2020-12-04,7,14
2020-12-05,7,14
2020-12-06,7,14
2020-12-07,14,14
2020-12-08,49,56
2020-12-09,98,133
2020-12-10,182,266
2020-12-11,294,420
2020-12-12,322,462
2020-12-13,329,469
2020-12-14,469,609
2020-12-15,630,770
2020-12-16,840,1001
2020-12-17,1036,1218
2020-12-18,1190,1372
2020-12-19,1225,1414
2020-12-20,1246,1428
2020-12-21,1344,1533
2020-12-22,1421,1631
2020-12-23,1484,1715
2020-12-24,1554,1813
2020-12-25,1554,1813
2020-12-26,1561,1813
2020-12-27,1561,1820
2020-12-28,1568,1820
2020-12-29,1631,1890
2020-12-30,1680,1974
2020-12-31,1743,2044
2021-01-01,1764,2051
2021-01-02,1785,2079
2021-01-03,1792,2093
2021-01-04,1981,2296
2021-01-05,2226,2611
2021-01-06,2492,2912
2021-01-07,2758,3150
2021-01-08,3038,3430
2021-01-09,3087,3507
2021-01-10,3129,3542
2021-01-11,3486,3899
2021-01-12,3934,4361
2021-01-13,4396,4851
2021-01-14,4830,5292
2021-01-15,5194,5649
2021-01-16,5250,5726
2021-01-17,5299,5768
2021-01-18,5796,6209
2021-01-19,6265,6671
2021-01-20,6671,7056
2021-01-21,7014,7427
2021-01-22,7329,7749
2021-01-23,7371,7805
2021-01-24,7399,7840
2021-01-25,7868,8323
2021-01-26,8337,8743
2021-01-27,8771,9135
2021-01-28,9107,9464
2021-01-29,9345,9758
2021-01-30,9380,9807
2021-01-31,9408,9821
2021-02-01,9681,10143
2021-02-02,10066,10521
2021-02-03,10409,10885
2021-02-04,10738,11179
2021-02-05,11032,11473
2021-02-06,11088,11522
2021-02-07,11102,11536
2021-02-08,11599,11984
2021-02-09,12040,12348
2021-02-10,12390,12691
2021-02-11,12691,12985
2021-02-12,12964,13272
2021-02-13,12971,13286
2021-02-14,12985,13300
2021-02-15,13160,13454
2021-02-16,13300,13587
2021-02-17,13426,13713
2021-02-18,13531,13825
2021-02-19,13601,13923
2021-02-20,13608,13930
2021-02-21,13608,13930
2021-02-22,13692,14028
2021-02-23,13790,14133
2021-02-24,13853,14217
2021-02-25,13902,14280
2021-02-26,13951,14343
2021-02-27,13958,14343
2021-02-28,13965,14350
2021-03-01,14042,14441
2021-03-02,14126,14532
2021-03-03,14210,14616
2021-03-04,14308,14714
2021-03-05,14364,14770
2021-03-06,14378,14784
2021-03-07,14378,14791
2021-03-08,14441,14861
2021-03-09,14518,14952
2021-03-10,14588,15022
2021-03-11,14658,15106
2021-03-12,14721,15155
2021-03-13,14721,15155
2021-03-14,14728,15169
2021-03-15,14784,15232
2021-03-16,14840,15309
2021-03-17,14896,15365
2021-03-18,14973,15435
2021-03-19,15029,15470
2021-03-20,15036,15477
2021-03-21,15043,15477
2021-03-22,15120,15533
2021-03-23,15204,15624
2021-03-24,15253,15673
2021-03-25,15316,15729
2021-03-26,15344,15750
2021-03-27,15344,15764
2021-03-28,15351,15764
2021-03-29,15379,15799
2021-03-30,15421,15827
2021-03-31,15449,15848
2021-04-01,15470,15876
2021-04-02,15477,15876
2021-04-03,15477,15876
2021-04-04,15477,15876
2021-04-05,15477,15876
2021-04-06,15505,15897
2021-04-07,15519,15925
2021-04-08,15568,15974
2021-04-09,15589,15988
2021-04-10,15617,16016
2021-04-11,15617,16016
2021-04-12,15659,16051
2021-04-13,15715,16086
2021-04-14,15729,16100
2021-04-15,15750,16114
2021-04-16,15764,16135
2021-04-17,15764,16135
2021-04-18,15764,16135
2021-04-19,15778,16142
2021-04-20,15785,16163
2021-04-21,15806,16177
2021-04-22,15820,16191
2021-04-23,15848,16205
2021-04-24,15848,16205
2021-04-25,15848,16205
2021-04-26,15869,16219
2021-04-27,15890,16240
2021-04-28,15918,16268
2021-04-29,15932,16275
2021-04-30,15960,16296
2021-05-01,15960,16296
2021-05-02,15960,16296
2021-05-03,15960,16296
2021-05-04,15974,16317
2021-05-05,15981,16324
2021-05-06,15995,16338
2021-05-07,16016,16359
2021-05-08,16016,16359
2021-05-09,16023,16359
2021-05-10,16030,16359
2021-05-11,16065,16394
2021-05-12,16079,16401
2021-05-13,16093,16422
2021-05-14,16114,16436
2021-05-15,16114,16436
2021-05-16,16114,16443
2021-05-17,16135,16450
2021-05-18,16156,16471
2021-05-19,16170,16485
2021-05-20,16177,16499
2021-05-21,16198,16527
2021-05-22,16205,16527
2021-05-23,16205,16527
2021-05-24,16205,16527
total,775369,690501
