,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,7,0,7
2020-12-01,112,0,91,14,7,14,7,14,7,21
2020-12-02,119,0,91,21,7,14,7,14,7,21
2020-12-03,119,7,91,21,7,14,7,14,14,21
2020-12-04,126,7,98,21,7,14,14,14,14,21
2020-12-05,133,7,98,21,7,14,14,14,14,21
2020-12-06,140,7,98,21,7,21,14,14,14,28
2020-12-07,147,7,112,28,7,21,14,14,21,35
2020-12-08,1610,21,1512,168,427,154,588,259,434,504
2020-12-09,4473,49,3871,315,1043,413,1568,798,1204,1232
2020-12-10,8050,91,7553,532,1778,700,2723,1379,1967,2037
2020-12-11,11837,126,11179,756,2569,1022,3962,1967,2800,2947
2020-12-12,15477,133,13741,924,3255,1267,5019,2422,3514,3717
2020-12-13,17668,147,15197,1008,3556,1407,5607,2758,3955,4228
2020-12-14,21343,189,19327,1260,4095,1694,6608,3290,4781,5061
2020-12-15,27349,448,63546,1883,5152,2233,8470,4221,6279,6580
2020-12-16,34706,1029,141211,3010,6279,2884,10668,5397,8106,8407
2020-12-17,43407,1680,213955,4480,7651,3745,13377,7042,10374,10738
2020-12-18,52360,2093,268072,6258,9058,4648,16135,8540,12684,13076
2020-12-19,60046,2506,336644,8624,10178,5558,18333,9912,14623,15001
2020-12-20,69951,2933,388087,11053,11543,6629,21266,11760,17318,17570
2020-12-21,82341,3374,419531,13412,13307,7819,24955,13902,20552,20790
2020-12-22,94045,3815,476924,15645,15050,8918,28406,15806,23499,23821
2020-12-23,108129,5236,521577,18193,17038,10171,32459,18116,26887,27216
2020-12-24,115122,6272,531657,18991,17976,10738,34349,19236,28462,28854
2020-12-25,115241,6307,531664,18991,17990,10745,34370,19243,28469,28875
2020-12-26,116158,6335,531706,19026,18081,10794,34552,19320,28623,29036
2020-12-27,118545,6335,531958,19096,18326,10927,35063,19600,29064,29477
2020-12-28,122717,6349,532665,19292,18760,11179,35938,20104,29736,30282
2020-12-29,134547,8666,549997,20818,20244,12117,39011,21749,32060,32809
2020-12-30,157038,21364,591360,26117,23527,14077,45262,25172,36876,37961
2020-12-31,177856,29925,619962,33047,26446,15918,50995,28147,41482,42847
2021-01-01,184072,31276,626430,35868,27244,16464,52717,29085,42791,44345
2021-01-02,192255,32144,634977,39312,28189,17045,54719,30163,44366,46032
2021-01-03,198688,32410,637364,40138,28777,17451,56266,30947,45570,47362
2021-01-04,211120,32676,639786,40677,29995,18165,59003,32438,47936,49945
2021-01-05,233744,34482,647633,43155,32403,19635,64365,35406,52542,55013
2021-01-06,264096,38304,664195,49350,35448,21875,71771,39746,58828,61684
