,8,9,10,11,12
2020-11-28,5859,9387,12880,19243,61061
2020-11-29,5859,9387,12880,19243,61061
2020-11-30,5859,9387,12880,19243,61061
2020-12-01,5859,9387,12880,19243,61061
2020-12-02,5859,9387,12880,19243,61061
2020-12-03,5859,9387,12880,19243,61061
2020-12-04,5859,9387,12880,19243,61061
2020-12-05,5859,9387,12880,19243,61061
2020-12-06,5859,9387,12880,19243,61061
2020-12-07,5859,9387,12880,19243,61061
2020-12-08,5859,9387,12880,19243,61054
2020-12-09,5859,9387,12880,19236,61047
2020-12-10,5859,9387,12880,19229,61033
2020-12-11,5859,9387,12880,19222,61019
2020-12-12,5859,9387,12880,19215,61012
2020-12-13,5859,9387,12880,19215,61005
2020-12-14,5859,9387,12880,19208,60991
2020-12-15,5859,9387,12880,19166,60907
2020-12-16,5859,9387,12880,19103,60725
2020-12-17,5859,9387,12873,19047,60557
2020-12-18,5859,9380,12866,18991,60417
2020-12-19,5859,9380,12859,18949,60319
2020-12-20,5852,9380,12859,18907,60214
2020-12-21,5852,9380,12859,18872,60123
2020-12-22,5852,9380,12852,18823,60018
2020-12-23,5845,9352,12810,18732,59724
2020-12-24,5831,9317,12761,18627,59409
2020-12-25,5831,9317,12761,18627,59409
2020-12-26,5831,9317,12761,18627,59409
2020-12-27,5831,9317,12761,18627,59402
2020-12-28,5831,9317,12761,18627,59402
2020-12-29,5803,9261,12677,18459,58856
2020-12-30,5614,8918,12159,17612,56189
2020-12-31,5474,8645,11746,16940,54250
2021-01-01,5460,8610,11697,16870,53900
2021-01-02,5446,8596,11662,16828,53760
2021-01-03,5446,8596,11655,16814,53690
2021-01-04,5439,8575,11634,16779,53620
2021-01-05,5425,8540,11578,16688,53235
2021-01-06,5376,8456,11452,16457,52500
2021-01-07,5257,8218,11039,15771,50211
2021-01-08,5068,7875,10472,14805,47075
2021-01-09,4956,7637,10087,14182,44947
2021-01-10,4935,7581,9996,14007,44373
2021-01-11,4823,7350,9660,13447,42371
2021-01-12,4669,7035,9107,12537,39284
2021-01-13,4487,6727,8603,11690,36463
2021-01-14,4284,6377,8043,10696,33096
2021-01-15,3955,5873,7245,9366,28714
2021-01-16,3752,5523,6720,8512,25823
2021-01-17,3682,5390,6510,8197,24703
2021-01-18,3535,5110,6111,7518,22498
2021-01-19,3395,4851,5726,6888,20363
2021-01-20,3234,4627,5348,6307,18648
2021-01-21,3017,4277,4774,5453,16149
2021-01-22,2639,3640,3836,4095,11592
2021-01-23,2513,3444,3437,3710,10493
2021-01-24,2457,3388,3311,3605,10052
2021-01-25,2422,3311,3206,3479,9716
2021-01-26,2380,3220,3073,3311,9289
2021-01-27,2324,3157,2975,3171,8932
