,False
2020-11-28,108451
2020-11-29,108451
2020-11-30,108451
2020-12-01,108451
2020-12-02,108451
2020-12-03,108451
2020-12-04,108451
2020-12-05,108451
2020-12-06,108451
2020-12-07,108451
2020-12-08,108444
2020-12-09,108430
2020-12-10,108395
2020-12-11,108381
2020-12-12,108367
2020-12-13,108360
2020-12-14,108332
2020-12-15,108206
2020-12-16,107961
2020-12-17,107730
2020-12-18,107520
2020-12-19,107373
2020-12-20,107226
2020-12-21,107100
2020-12-22,106925
2020-12-23,106463
2020-12-24,105945
2020-12-25,105945
2020-12-26,105945
2020-12-27,105945
2020-12-28,105945
2020-12-29,105063
2020-12-30,100506
2020-12-31,97062
2021-01-01,96551
2021-01-02,96306
2021-01-03,96215
2021-01-04,96054
2021-01-05,95473
2021-01-06,94248
2021-01-07,90503
2021-01-08,85302
2021-01-09,81816
2021-01-10,80899
2021-01-11,77665
2021-01-12,72646
2021-01-13,67984
2021-01-14,62510
2021-01-15,55160
2021-01-16,50337
2021-01-17,48489
2021-01-18,44786
2021-01-19,41223
2021-01-20,38178
2021-01-21,33677
2021-01-22,25816
2021-01-23,23611
2021-01-24,22813
2021-01-25,22134
2021-01-26,21287
2021-01-27,20566
2021-01-28,19782
2021-01-29,18844
2021-01-30,18410
2021-01-31,18256
2021-02-01,17766
2021-02-02,17269
2021-02-03,16569
2021-02-04,15820
2021-02-05,14987
2021-02-06,14595
2021-02-07,14441
2021-02-08,14014
2021-02-09,13405
2021-02-10,12509
2021-02-11,11585
2021-02-12,10598
2021-02-13,10185
2021-02-14,10101
2021-02-15,9611
2021-02-16,9177
2021-02-17,8736
2021-02-18,8246
2021-02-19,7763
2021-02-20,7630
2021-02-21,7609
2021-02-22,7497
2021-02-23,7224
2021-02-24,6923
2021-02-25,6615
2021-02-26,6363
2021-02-27,6272
2021-02-28,6237
2021-03-01,6097
2021-03-02,5908
2021-03-03,5719
2021-03-04,5502
2021-03-05,5243
2021-03-06,5187
2021-03-07,5180
2021-03-08,5061
2021-03-09,4914
2021-03-10,4781
2021-03-11,4662
2021-03-12,4494
2021-03-13,4459
2021-03-14,4452
2021-03-15,4382
2021-03-16,4270
2021-03-17,4158
2021-03-18,4018
2021-03-19,3892
2021-03-20,3850
2021-03-21,3843
2021-03-22,3794
2021-03-23,3696
2021-03-24,3612
2021-03-25,3493
2021-03-26,3353
2021-03-27,3290
2021-03-28,3269
2021-03-29,3192
2021-03-30,3115
2021-03-31,2996
2021-04-01,2912
2021-04-02,2898
2021-04-03,2870
2021-04-04,2863
2021-04-05,2863
2021-04-06,2779
2021-04-07,2716
2021-04-08,2653
2021-04-09,2569
2021-04-10,2520
2021-04-11,2485
2021-04-12,2436
2021-04-13,2380
2021-04-14,2317
2021-04-15,2268
2021-04-16,2226
2021-04-17,2212
2021-04-18,2212
2021-04-19,2177
2021-04-20,2142
2021-04-21,2114
2021-04-22,2093
2021-04-23,2065
2021-04-24,2058
2021-04-25,2058
2021-04-26,2037
2021-04-27,2016
2021-04-28,1988
2021-04-29,1946
2021-04-30,1932
2021-05-01,1925
2021-05-02,1925
2021-05-03,1925
2021-05-04,1918
2021-05-05,1904
2021-05-06,1897
2021-05-07,1876
2021-05-08,1869
2021-05-09,1869
2021-05-10,1855
2021-05-11,1848
2021-05-12,1834
2021-05-13,1813
2021-05-14,1792
2021-05-15,1785
2021-05-16,1785
2021-05-17,1771
2021-05-18,1757
2021-05-19,1750
2021-05-20,1736
2021-05-21,1722
2021-05-22,1722
2021-05-23,1722
2021-05-24,1708
2021-05-25,1701
2021-05-26,1694
total,108451
