,8,9,10,11,12
2020-11-28,14,21,14,14,28
2020-11-29,14,21,14,14,28
2020-11-30,14,28,21,21,28
2020-12-01,35,35,21,70,84
2020-12-02,35,35,28,77,91
2020-12-03,35,42,28,77,91
2020-12-04,35,42,35,77,91
2020-12-05,35,42,35,77,91
2020-12-06,42,42,35,77,91
2020-12-07,42,49,35,91,112
2020-12-08,189,147,84,1064,1008
2020-12-09,455,252,133,2681,2331
2020-12-10,756,413,231,4963,4291
2020-12-11,1092,546,329,7343,6160
2020-12-12,1330,658,392,8869,7385
2020-12-13,1470,714,413,9674,8071
2020-12-14,1764,854,553,12250,10262
2020-12-15,2303,1120,924,35581,32081
2020-12-16,2961,1533,1659,75922,70924
2020-12-17,3829,2079,2618,113918,107226
2020-12-18,4746,2716,3801,142828,133357
2020-12-19,5663,3563,5369,179018,166005
2020-12-20,6741,4487,6923,206472,190407
2020-12-21,7952,5257,8617,223167,205996
2020-12-22,9065,5985,10178,253232,234087
2020-12-23,10367,6951,12026,277270,256263
2020-12-24,10976,7378,12579,283115,261674
2020-12-25,10997,7385,12586,283129,261709
2020-12-26,11046,7406,12593,283150,261751
2020-12-27,11172,7462,12635,283304,261870
2020-12-28,11424,7588,12705,283724,262199
2020-12-29,12467,8442,13860,293230,272076
2020-12-30,14889,10843,19124,316197,300706
2020-12-31,17038,13069,25501,332563,319830
2021-01-01,17654,13657,28035,335993,324030
2021-01-02,18270,14469,30856,340949,328412
2021-01-03,18676,14868,31339,342307,329707
2021-01-04,19404,15239,31675,344043,331338
2021-01-05,20958,16583,33327,349307,336406
2021-01-06,23366,18438,38563,359639,346654
2021-01-07,27167,23177,61712,404670,390264
2021-01-08,31885,29953,91770,462882,447454
2021-01-09,36085,37709,114450,511616,497728
2021-01-10,38185,40397,124467,533316,518539
2021-01-11,40698,44114,133287,546875,533785
2021-01-12,44149,50218,148260,578802,566972
2021-01-13,48601,59549,184975,633738,615762
2021-01-14,54068,73108,227325,694505,672014
2021-01-15,60564,87528,276941,766948,740551
2021-01-16,65415,97545,317989,835947,806603
2021-01-17,68257,103509,335573,865361,833693
2021-01-18,71925,110663,351239,886011,854721
2021-01-19,76643,131152,419041,945042,900949
2021-01-20,82257,161245,498008,996576,942487
2021-01-21,90272,202167,600635,1044309,983283
2021-01-22,100527,267043,749021,1103627,1035251
2021-01-23,110215,349034,905723,1154097,1073429
2021-01-24,115521,386204,959602,1168790,1085224
2021-01-25,120477,416465,1008245,1183728,1100015
