,False
2020-11-28,144186
2020-11-29,144186
2020-11-30,144186
2020-12-01,144179
2020-12-02,144179
2020-12-03,144172
2020-12-04,144172
2020-12-05,144172
2020-12-06,144172
2020-12-07,144172
2020-12-08,144158
2020-12-09,144144
2020-12-10,144123
2020-12-11,144102
2020-12-12,144095
2020-12-13,144095
2020-12-14,144074
2020-12-15,143927
2020-12-16,143584
2020-12-17,143143
2020-12-18,142933
2020-12-19,142667
2020-12-20,142380
2020-12-21,142065
2020-12-22,141778
2020-12-23,140805
2020-12-24,140266
2020-12-25,140231
2020-12-26,140203
2020-12-27,140203
2020-12-28,140196
2020-12-29,138733
2020-12-30,130515
2020-12-31,125363
2021-01-01,124516
2021-01-02,123886
2021-01-03,123711
2021-01-04,123592
2021-01-05,122325
2021-01-06,119686
2021-01-07,113596
2021-01-08,105567
2021-01-09,98700
2021-01-10,96600
2021-01-11,91595
2021-01-12,86170
2021-01-13,79443
2021-01-14,71393
2021-01-15,62104
2021-01-16,56007
2021-01-17,53760
2021-01-18,49924
2021-01-19,46109
2021-01-20,42070
2021-01-21,38101
2021-01-22,32298
2021-01-23,29666
2021-01-24,28567
2021-01-25,27804
2021-01-26,26950
2021-01-27,26012
2021-01-28,24955
2021-01-29,23625
2021-01-30,22967
2021-01-31,22771
2021-02-01,22253
2021-02-02,21686
2021-02-03,21021
2021-02-04,20006
2021-02-05,18928
2021-02-06,18452
2021-02-07,18284
2021-02-08,17647
2021-02-09,16898
2021-02-10,15981
2021-02-11,15085
2021-02-12,14140
2021-02-13,13755
2021-02-14,13699
2021-02-15,13034
2021-02-16,12481
2021-02-17,11998
2021-02-18,11501
2021-02-19,11074
2021-02-20,10920
2021-02-21,10892
2021-02-22,10570
2021-02-23,10199
2021-02-24,9898
2021-02-25,9562
2021-02-26,9387
2021-02-27,9338
2021-02-28,9324
2021-03-01,9205
2021-03-02,9051
2021-03-03,8841
2021-03-04,8617
2021-03-05,8358
2021-03-06,8274
2021-03-07,8267
2021-03-08,8148
2021-03-09,7966
2021-03-10,7805
2021-03-11,7651
2021-03-12,7546
2021-03-13,7490
2021-03-14,7476
2021-03-15,7399
2021-03-16,7259
2021-03-17,7119
2021-03-18,6951
2021-03-19,6832
2021-03-20,6762
2021-03-21,6748
2021-03-22,6671
2021-03-23,6531
2021-03-24,6419
2021-03-25,6251
2021-03-26,6020
2021-03-27,5929
2021-03-28,5908
2021-03-29,5789
2021-03-30,5642
2021-03-31,5516
2021-04-01,5376
2021-04-02,5348
2021-04-03,5327
2021-04-04,5327
2021-04-05,5320
2021-04-06,5271
2021-04-07,5180
2021-04-08,5082
2021-04-09,4998
2021-04-10,4970
2021-04-11,4963
2021-04-12,4928
2021-04-13,4900
2021-04-14,4830
2021-04-15,4788
2021-04-16,4746
2021-04-17,4732
2021-04-18,4725
2021-04-19,4711
2021-04-20,4683
2021-04-21,4634
2021-04-22,4620
2021-04-23,4585
2021-04-24,4578
2021-04-25,4571
2021-04-26,4550
2021-04-27,4529
2021-04-28,4501
2021-04-29,4480
2021-04-30,4445
2021-05-01,4438
2021-05-02,4438
2021-05-03,4438
2021-05-04,4424
2021-05-05,4403
2021-05-06,4382
2021-05-07,4361
2021-05-08,4354
2021-05-09,4354
2021-05-10,4347
2021-05-11,4333
2021-05-12,4312
2021-05-13,4298
2021-05-14,4284
2021-05-15,4277
2021-05-16,4270
2021-05-17,4263
2021-05-18,4235
2021-05-19,4207
2021-05-20,4193
2021-05-21,4179
2021-05-22,4179
total,144186
