,False
2020-11-28,7
2020-11-29,21
2020-11-30,21
2020-12-01,28
2020-12-02,28
2020-12-03,28
2020-12-04,28
2020-12-05,28
2020-12-06,28
2020-12-07,28
2020-12-08,560
2020-12-09,1505
2020-12-10,2310
2020-12-11,3213
2020-12-12,4074
2020-12-13,4753
2020-12-14,5635
2020-12-15,7084
2020-12-16,9023
2020-12-17,11424
2020-12-18,13664
2020-12-19,15589
2020-12-20,18256
2020-12-21,21728
2020-12-22,24661
2020-12-23,28357
2020-12-24,30191
2020-12-25,30198
2020-12-26,30261
2020-12-27,30807
2020-12-28,31682
2020-12-29,34041
2020-12-30,39781
2020-12-31,45283
2021-01-01,46746
2021-01-02,48398
2021-01-03,49700
2021-01-04,52171
2021-01-05,57190
2021-01-06,64036
2021-01-07,74186
2021-01-08,84854
2021-01-09,94388
2021-01-10,99932
2021-01-11,108171
2021-01-12,118545
2021-01-13,130067
2021-01-14,142926
2021-01-15,157360
2021-01-16,169631
2021-01-17,178073
2021-01-18,187817
2021-01-19,198989
2021-01-20,211057
2021-01-21,223762
2021-01-22,238238
2021-01-23,249760
2021-01-24,256900
2021-01-25,265118
2021-01-26,274435
2021-01-27,283409
2021-01-28,292642
2021-01-29,302932
2021-01-30,311213
2021-01-31,317380
2021-02-01,323190
2021-02-02,329812
2021-02-03,337057
2021-02-04,344946
2021-02-05,352807
2021-02-06,360059
2021-02-07,364588
2021-02-08,368872
2021-02-09,374570
2021-02-10,381815
2021-02-11,391489
2021-02-12,403711
2021-02-13,416066
2021-02-14,423087
2021-02-15,430605
2021-02-16,446313
2021-02-17,470554
2021-02-18,493255
2021-02-19,512813
2021-02-20,532315
2021-02-21,541107
2021-02-22,551565
2021-02-23,572712
2021-02-24,605304
2021-02-25,645281
2021-02-26,691215
2021-02-27,728616
2021-02-28,751457
2021-03-01,774235
2021-03-02,802991
2021-03-03,842555
2021-03-04,896427
2021-03-05,952546
2021-03-06,1012333
2021-03-07,1039353
2021-03-08,1072820
2021-03-09,1109521
2021-03-10,1152347
2021-03-11,1200206
2021-03-12,1274532
2021-03-13,1394414
2021-03-14,1452801
2021-03-15,1540987
2021-03-16,1646778
2021-03-17,1760731
2021-03-18,1901137
2021-03-19,2050741
2021-03-20,2257269
2021-03-21,2340996
2021-03-22,2416141
2021-03-23,2487429
2021-03-24,2551675
2021-03-25,2613597
2021-03-26,2678606
2021-03-27,2756334
2021-03-28,2795394
2021-03-29,2826502
2021-03-30,2853095
2021-03-31,2879044
2021-04-01,2892694
2021-04-02,2901766
2021-04-03,2912014
2021-04-04,2916543
2021-04-05,2918587
2021-04-06,2922836
2021-04-07,2928772
2021-04-08,2934036
2021-04-09,2940658
2021-04-10,2946748
2021-04-11,2949177
2021-04-12,2951480
2021-04-13,2953790
2021-04-14,2956079
2021-04-15,2958529
2021-04-16,2960797
2021-04-17,2962974
2021-04-18,2964017
2021-04-19,2965522
2021-04-20,2966922
2021-04-21,2968791
2021-04-22,2970590
2021-04-23,2972480
2021-04-24,2974209
2021-04-25,2975084
2021-04-26,2976624
2021-04-27,2978283
2021-04-28,2979704
2021-04-29,2981076
2021-04-30,2982588
2021-05-01,2983610
2021-05-02,2984212
2021-05-03,2984618
2021-05-04,2985458
2021-05-05,2986753
2021-05-06,2988090
2021-05-07,2989476
2021-05-08,2990729
2021-05-09,2991380
2021-05-10,2992360
2021-05-11,2993746
2021-05-12,2995468
2021-05-13,2997666
2021-05-14,2999304
2021-05-15,3000900
2021-05-16,3001768
2021-05-17,3002776
2021-05-18,3004169
2021-05-19,3005891
total,3393537
