,1,2,3,4,5
2020-11-28,200851,251223,298102,335286,380394
2020-11-29,200851,251223,298102,335286,380394
2020-11-30,200851,251223,298102,335286,380394
2020-12-01,200844,251209,298053,335265,380394
2020-12-02,200844,251209,298053,335265,380394
2020-12-03,200844,251209,298053,335265,380394
2020-12-04,200844,251209,298053,335265,380387
2020-12-05,200844,251209,298053,335265,380387
2020-12-06,200844,251209,298053,335265,380387
2020-12-07,200837,251202,298039,335265,380387
2020-12-08,200774,251083,297871,334978,380093
2020-12-09,200662,250908,297682,334740,379792
2020-12-10,200431,250509,297360,334278,379190
2020-12-11,200214,250173,296954,333802,378532
2020-12-12,200116,249998,296653,333452,378140
2020-12-13,200102,249942,296576,333403,378042
2020-12-14,199808,249508,296079,332815,377335
2020-12-15,196574,245483,290661,327523,372050
2020-12-16,191030,238644,282065,317233,360451
2020-12-17,185836,231917,273322,307363,349181
2020-12-18,180782,226702,266595,299558,340165
2020-12-19,174454,219611,257789,289667,328629
2020-12-20,170590,214739,251685,282632,320852
2020-12-21,168049,211470,247667,278145,316554
2020-12-22,163989,206311,241143,270200,307216
2020-12-23,160524,202090,236292,263256,299341
2020-12-24,159747,201173,234990,261597,297535
2020-12-25,159747,201173,234990,261590,297535
2020-12-26,159747,201173,234983,261583,297507
2020-12-27,159726,201166,234969,261576,297486
2020-12-28,159663,201124,234934,261527,297416
2020-12-29,158228,199451,232981,259210,295127
2020-12-30,155092,195762,228361,253904,289807
2020-12-31,153293,193550,224756,250488,285866
2021-01-01,152943,193025,223804,249641,284627
2021-01-02,152376,192129,222404,248227,282674
2021-01-03,152271,192003,222250,248052,282338
2021-01-04,152075,191716,221970,247723,281988
2021-01-05,151501,190750,220836,246582,280371
2021-01-06,150290,189035,219030,244433,277424
2021-01-07,145278,181825,210063,233170,264012
2021-01-08,137984,171451,197246,217910,246169
2021-01-09,131908,163604,187103,204617,229551
2021-01-10,128982,159901,182308,198870,223454
2021-01-11,126952,157563,179690,195720,220094
2021-01-12,123221,152852,173901,188181,210112
2021-01-13,117124,144662,163317,173866,193340
2021-01-14,108325,133399,150416,158067,174965
2021-01-15,97972,120687,135107,139965,152775
2021-01-16,89663,108591,120036,124957,135163
2021-01-17,86240,103845,113358,118622,128121
2021-01-18,83328,100268,108941,114163,122241
2021-01-19,75943,90524,97545,101507,105938
2021-01-20,70651,83370,88991,91959,94017
2021-01-21,65149,76440,79975,81529,82467
2021-01-22,58723,67795,69685,69895,69195
2021-01-23,53872,60774,59738,59388,57960
2021-01-24,52108,58639,56847,56119,54796
2021-01-25,49700,55685,53228,52640,51128
2021-01-26,47250,52451,49714,49252,47621
2021-01-27,44660,49308,46053,45829,43848
2021-01-28,41468,44849,41279,40593,38906
2021-01-29,38269,40768,36904,35973,34069
2021-01-30,36316,37562,33691,31787,30499
2021-01-31,35448,36323,32466,30394,29127
2021-02-01,34048,34580,30786,28707,27447
2021-02-02,32683,33061,29246,27055,25613
2021-02-03,31164,31402,27601,25354,23905
2021-02-04,29659,29694,25935,23765,22148
2021-02-05,28217,28028,24276,22211,20713
2021-02-06,27139,26978,23093,21245,19698
2021-02-07,26719,26460,22610,20790,19068
2021-02-08,25627,25263,21525,19761,18137
2021-02-09,24402,24087,20328,18634,17094
2021-02-10,23009,22750,19082,17402,16093
2021-02-11,21714,21469,17934,16268,15169
2021-02-12,20566,20160,16814,15197,14252
2021-02-13,19768,19390,16128,14602,13769
2021-02-14,19523,19096,15876,14420,13608
2021-02-15,19033,18571,15428,14014,13272
2021-02-16,18536,18088,15001,13622,12950
2021-02-17,18081,17598,14588,13230,12551
2021-02-18,17563,17115,14203,12859,12222
2021-02-19,17157,16758,13916,12572,11963
2021-02-20,16912,16534,13706,12362,11816
2021-02-21,16807,16443,13650,12306,11781
2021-02-22,16569,16191,13447,12117,11599
2021-02-23,16254,15897,13153,11872,11368
2021-02-24,15904,15582,12859,11620,11116
2021-02-25,15512,15225,12558,11347,10906
2021-02-26,15211,14903,12292,11137,10682
2021-02-27,15015,14742,12152,10983,10535
2021-02-28,14938,14651,12103,10948,10493
2021-03-01,14763,14483,11970,10822,10402
2021-03-02,14525,14252,11802,10675,10304
2021-03-03,14294,14014,11620,10521,10157
2021-03-04,13965,13755,11354,10290,9982
2021-03-05,13664,13447,11081,10080,9730
2021-03-06,13454,13244,10941,9947,9597
2021-03-07,13405,13181,10899,9912,9562
2021-03-08,13237,13041,10815,9814,9485
2021-03-09,13076,12859,10675,9695,9373
2021-03-10,12852,12677,10542,9555,9261
2021-03-11,12663,12474,10402,9422,9128
2021-03-12,12495,12313,10255,9296,9009
2021-03-13,12362,12222,10171,9219,8939
2021-03-14,12327,12187,10136,9198,8904
2021-03-15,12215,12068,10031,9121,8834
2021-03-16,12068,11900,9898,9009,8750
2021-03-17,11942,11760,9793,8911,8645
2021-03-18,11795,11578,9667,8785,8540
2021-03-19,11641,11417,9555,8680,8428
2021-03-20,11557,11312,9492,8610,8344
2021-03-21,11515,11270,9471,8589,8337
2021-03-22,11424,11186,9401,8519,8274
2021-03-23,11270,11039,9310,8435,8197
2021-03-24,11151,10906,9205,8351,8120
2021-03-25,10976,10731,9086,8239,8043
2021-03-26,10836,10619,8995,8162,7952
2021-03-27,10745,10521,8911,8092,7889
2021-03-28,10710,10486,8883,8064,7861
2021-03-29,10612,10402,8813,7994,7805
2021-03-30,10472,10311,8729,7917,7728
2021-03-31,10360,10192,8652,7840,7644
2021-04-01,10255,10101,8582,7770,7567
2021-04-02,10220,10073,8554,7749,7553
