,False
2020-11-28,1465849
2020-11-29,1465849
2020-11-30,1465842
2020-12-01,1465765
2020-12-02,1465758
2020-12-03,1465751
2020-12-04,1465751
2020-12-05,1465744
2020-12-06,1465744
2020-12-07,1465730
2020-12-08,1464799
2020-12-09,1463770
2020-12-10,1461775
2020-12-11,1459675
2020-12-12,1458352
2020-12-13,1458051
2020-12-14,1455538
2020-12-15,1432284
2020-12-16,1389423
2020-12-17,1347619
2020-12-18,1313795
2020-12-19,1270143
2020-12-20,1240498
2020-12-21,1221878
2020-12-22,1188852
2020-12-23,1161496
2020-12-24,1155035
2020-12-25,1155028
2020-12-26,1154986
2020-12-27,1154909
2020-12-28,1154664
2020-12-29,1144990
2020-12-30,1122919
2020-12-31,1107953
2021-01-01,1104040
2021-01-02,1097803
2021-01-03,1096907
2021-01-04,1095465
2021-01-05,1090026
2021-01-06,1080212
2021-01-07,1034341
2021-01-08,970760
2021-01-09,916776
2021-01-10,893515
2021-01-11,880012
2021-01-12,848260
2021-01-13,792316
2021-01-14,725165
2021-01-15,646506
2021-01-16,578410
2021-01-17,550179
2021-01-18,528941
2021-01-19,471450
2021-01-20,428988
2021-01-21,385560
2021-01-22,335286
2021-01-23,291725
2021-01-24,278509
2021-01-25,262374
2021-01-26,246281
2021-01-27,229698
2021-01-28,207088
2021-01-29,185983
2021-01-30,169848
2021-01-31,163758
2021-02-01,155568
2021-02-02,147651
2021-02-03,139426
2021-02-04,131194
2021-02-05,123445
2021-02-06,118146
2021-02-07,115647
2021-02-08,110306
2021-02-09,104538
2021-02-10,98329
2021-02-11,92547
2021-02-12,86996
2021-02-13,83650
2021-02-14,82523
2021-02-15,80318
2021-02-16,78190
2021-02-17,76041
2021-02-18,73955
2021-02-19,72366
2021-02-20,71330
2021-02-21,70980
2021-02-22,69916
2021-02-23,68530
2021-02-24,67067
2021-02-25,65548
2021-02-26,64218
2021-02-27,63420
2021-02-28,63133
2021-03-01,62433
2021-03-02,61558
2021-03-03,60599
2021-03-04,59346
2021-03-05,57995
2021-03-06,57183
2021-03-07,56952
2021-03-08,56385
2021-03-09,55664
2021-03-10,54887
2021-03-11,54089
2021-03-12,53368
2021-03-13,52906
2021-03-14,52745
2021-03-15,52255
2021-03-16,51618
2021-03-17,51044
2021-03-18,50365
2021-03-19,49714
2021-03-20,49308
2021-03-21,49175
2021-03-22,48797
2021-03-23,48244
2021-03-24,47726
2021-03-25,47075
2021-03-26,46564
2021-03-27,46158
2021-03-28,45997
2021-03-29,45619
2021-03-30,45157
2021-03-31,44688
2021-04-01,44261
2021-04-02,44142
2021-04-03,44009
2021-04-04,43967
2021-04-05,43918
2021-04-06,43687
2021-04-07,43372
2021-04-08,43022
2021-04-09,42623
2021-04-10,42371
2021-04-11,42280
2021-04-12,42070
2021-04-13,41839
2021-04-14,41650
2021-04-15,41405
2021-04-16,41139
2021-04-17,40992
2021-04-18,40943
2021-04-19,40831
2021-04-20,40663
2021-04-21,40467
2021-04-22,40306
2021-04-23,40145
2021-04-24,40047
2021-04-25,40012
2021-04-26,39886
2021-04-27,39739
2021-04-28,39557
2021-04-29,39389
2021-04-30,39214
2021-05-01,39172
2021-05-02,39144
2021-05-03,39123
2021-05-04,39032
2021-05-05,38913
2021-05-06,38808
2021-05-07,38689
2021-05-08,38619
2021-05-09,38591
2021-05-10,38521
2021-05-11,38374
2021-05-12,38248
2021-05-13,38122
2021-05-14,37996
2021-05-15,37940
2021-05-16,37905
2021-05-17,37828
2021-05-18,37709
2021-05-19,37576
2021-05-20,37450
2021-05-21,37338
2021-05-22,37296
2021-05-23,37296
2021-05-24,37296
total,1465870
