,F,M
2020-11-28,849814,616042
2020-11-29,849814,616035
2020-11-30,849814,616035
2020-12-01,849765,616000
2020-12-02,849758,616000
2020-12-03,849758,616000
2020-12-04,849751,616000
2020-12-05,849751,616000
2020-12-06,849751,616000
2020-12-07,849744,615993
2020-12-08,849282,615517
2020-12-09,848757,615013
2020-12-10,847714,614068
2020-12-11,846594,613088
2020-12-12,845922,612437
2020-12-13,845754,612297
2020-12-14,844396,611142
2020-12-15,832251,600040
2020-12-16,809529,579901
2020-12-17,786807,560819
2020-12-18,768397,545398
2020-12-19,744534,525609
2020-12-20,728140,512358
2020-12-21,717745,504140
2020-12-22,699846,489013
2020-12-23,684894,476609
2020-12-24,681387,473648
2020-12-25,681387,473648
2020-12-26,681359,473627
2020-12-27,681324,473592
2020-12-28,681177,473487
2020-12-29,675780,469217
2020-12-30,663215,459711
2020-12-31,654521,453432
2021-01-01,652260,451780
2021-01-02,648690,449120
2021-01-03,648172,448742
2021-01-04,647325,448147
2021-01-05,644203,445830
2021-01-06,638589,441623
2021-01-07,612990,421351
2021-01-08,576926,393834
2021-01-09,545853,370930
2021-01-10,532588,360927
2021-01-11,524818,355201
2021-01-12,506576,341691
2021-01-13,474439,317877
2021-01-14,435421,289751
2021-01-15,389753,256753
2021-01-16,350028,228382
2021-01-17,333690,216489
2021-01-18,321146,207795
2021-01-19,287952,183505
2021-01-20,262843,166152
2021-01-21,236852,148708
2021-01-22,206766,128520
2021-01-23,180495,111237
2021-01-24,172627,105889
2021-01-25,162729,99652
2021-01-26,152698,93590
2021-01-27,142359,87339
2021-01-28,128548,78540
2021-01-29,115584,70399
2021-01-30,105686,64162
2021-01-31,102053,61712
2021-02-01,96866,58702
2021-02-02,91742,55909
2021-02-03,86401,53032
2021-02-04,81088,50106
2021-02-05,76034,47411
2021-02-06,72576,45570
2021-02-07,70994,44653
2021-02-08,67571,42742
2021-02-09,63784,40754
2021-02-10,59703,38626
2021-02-11,55888,36659
2021-02-12,52283,34713
2021-02-13,50141,33516
2021-02-14,49406,33117
2021-02-15,47964,32361
2021-02-16,46585,31612
2021-02-17,45192,30856
2021-02-18,43848,30114
2021-02-19,42805,29561
2021-02-20,42133,29197
2021-02-21,41895,29085
2021-02-22,41202,28714
2021-02-23,40334,28203
2021-02-24,39333,27734
2021-02-25,38360,27195
2021-02-26,37499,26719
2021-02-27,36988,26439
2021-02-28,36799,26334
2021-03-01,36365,26075
2021-03-02,35784,25774
2021-03-03,35182,25424
2021-03-04,34356,24997
2021-03-05,33502,24500
2021-03-06,32977,24206
2021-03-07,32830,24122
2021-03-08,32473,23919
2021-03-09,31990,23681
2021-03-10,31479,23415
2021-03-11,30940,23149
2021-03-12,30506,22869
2021-03-13,30205,22708
2021-03-14,30107,22638
2021-03-15,29806,22449
2021-03-16,29400,22225
2021-03-17,29022,22029
2021-03-18,28588,21777
2021-03-19,28189,21525
2021-03-20,27951,21364
2021-03-21,27874,21308
2021-03-22,27622,21175
2021-03-23,27300,20951
2021-03-24,26957,20776
2021-03-25,26558,20517
2021-03-26,26215,20356
2021-03-27,25963,20202
2021-03-28,25851,20146
2021-03-29,25627,19992
2021-03-30,25347,19817
2021-03-31,25060,19635
2021-04-01,24780,19481
2021-04-02,24710,19439
2021-04-03,24619,19397
2021-04-04,24591,19383
2021-04-05,24563,19362
2021-04-06,24430,19257
2021-04-07,24241,19138
2021-04-08,24031,18991
2021-04-09,23793,18830
2021-04-10,23653,18725
2021-04-11,23604,18683
2021-04-12,23471,18599
2021-04-13,23331,18515
2021-04-14,23198,18452
2021-04-15,23044,18361
2021-04-16,22904,18235
2021-04-17,22813,18179
2021-04-18,22785,18158
2021-04-19,22701,18130
2021-04-20,22596,18067
2021-04-21,22463,18004
2021-04-22,22365,17948
2021-04-23,22267,17885
2021-04-24,22211,17836
2021-04-25,22190,17822
2021-04-26,22113,17773
2021-04-27,22022,17724
2021-04-28,21903,17654
2021-04-29,21805,17591
2021-04-30,21686,17528
2021-05-01,21665,17507
2021-05-02,21651,17500
2021-05-03,21644,17486
2021-05-04,21588,17451
2021-05-05,21518,17402
2021-05-06,21448,17360
2021-05-07,21371,17318
2021-05-08,21329,17290
2021-05-09,21315,17276
2021-05-10,21273,17255
2021-05-11,21189,17185
2021-05-12,21091,17157
2021-05-13,21021,17101
2021-05-14,20958,17045
2021-05-15,20916,17031
2021-05-16,20888,17024
2021-05-17,20839,16996
2021-05-18,20762,16947
2021-05-19,20699,16884
2021-05-20,20615,16842
2021-05-21,20552,16786
2021-05-22,20531,16772
2021-05-23,20531,16772
2021-05-24,20524,16772
total,849828,616042
