,11,12
2020-11-28,775362,690494
2020-11-29,775362,690494
2020-11-30,775355,690487
2020-12-01,775320,690445
2020-12-02,775320,690438
2020-12-03,775320,690438
2020-12-04,775313,690438
2020-12-05,775313,690438
2020-12-06,775313,690438
2020-12-07,775306,690431
2020-12-08,774795,690004
2020-12-09,774235,689535
2020-12-10,773199,688583
2020-12-11,772023,687652
2020-12-12,771295,687064
2020-12-13,771141,686917
2020-12-14,769790,685748
2020-12-15,758037,674247
2020-12-16,736414,653016
2020-12-17,715085,632534
2020-12-18,697382,616413
2020-12-19,674534,595616
2020-12-20,658623,581875
2020-12-21,649180,572698
2020-12-22,631946,556906
2020-12-23,617218,544285
2020-12-24,613578,541464
2020-12-25,613578,541457
2020-12-26,613557,541436
2020-12-27,613515,541401
2020-12-28,613368,541296
2020-12-29,608545,536452
2020-12-30,597737,525182
2020-12-31,590016,517937
2021-01-01,588063,515977
2021-01-02,584570,513240
2021-01-03,584080,512834
2021-01-04,583338,512127
2021-01-05,580160,509873
2021-01-06,574756,505456
2021-01-07,550389,483952
2021-01-08,517013,453747
2021-01-09,489069,427714
2021-01-10,477057,416458
2021-01-11,469721,410298
2021-01-12,452760,395507
2021-01-13,420959,371357
2021-01-14,384363,340809
2021-01-15,341894,304612
2021-01-16,306110,272307
2021-01-17,290906,259273
2021-01-18,279286,249662
2021-01-19,245630,225827
2021-01-20,221585,207410
2021-01-21,197148,188412
2021-01-22,168651,166635
2021-01-23,143346,148386
2021-01-24,135716,142800
2021-01-25,127092,135282
2021-01-26,118965,127316
2021-01-27,110642,119056
2021-01-28,98833,108255
2021-01-29,87451,98532
2021-01-30,78484,91364
2021-01-31,74991,88767
2021-02-01,71050,84518
2021-02-02,67550,80108
2021-02-03,63889,75544
2021-02-04,60354,70847
2021-02-05,57099,66353
2021-02-06,54593,63553
2021-02-07,53466,62188
2021-02-08,51184,59129
2021-02-09,48790,55748
2021-02-10,46375,51954
2021-02-11,43988,48559
2021-02-12,41678,45318
2021-02-13,40159,43498
2021-02-14,39648,42875
2021-02-15,38724,41594
2021-02-16,37807,40390
2021-02-17,36820,39228
2021-02-18,35889,38073
2021-02-19,35161,37205
2021-02-20,34706,36624
2021-02-21,34531,36456
2021-02-22,34069,35854
2021-02-23,33439,35098
2021-02-24,32767,34307
2021-02-25,32074,33481
2021-02-26,31451,32774
2021-02-27,31080,32347
2021-02-28,30926,32207
2021-03-01,30618,31822
2021-03-02,30212,31346
2021-03-03,29785,30821
2021-03-04,29190,30156
2021-03-05,28553,29449
2021-03-06,28133,29050
2021-03-07,28028,28931
2021-03-08,27769,28623
2021-03-09,27454,28217
2021-03-10,27118,27776
2021-03-11,26761,27328
2021-03-12,26411,26957
2021-03-13,26166,26740
2021-03-14,26082,26663
2021-03-15,25844,26411
2021-03-16,25543,26082
2021-03-17,25277,25774
2021-03-18,24934,25431
2021-03-19,24619,25095
2021-03-20,24423,24892
2021-03-21,24346,24829
2021-03-22,24157,24640
2021-03-23,23898,24353
2021-03-24,23653,24080
2021-03-25,23317,23758
2021-03-26,23058,23513
2021-03-27,22834,23331
2021-03-28,22743,23261
2021-03-29,22547,23072
2021-03-30,22302,22862
2021-03-31,22071,22624
2021-04-01,21861,22407
2021-04-02,21798,22351
2021-04-03,21728,22288
2021-04-04,21700,22274
2021-04-05,21672,22246
2021-04-06,21546,22141
2021-04-07,21385,21994
2021-04-08,21203,21826
2021-04-09,20993,21630
2021-04-10,20853,21525
2021-04-11,20797,21483
2021-04-12,20685,21385
2021-04-13,20559,21280
2021-04-14,20475,21175
2021-04-15,20356,21056
2021-04-16,20202,20937
2021-04-17,20111,20888
2021-04-18,20083,20867
2021-04-19,20027,20804
2021-04-20,19950,20720
2021-04-21,19852,20622
2021-04-22,19768,20545
2021-04-23,19691,20461
2021-04-24,19635,20412
2021-04-25,19614,20398
2021-04-26,19551,20335
2021-04-27,19495,20251
2021-04-28,19404,20153
2021-04-29,19313,20076
2021-04-30,19229,19985
2021-05-01,19208,19964
2021-05-02,19194,19957
2021-05-03,19180,19950
2021-05-04,19131,19901
2021-05-05,19082,19838
2021-05-06,19019,19789
2021-05-07,18963,19726
2021-05-08,18928,19698
2021-05-09,18907,19691
2021-05-10,18872,19649
2021-05-11,18795,19579
2021-05-12,18739,19509
2021-05-13,18669,19460
2021-05-14,18606,19397
2021-05-15,18571,19369
2021-05-16,18557,19355
2021-05-17,18501,19334
2021-05-18,18438,19271
2021-05-19,18375,19208
2021-05-20,18305,19152
2021-05-21,18249,19089
2021-05-22,18221,19075
2021-05-23,18221,19075
2021-05-24,18221,19075
total,775369,690501
