,0,1,2,3,4,5,6,7,8,9
2020-11-28,7,0,21,21,7,7,7,0,0,7
2020-11-29,7,0,21,21,7,7,7,0,0,7
2020-11-30,14,0,28,28,7,7,7,7,7,14
2020-12-01,126,7,105,35,14,21,14,7,14,28
2020-12-02,133,7,112,42,21,21,21,14,14,28
2020-12-03,133,14,119,49,21,21,21,14,21,28
2020-12-04,140,14,119,49,21,21,28,14,21,35
2020-12-05,147,14,126,49,21,21,28,14,21,35
2020-12-06,154,14,126,49,21,28,28,14,21,35
2020-12-07,154,14,140,56,21,28,28,14,28,42
2020-12-08,987,28,1071,168,238,112,364,147,231,301
2020-12-09,2653,42,2100,252,595,259,903,434,665,700
2020-12-10,4984,63,4095,399,1015,434,1603,777,1148,1225
2020-12-11,7462,84,6195,560,1505,637,2380,1134,1673,1785
2020-12-12,9632,91,7518,672,1876,784,2989,1393,2065,2212
2020-12-13,10717,91,7819,714,2002,847,3276,1547,2275,2457
2020-12-14,12950,112,10332,896,2289,1029,3864,1848,2765,2975
2020-12-15,16667,259,33586,1323,2891,1351,5047,2436,3710,3955
2020-12-16,21238,602,76447,2170,3598,1778,6356,3164,4781,5054
2020-12-17,26614,1043,118251,3017,4431,2345,8001,4172,6167,6517
2020-12-18,32312,1253,152075,4214,5271,2926,9709,5124,7651,7994
2020-12-19,37219,1519,195727,5852,5964,3528,11081,5971,8876,9247
2020-12-20,43400,1806,225372,7714,6832,4242,12915,7154,10528,10864
2020-12-21,51142,2121,243992,9436,7882,5019,15190,8456,12439,12796
2020-12-22,58618,2408,277018,11067,8918,5712,17269,9653,14322,14665
2020-12-23,67046,3381,304374,12943,10052,6454,19649,10997,16331,16716
2020-12-24,71148,3920,310835,13433,10577,6783,20776,11627,17248,17668
2020-12-25,71239,3955,310842,13440,10591,6790,20797,11634,17255,17682
2020-12-26,71981,3983,310884,13468,10668,6832,20944,11711,17381,17815
2020-12-27,73402,3983,310961,13531,10829,6902,21238,11851,17612,18060
2020-12-28,75915,3990,311206,13629,11081,7042,21756,12110,18018,18508
2020-12-29,83622,5453,320880,14763,12075,7658,23751,13167,19509,20097
2020-12-30,96943,13671,342951,18130,13972,8820,27433,15134,22225,23079
2020-12-31,108836,18823,357917,23065,15596,9856,30618,16779,24766,25872
2021-01-01,112637,19670,361830,25298,16079,10206,31654,17367,25564,26768
2021-01-02,117684,20300,368067,28007,16702,10612,32928,18053,26537,27811
2021-01-03,121373,20475,368963,28686,17066,10871,33852,18515,27293,28609
2021-01-04,129066,20594,370405,29092,17794,11305,35518,19411,28742,30247
2021-01-05,143199,21861,375844,31255,19285,12236,38843,21196,31521,33306
2021-01-06,162057,24500,385658,34951,21147,13650,43470,23779,35329,37401
2021-01-07,186053,30590,431529,51443,23870,15764,49518,27370,40649,42770
2021-01-08,212821,38619,495110,73157,27349,18452,56595,31430,46641,48664
2021-01-09,234563,45486,549094,91056,30338,20846,62475,34713,51205,53480
2021-01-10,249830,47586,572355,98686,31906,22134,66213,36729,54243,56672
2021-01-11,271166,52591,585858,106120,34069,23499,71400,39445,58443,61173
2021-01-12,296205,58016,617610,117845,36932,25347,77504,42819,63742,66500
2021-01-13,324324,64743,673554,145355,40964,27811,84511,46816,69545,72569
2021-01-14,354228,72793,740705,179935,45598,30835,92652,51156,75873,79058
2021-01-15,388388,82082,819364,218295,50834,34370,101822,55902,82698,86184
2021-01-16,414645,88179,887460,249004,54474,36897,108563,59507,87948,91651
2021-01-17,431837,90426,915691,264096,56721,38395,112798,61887,91441,95354
2021-01-18,456561,94262,936929,277025,60060,40495,118993,65163,96278,100401
2021-01-19,483434,98077,994420,328013,65289,43057,125916,68733,101535,105854
2021-01-20,512953,102116,1036882,388654,73143,46060,133441,72548,107107,111916
2021-01-21,543655,106085,1080310,476637,82817,50925,141918,76797,113246,118230
2021-01-22,575652,111888,1130584,602294,96110,56637,151424,81347,119798,124894
2021-01-23,601062,114520,1174145,733705,111895,62811,159572,85253,125048,130200
2021-01-24,615524,115619,1187361,786821,119343,66073,164059,87472,128114,133252
2021-01-25,634648,116382,1203496,832685,127400,69034,169351,90083,131999,137123
2021-01-26,656110,117236,1219589,885213,137592,72828,175588,93184,136332,141729
2021-01-27,679574,118174,1236172,938826,150934,77637,182658,96628,140952,146433
2021-01-28,702345,119231,1258782,1035440,170023,84966,190330,100226,145453,151214
2021-01-29,727762,120561,1279887,1204497,197253,95865,198982,104062,150479,156513
2021-01-30,747530,121219,1296022,1368101,224686,109123,205884,107450,154588,160727
