,8
2020-11-28,1074836
2020-11-29,1074836
2020-11-30,1074829
2020-12-01,1074829
2020-12-02,1074829
2020-12-03,1074829
2020-12-04,1074829
2020-12-05,1074829
2020-12-06,1074829
2020-12-07,1074829
2020-12-08,1074766
2020-12-09,1074647
2020-12-10,1074521
2020-12-11,1074395
2020-12-12,1074297
2020-12-13,1074220
2020-12-14,1074115
2020-12-15,1073898
2020-12-16,1073667
2020-12-17,1073373
2020-12-18,1073044
2020-12-19,1072729
2020-12-20,1072386
2020-12-21,1071959
2020-12-22,1071553
2020-12-23,1071035
2020-12-24,1070783
2020-12-25,1070776
2020-12-26,1070769
2020-12-27,1070713
2020-12-28,1070601
2020-12-29,1070265
2020-12-30,1069467
2020-12-31,1068655
2021-01-01,1068431
2021-01-02,1068249
2021-01-03,1068109
2021-01-04,1067815
2021-01-05,1067283
2021-01-06,1066443
2021-01-07,1065043
2021-01-08,1063475
2021-01-09,1062047
2021-01-10,1061347
2021-01-11,1060479
2021-01-12,1059247
2021-01-13,1057686
2021-01-14,1055831
2021-01-15,1053675
2021-01-16,1051827
2021-01-17,1050665
2021-01-18,1049384
2021-01-19,1047522
2021-01-20,1045254
2021-01-21,1042559
2021-01-22,1038688
2021-01-23,1035419
2021-01-24,1033501
2021-01-25,1031604
2021-01-26,1029266
2021-01-27,1026459
2021-01-28,1022644
2021-01-29,1017989
2021-01-30,1014244
2021-01-31,1010408
2021-02-01,1004444
2021-02-02,998263
2021-02-03,989898
2021-02-04,979300
2021-02-05,967603
2021-02-06,951202
2021-02-07,941773
2021-02-08,929250
2021-02-09,900795
2021-02-10,855309
2021-02-11,790153
2021-02-12,715498
2021-02-13,629419
2021-02-14,592053
2021-02-15,550585
2021-02-16,495887
2021-02-17,435533
2021-02-18,388423
2021-02-19,351918
2021-02-20,320600
2021-02-21,308623
2021-02-22,291606
2021-02-23,272209
2021-02-24,246428
2021-02-25,222502
2021-02-26,199059
2021-02-27,183015
2021-02-28,174552
2021-03-01,168784
2021-03-02,162778
2021-03-03,155743
2021-03-04,145992
2021-03-05,136129
2021-03-06,127400
2021-03-07,125293
2021-03-08,121492
2021-03-09,117796
2021-03-10,114359
2021-03-11,111090
2021-03-12,106449
2021-03-13,100968
2021-03-14,98217
2021-03-15,94178
2021-03-16,90839
2021-03-17,88095
2021-03-18,85197
2021-03-19,82635
2021-03-20,79555
2021-03-21,78673
2021-03-22,77322
2021-03-23,75775
2021-03-24,74347
2021-03-25,72954
2021-03-26,71603
2021-03-27,70126
2021-03-28,69447
2021-03-29,68537
2021-03-30,67620
2021-03-31,66682
2021-04-01,66080
2021-04-02,65828
2021-04-03,65562
2021-04-04,65450
2021-04-05,65373
2021-04-06,65044
2021-04-07,64554
2021-04-08,64113
2021-04-09,63630
2021-04-10,63252
2021-04-11,63112
2021-04-12,62874
2021-04-13,62629
2021-04-14,62363
2021-04-15,62118
2021-04-16,61866
2021-04-17,61663
2021-04-18,61579
2021-04-19,61355
2021-04-20,61124
2021-04-21,60900
2021-04-22,60655
2021-04-23,60382
2021-04-24,60200
2021-04-25,60109
2021-04-26,59941
2021-04-27,59759
2021-04-28,59528
2021-04-29,59311
2021-04-30,59115
2021-05-01,58968
2021-05-02,58898
2021-05-03,58835
2021-05-04,58716
2021-05-05,58541
2021-05-06,58289
2021-05-07,58093
2021-05-08,57925
2021-05-09,57841
2021-05-10,57687
2021-05-11,57505
2021-05-12,57246
2021-05-13,56959
2021-05-14,56770
2021-05-15,56602
2021-05-16,56518
2021-05-17,56413
2021-05-18,56224
2021-05-19,55958
2021-05-20,55748
2021-05-21,55601
2021-05-22,55454
2021-05-23,55391
2021-05-24,55265
2021-05-25,55118
2021-05-26,54929
total,1074843
