,2,3,4,5,6,7,8
2020-11-28,0,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0
2020-12-01,0,0,0,0,7,0,0
2020-12-02,0,0,0,0,7,0,0
2020-12-03,0,0,0,0,7,0,0
2020-12-04,0,0,0,0,7,0,0
2020-12-05,0,0,0,0,7,0,0
2020-12-06,0,0,0,0,7,0,0
2020-12-07,0,0,0,0,7,0,0
2020-12-08,14,28,56,35,42,21,14
2020-12-09,21,63,126,77,91,70,28
2020-12-10,42,112,231,126,140,98,35
2020-12-11,56,161,315,175,196,140,56
2020-12-12,70,210,385,238,259,189,70
2020-12-13,84,224,434,273,287,210,77
2020-12-14,105,259,504,322,329,245,84
2020-12-15,133,322,630,399,413,301,105
2020-12-16,168,399,735,469,483,357,126
2020-12-17,196,476,896,560,574,420,161
2020-12-18,231,546,1036,651,672,497,203
2020-12-19,266,609,1141,728,735,553,231
2020-12-20,287,686,1260,805,840,616,273
2020-12-21,329,805,1449,917,959,721,329
2020-12-22,371,917,1631,1036,1057,819,385
2020-12-23,420,1029,1862,1176,1218,931,455
2020-12-24,441,1085,1974,1260,1288,980,490
2020-12-25,441,1085,1974,1260,1288,980,490
2020-12-26,441,1085,1981,1260,1288,987,490
2020-12-27,448,1106,1995,1281,1295,994,490
2020-12-28,455,1141,2058,1309,1309,1015,504
2020-12-29,483,1232,2177,1407,1393,1085,532
2020-12-30,553,1407,2499,1645,1638,1337,630
2020-12-31,623,1617,2807,1834,1869,1561,700
2021-01-01,644,1666,2877,1890,1932,1610,728
2021-01-02,672,1708,2961,1939,1988,1659,742
2021-01-03,693,1757,3038,1967,2016,1687,749
2021-01-04,721,1855,3164,2051,2100,1750,770
2021-01-05,770,2009,3409,2212,2254,1869,812
2021-01-06,847,2247,3724,2401,2443,2023,882
2021-01-07,966,2534,4172,2695,2758,2338,1029
2021-01-08,1099,2863,4683,3052,3157,2695,1218
2021-01-09,1239,3185,5152,3402,3493,3010,1407
2021-01-10,1323,3395,5418,3556,3640,3115,1456
2021-01-11,1449,3675,5838,3836,3927,3374,1589
2021-01-12,1582,4018,6300,4179,4291,3675,1715
2021-01-13,1743,4375,6818,4536,4683,3997,1869
2021-01-14,1925,4753,7399,4977,5096,4403,2114
2021-01-15,2191,5222,8162,5523,5761,4991,2520
2021-01-16,2401,5649,8813,5922,6237,5460,2807
2021-01-17,2520,5936,9205,6167,6524,5712,2961
2021-01-18,2667,6244,9667,6482,6853,6034,3115
2021-01-19,2891,6692,10339,6986,7406,6587,3528
2021-01-20,3192,7287,11235,7616,8120,7301,4214
2021-01-21,3521,7994,12271,8393,9107,8323,5348
2021-01-22,4046,8946,13720,9471,10423,9926,6923
2021-01-23,4669,9926,15148,10584,11760,11445,8659
2021-01-24,4914,10346,15876,11200,12404,12187,9492
2021-01-25,5166,10794,16618,11753,13041,12817,10220
2021-01-26,5544,11431,17570,12572,13965,13930,11459
2021-01-27,5978,12145,18613,13440,15113,15134,12978
2021-01-28,6741,13293,20405,14952,17031,17395,15778
2021-01-29,7658,14686,22554,16709,19215,19957,18886
2021-01-30,8645,16219,25074,18914,22064,23331,23030
2021-01-31,9205,17122,26656,20111,23681,25242,25480
2021-02-01,9954,18214,28413,21441,25452,27244,28000
2021-02-02,10829,19530,30604,23324,27881,29988,31374
2021-02-03,12166,21525,33852,26068,31276,34237,36414
2021-02-04,13748,23877,37751,29330,35532,39263,42385
2021-02-05,15442,26369,41902,32781,40061,44457,48279
2021-02-06,18039,30135,47957,38171,47236,52724,57638
2021-02-07,19285,31808,50848,40509,50330,56245,61803
2021-02-08,20650,33726,53914,43064,53403,59843,65933
2021-02-09,22309,35868,57449,46186,57442,64491,71386
2021-02-10,23933,38122,61019,49315,61530,69244,77322
2021-02-11,25781,40698,64925,52675,66003,74396,83671
2021-02-12,27454,43183,68488,55790,69818,78757,89005
2021-02-13,28980,45157,71561,58450,73276,82558,93898
2021-02-14,29407,45892,72723,59381,74424,83678,95452
2021-02-15,29876,46634,73941,60256,75439,84749,96831
2021-02-16,30541,47705,75887,61754,77126,86527,98511
2021-02-17,31339,49259,78701,63910,79394,88704,100212
2021-02-18,32235,50967,81690,65933,81578,90685,101444
2021-02-19,33005,52752,84441,67718,83363,92309,102459
2021-02-20,33817,54523,86996,69398,84987,93786,103341
2021-02-21,34160,55398,88228,70119,85589,94276,103621
2021-02-22,34692,56560,90020,71148,86541,95004,104125
2021-02-23,35742,59108,93506,73164,88361,96481,104790
2021-02-24,37226,62335,97958,75824,90818,98385,105700
2021-02-25,39088,66619,103635,78813,93429,100366,106624
2021-02-26,40922,71078,109137,81774,95998,102319,107604
2021-02-27,42364,74676,113365,83853,97888,103719,108234
2021-02-28,42854,76216,115122,84637,98518,104230,108458
2021-03-01,43365,77441,116515,85281,99113,104699,108654
2021-03-02,43911,78729,117964,85932,99715,105161,108927
2021-03-03,44639,80472,120057,86996,100695,105847,109277
2021-03-04,45626,82789,122794,88326,101850,106799,109732
2021-03-05,46508,84938,125370,89579,102942,107660,110243
2021-03-06,47481,87297,127946,90818,103985,108409,110614
2021-03-07,47754,87941,128674,91210,104314,108675,110712
2021-03-08,48104,88739,129577,91672,104706,109011,110908
2021-03-09,48503,89628,130641,92176,105203,109361,111118
2021-03-10,48930,90489,131614,92652,105672,109746,111300
2021-03-11,49252,91210,132475,93072,106057,110054,111468
2021-03-12,49714,92183,133609,93709,106561,110460,111699
2021-03-13,50302,93366,134911,94360,107177,110908,111923
2021-03-14,50498,93877,135471,94654,107443,111090,112014
2021-03-15,50855,94626,136381,95123,107877,111398,112175
2021-03-16,51177,95277,137137,95480,108241,111692,112329
2021-03-17,51513,95928,137935,95893,108605,111951,112490
2021-03-18,51877,96530,138600,96306,108948,112175,112637
2021-03-19,52227,97272,139454,96705,109375,112441,112791
2021-03-20,52626,98000,140280,97209,109795,112693,112931
2021-03-21,52780,98294,140574,97384,109921,112784,112973
2021-03-22,52990,98714,141008,97601,110138,112938,113064
2021-03-23,53263,99218,141526,97895,110362,113106,113169
2021-03-24,53550,99778,142107,98231,110642,113274,113288
2021-03-25,53809,100268,142674,98518,110873,113449,113407
2021-03-26,54103,100828,143325,98840,111118,113631,113533
2021-03-27,54418,101416,143976,99176,111384,113813,113631
2021-03-28,54579,101738,144277,99337,111496,113876,113673
2021-03-29,54747,102067,144641,99512,111650,114002,113729
2021-03-30,54936,102382,144991,99680,111811,114149,113792
2021-03-31,55188,102809,145432,99890,111965,114268,113883
2021-04-01,55356,103103,145754,100058,112084,114380,113960
2021-04-02,55419,103194,145873,100114,112133,114429,113981
2021-04-03,55496,103299,145971,100177,112182,114471,114009
2021-04-04,55517,103355,146027,100205,112203,114485,114016
2021-04-05,55545,103397,146062,100219,112224,114492,114030
2021-04-06,55608,103509,146195,100289,112280,114548,114058
2021-04-07,55706,103698,146405,100401,112371,114632,114100
2021-04-08,55776,103845,146580,100471,112441,114695,114142
2021-04-09,55811,104027,146825,100569,112532,114765,114191
2021-04-10,55853,104174,147014,100660,112595,114828,114233
2021-04-11,55874,104237,147098,100681,112630,114870,114247
2021-04-12,55902,104314,147196,100730,112672,114905,114282
2021-04-13,55923,104405,147294,100786,112721,114947,114303
2021-04-14,55951,104489,147378,100835,112784,114996,114338
2021-04-15,55986,104594,147490,100891,112826,115038,114373
2021-04-16,56028,104671,147602,100961,112875,115073,114394
2021-04-17,56056,104741,147686,100996,112917,115108,114415
2021-04-18,56077,104776,147728,101024,112945,115115,114429
2021-04-19,56098,104825,147798,101052,112973,115143,114457
2021-04-20,56133,104909,147875,101087,113015,115178,114499
2021-04-21,56161,104972,147966,101143,113057,115220,114520
2021-04-22,56189,105070,148064,101199,113106,115248,114548
2021-04-23,56238,105147,148141,101255,113155,115290,114583
2021-04-24,56273,105231,148232,101297,113190,115318,114604
2021-04-25,56301,105266,148274,101318,113211,115325,114618
2021-04-26,56322,105329,148344,101353,113246,115346,114632
2021-04-27,56350,105399,148421,101388,113274,115381,114667
2021-04-28,56399,105476,148533,101430,113316,115402,114702
2021-04-29,56441,105574,148610,101472,113365,115444,114730
2021-04-30,56476,105665,148722,101514,113393,115479,114751
2021-05-01,56504,105728,148785,101542,113428,115500,114765
2021-05-02,56518,105763,148820,101556,113435,115514,114772
2021-05-03,56525,105784,148862,101563,113442,115521,114779
2021-05-04,56539,105833,148925,101591,113463,115535,114786
2021-05-05,56567,105903,148995,101633,113498,115563,114807
2021-05-06,56616,105987,149072,101668,113533,115598,114821
2021-05-07,56651,106078,149156,101717,113561,115619,114835
2021-05-08,56665,106127,149247,101752,113589,115640,114849
2021-05-09,56672,106155,149303,101766,113603,115654,114863
2021-05-10,56693,106204,149359,101794,113617,115682,114877
2021-05-11,56749,106288,149457,101822,113652,115710,114905
2021-05-12,56854,106428,149597,101878,113715,115745,114933
2021-05-13,56959,106589,149737,101934,113771,115787,114961
2021-05-14,57064,106729,149863,101969,113820,115815,114982
2021-05-15,57155,106841,149982,102025,113862,115850,115010
2021-05-16,57190,106904,150052,102053,113883,115857,115017
2021-05-17,57232,106974,150129,102095,113911,115885,115031
2021-05-18,57281,107107,150241,102151,113960,115906,115052
2021-05-19,57365,107275,150388,102193,114002,115934,115073
2021-05-20,57442,107415,150535,102249,114037,115976,115094
2021-05-21,57498,107569,150682,102298,114065,116004,115115
2021-05-22,57533,107660,150773,102340,114093,116025,115129
