,F,M
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,7,7
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,161,56
2020-12-09,371,112
2020-12-10,609,189
2020-12-11,833,273
2020-12-12,1092,343
2020-12-13,1218,385
2020-12-14,1407,455
2020-12-15,1771,546
2020-12-16,2086,665
2020-12-17,2492,791
2020-12-18,2912,931
2020-12-19,3234,1043
2020-12-20,3605,1176
2020-12-21,4130,1379
2020-12-22,4655,1575
2020-12-23,5292,1806
2020-12-24,5600,1918
2020-12-25,5600,1918
2020-12-26,5614,1925
2020-12-27,5663,1953
2020-12-28,5803,2002
2020-12-29,6174,2135
2020-12-30,7175,2534
2020-12-31,8099,2919
2021-01-01,8344,3010
2021-01-02,8575,3101
2021-01-03,8736,3171
2021-01-04,9121,3304
2021-01-05,9814,3535
2021-01-06,10717,3850
2021-01-07,12075,4424
2021-01-08,13545,5215
2021-01-09,15043,5845
2021-01-10,15827,6069
2021-01-11,17038,6643
2021-01-12,18466,7301
2021-01-13,20034,7973
2021-01-14,21791,8869
2021-01-15,24150,10213
2021-01-16,26110,11172
2021-01-17,27349,11662
2021-01-18,28679,12362
2021-01-19,30786,13622
2021-01-20,33509,15442
2021-01-21,37044,17892
2021-01-22,41874,21560
2021-01-23,46872,25305
2021-01-24,49245,27146
2021-01-25,51604,28784
2021-01-26,55027,31416
2021-01-27,58933,34440
2021-01-28,65492,40075
2021-01-29,73255,46375
2021-01-30,82873,54362
2021-01-31,88410,59052
2021-02-01,94444,64239
2021-02-02,102403,71071
2021-02-03,114065,81438
2021-02-04,128079,93772
2021-02-05,142632,106631
2021-02-06,165235,126616
2021-02-07,175287,135499
2021-02-08,185535,144956
2021-02-09,198317,156772
2021-02-10,211596,168840
2021-02-11,226093,182014
2021-02-12,238714,193732
2021-02-13,249984,203833
2021-02-14,253652,207242
2021-02-15,257138,210525
2021-02-16,262374,215614
2021-02-17,269234,222201
2021-02-18,276059,228375
2021-02-19,282219,233730
2021-02-20,288043,238700
2021-02-21,290458,240800
2021-02-22,294056,243922
2021-02-23,301231,249809
2021-02-24,310653,257474
2021-02-25,322322,266112
2021-02-26,334110,274575
2021-02-27,343168,280777
2021-02-28,346668,283199
2021-03-01,349622,285271
2021-03-02,352744,287427
2021-03-03,357343,290486
2021-03-04,363146,294602
2021-03-05,368711,298347
2021-03-06,374332,302036
2021-03-07,375893,303198
2021-03-08,377902,304626
2021-03-09,380184,306257
2021-03-10,382396,307818
2021-03-11,384279,309134
2021-03-12,386799,310954
2021-03-13,389774,312963
2021-03-14,390964,313880
2021-03-15,392917,315301
2021-03-16,394611,316505
2021-03-17,396340,317744
2021-03-18,397929,318906
2021-03-19,399798,320215
2021-03-20,401674,321608
2021-03-21,402353,322105
2021-03-22,403375,322812
2021-03-23,404593,323687
2021-03-24,405958,324639
2021-03-25,407183,325549
2021-03-26,408625,326494
2021-03-27,410067,327474
2021-03-28,410725,327964
2021-03-29,411530,328531
2021-03-30,412349,329105
2021-03-31,413385,329770
2021-04-01,414134,330281
2021-04-02,414393,330477
2021-04-03,414659,330673
2021-04-04,414771,330764
2021-04-05,414862,330827
2021-04-06,415170,331044
2021-04-07,415653,331387
2021-04-08,416017,331653
2021-04-09,416472,331982
2021-04-10,416857,332241
2021-04-11,417004,332367
2021-04-12,417228,332514
2021-04-13,417417,332689
2021-04-14,417641,332864
2021-04-15,417879,333046
2021-04-16,418096,333235
2021-04-17,418278,333375
2021-04-18,418383,333445
2021-04-19,418502,333578
2021-04-20,418698,333718
2021-04-21,418908,333858
2021-04-22,419139,334019
2021-04-23,419370,334166
2021-04-24,419566,334313
2021-04-25,419657,334383
2021-04-26,419811,334495
2021-04-27,420000,334614
2021-04-28,420224,334768
2021-04-29,420462,334915
2021-04-30,420672,335062
2021-05-01,420826,335167
2021-05-02,420896,335216
2021-05-03,420952,335258
2021-05-04,421064,335356
2021-05-05,421218,335468
2021-05-06,421428,335608
2021-05-07,421603,335748
2021-05-08,421750,335846
2021-05-09,421841,335895
2021-05-10,421974,335979
2021-05-11,422191,336112
2021-05-12,422527,336343
2021-05-13,422884,336574
2021-05-14,423192,336756
2021-05-15,423500,336924
2021-05-16,423654,337008
2021-05-17,423836,337120
2021-05-18,424095,337281
2021-05-19,424417,337470
total,467355,365722
