,False
2020-11-28,42
2020-11-29,42
2020-11-30,49
2020-12-01,63
2020-12-02,70
2020-12-03,77
2020-12-04,77
2020-12-05,77
2020-12-06,77
2020-12-07,84
2020-12-08,238
2020-12-09,392
2020-12-10,644
2020-12-11,875
2020-12-12,1050
2020-12-13,1127
2020-12-14,1400
2020-12-15,2044
2020-12-16,3178
2020-12-17,4662
2020-12-18,6461
2020-12-19,8848
2020-12-20,11277
2020-12-21,13685
2020-12-22,15953
2020-12-23,18543
2020-12-24,19362
2020-12-25,19369
2020-12-26,19404
2020-12-27,19488
2020-12-28,19684
2020-12-29,21252
2020-12-30,26579
2020-12-31,33551
2021-01-01,36456
2021-01-02,39921
2021-01-03,40754
2021-01-04,41391
2021-01-05,44058
2021-01-06,50498
2021-01-07,76678
2021-01-08,111118
2021-01-09,139552
2021-01-10,151725
2021-01-11,162792
2021-01-12,181986
2021-01-13,225974
2021-01-14,279426
2021-01-15,340361
2021-01-16,389347
2021-01-17,412111
2021-01-18,433587
2021-01-19,520485
2021-01-20,628110
2021-01-21,769776
2021-01-22,980280
2021-01-23,1217811
2021-01-24,1308412
2021-01-25,1386910
2021-01-26,1485043
2021-01-27,1585185
2021-01-28,1761004
2021-01-29,2051091
2021-01-30,2345203
2021-01-31,2513637
2021-02-01,2664627
2021-02-02,2835532
2021-02-03,3045231
2021-02-04,3261265
2021-02-05,3471972
2021-02-06,3718260
2021-02-07,3833585
2021-02-08,3945200
2021-02-09,4065999
2021-02-10,4164517
2021-02-11,4251821
2021-02-12,4326420
2021-02-13,4389854
2021-02-14,4407207
2021-02-15,4424259
2021-02-16,4438385
2021-02-17,4451447
2021-02-18,4462941
2021-02-19,4471285
2021-02-20,4477802
2021-02-21,4479650
2021-02-22,4483689
2021-02-23,4489702
2021-02-24,4497101
2021-02-25,4504703
2021-02-26,4511682
2021-02-27,4516316
2021-02-28,4518073
2021-03-01,4520628
2021-03-02,4523603
2021-03-03,4527313
2021-03-04,4532059
2021-03-05,4537225
2021-03-06,4540977
2021-03-07,4542034
2021-03-08,4544435
2021-03-09,4547221
2021-03-10,4549902
2021-03-11,4552646
2021-03-12,4555411
2021-03-13,4557931
2021-03-14,4558932
2021-03-15,4561039
2021-03-16,4563314
2021-03-17,4565407
2021-03-18,4567738
2021-03-19,4569880
2021-03-20,4571763
2021-03-21,4572498
2021-03-22,4573996
2021-03-23,4575774
2021-03-24,4577699
2021-03-25,4579708
2021-03-26,4581500
2021-03-27,4583306
2021-03-28,4584055
2021-03-29,4585308
2021-03-30,4586785
2021-03-31,4588381
2021-04-01,4589641
2021-04-02,4590187
2021-04-03,4590677
2021-04-04,4590852
2021-04-05,4590985
2021-04-06,4591755
2021-04-07,4592770
2021-04-08,4593827
2021-04-09,4594961
2021-04-10,4595794
2021-04-11,4596151
2021-04-12,4596802
2021-04-13,4597593
2021-04-14,4598384
2021-04-15,4599287
2021-04-16,4600428
2021-04-17,4601037
2021-04-18,4601289
2021-04-19,4601779
2021-04-20,4602416
2021-04-21,4603067
2021-04-22,4603760
2021-04-23,4604579
2021-04-24,4605125
2021-04-25,4605405
2021-04-26,4605881
2021-04-27,4606427
2021-04-28,4606966
2021-04-29,4607596
2021-04-30,4608191
2021-05-01,4608520
2021-05-02,4608625
2021-05-03,4608744
2021-05-04,4609080
2021-05-05,4609521
2021-05-06,4609983
2021-05-07,4610459
2021-05-08,4610781
2021-05-09,4610921
2021-05-10,4611243
2021-05-11,4611789
2021-05-12,4612321
2021-05-13,4612839
2021-05-14,4613343
2021-05-15,4613707
2021-05-16,4613854
2021-05-17,4614148
2021-05-18,4614568
2021-05-19,4615114
2021-05-20,4615625
2021-05-21,4616038
2021-05-22,4616304
2021-05-23,4616360
2021-05-24,4616521
2021-05-25,4616654
2021-05-26,4616843
total,4754792
