,9,10
2020-11-28,21,14
2020-11-29,21,14
2020-11-30,28,21
2020-12-01,35,21
2020-12-02,35,21
2020-12-03,42,21
2020-12-04,42,35
2020-12-05,42,35
2020-12-06,42,35
2020-12-07,49,35
2020-12-08,147,84
2020-12-09,252,133
2020-12-10,413,231
2020-12-11,539,329
2020-12-12,658,385
2020-12-13,714,413
2020-12-14,854,546
2020-12-15,1113,917
2020-12-16,1519,1652
2020-12-17,2058,2597
2020-12-18,2688,3766
2020-12-19,3528,5313
2020-12-20,4431,6846
2020-12-21,5166,8505
2020-12-22,5901,10038
2020-12-23,6769,11760
2020-12-24,7133,12222
2020-12-25,7133,12222
2020-12-26,7161,12229
2020-12-27,7210,12271
2020-12-28,7336,12341
2020-12-29,8022,13223
2020-12-30,9506,17059
2020-12-31,11123,22428
2021-01-01,11634,24822
2021-01-02,12383,27531
2021-01-03,12761,27993
2021-01-04,13104,28280
2021-01-05,14308,29743
2021-01-06,15925,34566
2021-01-07,19999,56679
2021-01-08,25879,85232
2021-01-09,32886,106666
2021-01-10,35350,116375
2021-01-11,38500,124285
2021-01-12,43890,138089
2021-01-13,52423,173544
2021-01-14,65030,214389
2021-01-15,78204,262157
2021-01-16,87395,301945
2021-01-17,93072,319039
2021-01-18,99673,333914
2021-01-19,119616,400862
2021-01-20,149142,478961
2021-01-21,189329,580440
2021-01-22,253106,727167
2021-01-23,334691,883120
2021-01-24,371686,936726
2021-01-25,401751,985152
2021-01-26,443975,1041061
2021-01-27,492100,1093085
2021-01-28,570507,1190497
2021-01-29,696591,1354493
2021-01-30,851774,1493422
2021-01-31,951867,1561770
2021-02-01,1044799,1619821
2021-02-02,1170050,1665482
2021-02-03,1339758,1705466
2021-02-04,1520134,1741131
2021-02-05,1701686,1770279
2021-02-06,1921269,1796991
2021-02-07,2024974,1808604
2021-02-08,2122841,1822352
2021-02-09,2229724,1836268
2021-02-10,2316097,1848413
2021-02-11,2391872,1859935
2021-02-12,2456132,1870274
2021-02-13,2511390,1878450
2021-02-14,2526258,1880942
2021-02-15,2539950,1884302
2021-02-16,2550975,1887403
2021-02-17,2560642,1890805
2021-02-18,2569007,1893927
2021-02-19,2574978,1896307
2021-02-20,2579815,1897987
2021-02-21,2581173,1898463
2021-02-22,2584043,1899639
2021-02-23,2588278,1901417
2021-02-24,2593444,1903650
2021-02-25,2598687,1906009
2021-02-26,2603608,1908067
2021-02-27,2606905,1909404
2021-02-28,2608158,1909908
2021-03-01,2609852,1910762
2021-03-02,2611784,1911819
2021-03-03,2614248,1913065
2021-03-04,2617412,1914647
2021-03-05,2620835,1916390
2021-03-06,2623418,1917552
2021-03-07,2624118,1917909
2021-03-08,2625644,1918791
2021-03-09,2627464,1919750
2021-03-10,2629207,1920688
2021-03-11,2630929,1921703
2021-03-12,2632784,1922620
2021-03-13,2634478,1923446
2021-03-14,2635178,1923747
2021-03-15,2636592,1924440
2021-03-16,2638083,1925224
2021-03-17,2639490,1925917
2021-03-18,2640939,1926785
2021-03-19,2642325,1927555
2021-03-20,2643578,1928178
2021-03-21,2644089,1928402
2021-03-22,2645076,1928920
2021-03-23,2646203,1929564
2021-03-24,2647400,1930299
2021-03-25,2648688,1931006
2021-03-26,2649822,1931671
2021-03-27,2650935,1932357
2021-03-28,2651418,1932630
2021-03-29,2652223,1933078
2021-03-30,2653154,1933631
2021-03-31,2654162,1934205
2021-04-01,2654981,1934646
2021-04-02,2655268,1934905
2021-04-03,2655569,1935108
2021-04-04,2655681,1935164
2021-04-05,2655772,1935213
2021-04-06,2656262,1935486
2021-04-07,2656843,1935927
2021-04-08,2657480,1936347
2021-04-09,2658173,1936788
2021-04-10,2658677,1937117
2021-04-11,2658880,1937271
2021-04-12,2659230,1937565
2021-04-13,2659678,1937901
2021-04-14,2660147,1938237
2021-04-15,2660623,1938650
2021-04-16,2661225,1939203
2021-04-17,2661561,1939462
2021-04-18,2661708,1939574
2021-04-19,2662016,1939763
2021-04-20,2662415,1939994
2021-04-21,2662828,1940239
2021-04-22,2663255,1940491
2021-04-23,2663794,1940778
2021-04-24,2664151,1940967
2021-04-25,2664361,1941037
2021-04-26,2664676,1941198
2021-04-27,2665012,1941408
2021-04-28,2665348,1941618
2021-04-29,2665768,1941821
2021-04-30,2666167,1942024
2021-05-01,2666384,1942129
2021-05-02,2666468,1942157
2021-05-03,2666545,1942192
2021-05-04,2666762,1942311
2021-05-05,2667049,1942472
2021-05-06,2667343,1942633
2021-05-07,2667651,1942808
2021-05-08,2667861,1942913
2021-05-09,2667952,1942962
2021-05-10,2668162,1943074
2021-05-11,2668512,1943270
2021-05-12,2668869,1943452
2021-05-13,2669205,1943634
2021-05-14,2669499,1943830
2021-05-15,2669758,1943949
2021-05-16,2669849,1943998
2021-05-17,2670031,1944117
2021-05-18,2670304,1944257
2021-05-19,2670647,1944460
2021-05-20,2670955,1944670
2021-05-21,2671221,1944810
2021-05-22,2671389,1944908
2021-05-23,2671424,1944936
2021-05-24,2671522,1944999
2021-05-25,2671599,1945055
2021-05-26,2671711,1945125
total,2761416,1993362
