,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,301,133
2020-12-09,819,336
2020-12-10,1372,546
2020-12-11,1911,770
2020-12-12,2471,980
2020-12-13,2800,1120
2020-12-14,3269,1316
2020-12-15,4095,1624
2020-12-16,5047,1995
2020-12-17,6230,2429
2020-12-18,7385,2870
2020-12-19,8295,3227
2020-12-20,9422,3689
2020-12-21,10955,4284
2020-12-22,12439,4886
2020-12-23,14217,5649
2020-12-24,15015,6020
2020-12-25,15022,6027
2020-12-26,15050,6048
2020-12-27,15267,6132
2020-12-28,15652,6286
2020-12-29,16807,6699
2020-12-30,19635,7840
2020-12-31,22400,8925
2021-01-01,23128,9198
2021-01-02,23863,9506
2021-01-03,24493,9723
2021-01-04,25627,10164
2021-01-05,27818,10927
2021-01-06,30765,11970
2021-01-07,35308,13748
2021-01-08,40271,15925
2021-01-09,44814,17654
2021-01-10,47432,18536
2021-01-11,51219,20181
2021-01-12,55944,22162
2021-01-13,61271,24297
2021-01-14,66969,26831
2021-01-15,73899,30100
2021-01-16,79961,32690
2021-01-17,83895,34125
2021-01-18,88256,36113
2021-01-19,93912,38906
2021-01-20,100534,42483
2021-01-21,108115,46963
2021-01-22,117873,53249
2021-01-23,126931,58905
2021-01-24,131677,61859
2021-01-25,136640,64792
2021-01-26,143185,69027
2021-01-27,149919,73612
2021-01-28,159488,80969
2021-01-29,170576,89236
2021-01-30,183078,98903
2021-01-31,190638,104706
2021-02-01,198226,110964
2021-02-02,208110,119049
2021-02-03,221872,130851
2021-02-04,238406,145215
2021-02-05,255465,159852
2021-02-06,280763,182168
2021-02-07,292376,192290
2021-02-08,303681,202601
2021-02-09,318283,216069
2021-02-10,334271,231056
2021-02-11,352940,249060
2021-02-12,371728,267939
2021-02-13,389970,286013
2021-02-14,397544,293748
2021-02-15,405062,301658
2021-02-16,423185,323603
2021-02-17,454258,362145
2021-02-18,484232,398762
2021-02-19,508158,427469
2021-02-20,532434,456778
2021-02-21,540512,466648
2021-02-22,550585,478548
2021-02-23,576513,509901
2021-02-24,611765,552216
2021-02-25,651336,596736
2021-02-26,691516,642369
2021-02-27,722596,677187
2021-02-28,733089,688436
2021-03-01,741286,697046
2021-03-02,750883,706930
2021-03-03,767886,725396
2021-03-04,791140,751534
2021-03-05,815717,779450
2021-03-06,842583,809578
2021-03-07,849149,817040
2021-03-08,856632,825881
2021-03-09,865172,835751
2021-03-10,874986,846846
2021-03-11,883099,856233
2021-03-12,897701,873180
2021-03-13,918624,897211
2021-03-14,927353,908012
2021-03-15,939043,921935
2021-03-16,951517,937076
2021-03-17,962843,950586
2021-03-18,975016,964726
2021-03-19,987679,979692
2021-03-20,1004276,999061
2021-03-21,1010625,1006824
2021-03-22,1017135,1014468
2021-03-23,1023526,1021762
2021-03-24,1029952,1029112
2021-03-25,1036483,1036392
2021-03-26,1043770,1044491
2021-03-27,1053024,1054970
2021-03-28,1057434,1059996
2021-03-29,1061375,1064588
2021-03-30,1065183,1068753
2021-03-31,1069320,1073233
2021-04-01,1072197,1076537
2021-04-02,1073695,1078301
2021-04-03,1075228,1080079
2021-04-04,1076054,1081143
2021-04-05,1076523,1081738
2021-04-06,1077629,1082970
2021-04-07,1079183,1084692
2021-04-08,1080471,1086162
2021-04-09,1081976,1088010
2021-04-10,1083551,1089697
2021-04-11,1084146,1090404
2021-04-12,1084685,1091048
2021-04-13,1085336,1091818
2021-04-14,1086036,1092588
2021-04-15,1086904,1093449
2021-04-16,1087800,1094408
2021-04-17,1088724,1095346
2021-04-18,1089263,1095836
2021-04-19,1089725,1096340
2021-04-20,1090306,1096928
2021-04-21,1091041,1097670
2021-04-22,1091811,1098398
2021-04-23,1092644,1099238
2021-04-24,1093561,1100092
2021-04-25,1094044,1100561
2021-04-26,1094499,1101023
2021-04-27,1095213,1101660
2021-04-28,1095913,1102360
2021-04-29,1096816,1103151
2021-04-30,1097600,1103844
2021-05-01,1098412,1104439
2021-05-02,1098881,1104803
2021-05-03,1099203,1105013
2021-05-04,1099721,1105461
2021-05-05,1100393,1106056
2021-05-06,1101268,1106763
2021-05-07,1102094,1107428
2021-05-08,1102962,1108163
2021-05-09,1103403,1108513
2021-05-10,1103879,1108947
2021-05-11,1104614,1109619
2021-05-12,1105874,1110704
2021-05-13,1107281,1111859
2021-05-14,1108653,1112895
2021-05-15,1110165,1114071
2021-05-16,1110886,1114603
2021-05-17,1111404,1115051
2021-05-18,1112384,1115842
2021-05-19,1113903,1117032
total,1302399,1317505
