,False
2020-11-29,0
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,42
2020-12-09,105
2020-12-10,182
2020-12-11,245
2020-12-12,301
2020-12-13,343
2020-12-14,420
2020-12-15,630
2020-12-16,910
2020-12-17,1554
2020-12-18,2149
2020-12-19,2884
2020-12-20,3451
2020-12-21,4116
2020-12-22,4739
2020-12-23,5446
2020-12-24,5768
2020-12-25,5768
2020-12-26,5775
2020-12-27,5796
2020-12-28,5894
2020-12-29,6314
2020-12-30,8267
2020-12-31,10297
2021-01-01,10892
2021-01-02,11641
2021-01-03,11795
2021-01-04,11991
2021-01-05,12432
2021-01-06,15085
2021-01-07,24633
2021-01-08,37268
2021-01-09,47782
2021-01-10,52325
2021-01-11,55818
2021-01-12,63070
2021-01-13,79296
2021-01-14,97902
2021-01-15,120155
2021-01-16,138369
2021-01-17,145999
2021-01-18,154126
2021-01-19,189441
2021-01-20,235746
2021-01-21,288834
2021-01-22,373121
2021-01-23,479115
2021-01-24,516523
2021-01-25,548394
2021-01-26,593040
2021-01-27,638582
2021-01-28,716891
2021-01-29,837032
2021-01-30,967309
2021-01-31,1042041
2021-02-01,1103963
2021-02-02,1175909
2021-02-03,1268554
2021-02-04,1364475
2021-02-05,1453501
2021-02-06,1570114
2021-02-07,1628207
2021-02-08,1677214
2021-02-09,1736812
2021-02-10,1782368
2021-02-11,1825432
2021-02-12,1861300
2021-02-13,1892611
2021-02-14,1901767
2021-02-15,1909362
2021-02-16,1915879
2021-02-17,1921668
2021-02-18,1926225
2021-02-19,1929641
2021-02-20,1932700
2021-02-21,1933617
2021-02-22,1935080
2021-02-23,1937320
2021-02-24,1940295
2021-02-25,1943613
2021-02-26,1946700
2021-02-27,1948737
2021-02-28,1949521
2021-03-01,1950361
2021-03-02,1951369
2021-03-03,1952671
2021-03-04,1954505
2021-03-05,1956633
2021-03-06,1958215
2021-03-07,1958586
2021-03-08,1959279
2021-03-09,1960070
2021-03-10,1960917
2021-03-11,1961729
2021-03-12,1962849
2021-03-13,1964004
2021-03-14,1964438
2021-03-15,1965061
2021-03-16,1965761
2021-03-17,1966440
2021-03-18,1967210
2021-03-19,1967931
2021-03-20,1968645
2021-03-21,1968932
2021-03-22,1969373
2021-03-23,1969856
2021-03-24,1970423
2021-03-25,1971025
2021-03-26,1971669
2021-03-27,1972411
2021-03-28,1972719
2021-03-29,1973125
2021-03-30,1973587
2021-03-31,1974126
2021-04-01,1974546
2021-04-02,1974861
2021-04-03,1975057
2021-04-04,1975148
2021-04-05,1975204
2021-04-06,1975407
2021-04-07,1975743
2021-04-08,1976100
2021-04-09,1976485
2021-04-10,1976849
2021-04-11,1977017
2021-04-12,1977220
2021-04-13,1977500
2021-04-14,1977773
2021-04-15,1978067
2021-04-16,1978382
2021-04-17,1978641
2021-04-18,1978753
2021-04-19,1978907
2021-04-20,1979089
2021-04-21,1979299
2021-04-22,1979530
2021-04-23,1979789
2021-04-24,1980055
2021-04-25,1980230
2021-04-26,1980391
2021-04-27,1980573
2021-04-28,1980776
2021-04-29,1981014
2021-04-30,1981210
2021-05-01,1981371
2021-05-02,1981427
2021-05-03,1981476
2021-05-04,1981581
2021-05-05,1981714
2021-05-06,1981868
2021-05-07,1982015
2021-05-08,1982127
2021-05-09,1982183
2021-05-10,1982253
2021-05-11,1982365
2021-05-12,1982533
2021-05-13,1982701
2021-05-14,1982834
2021-05-15,1982988
2021-05-16,1983065
2021-05-17,1983142
2021-05-18,1983261
2021-05-19,1983422
total,2071391
