,7
2020-11-28,0
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,7
2020-12-09,7
2020-12-10,14
2020-12-11,14
2020-12-12,14
2020-12-13,14
2020-12-14,14
2020-12-15,14
2020-12-16,14
2020-12-17,21
2020-12-18,21
2020-12-19,21
2020-12-20,21
2020-12-21,21
2020-12-22,21
2020-12-23,28
2020-12-24,28
2020-12-25,28
2020-12-26,28
2020-12-27,28
2020-12-28,28
2020-12-29,28
2020-12-30,35
2020-12-31,35
2021-01-01,35
2021-01-02,35
2021-01-03,35
2021-01-04,35
2021-01-05,35
2021-01-06,42
2021-01-07,42
2021-01-08,56
2021-01-09,56
2021-01-10,56
2021-01-11,63
2021-01-12,70
2021-01-13,70
2021-01-14,84
2021-01-15,91
2021-01-16,91
2021-01-17,91
2021-01-18,105
2021-01-19,112
2021-01-20,119
2021-01-21,126
2021-01-22,140
2021-01-23,147
2021-01-24,147
2021-01-25,161
2021-01-26,182
2021-01-27,189
2021-01-28,203
2021-01-29,231
2021-01-30,245
2021-01-31,245
2021-02-01,266
2021-02-02,301
2021-02-03,322
2021-02-04,357
2021-02-05,392
2021-02-06,399
2021-02-07,399
2021-02-08,455
2021-02-09,532
2021-02-10,602
2021-02-11,672
2021-02-12,791
2021-02-13,826
2021-02-14,910
2021-02-15,1078
2021-02-16,1288
2021-02-17,1449
2021-02-18,1610
2021-02-19,1729
2021-02-20,1764
2021-02-21,1771
2021-02-22,1897
2021-02-23,2065
2021-02-24,2233
2021-02-25,2387
2021-02-26,2527
2021-02-27,2562
2021-02-28,2569
2021-03-01,2744
2021-03-02,2961
2021-03-03,3255
2021-03-04,3570
2021-03-05,3934
2021-03-06,3976
2021-03-07,3990
2021-03-08,4480
2021-03-09,4991
2021-03-10,5670
2021-03-11,6419
2021-03-12,7126
2021-03-13,7224
2021-03-14,7245
2021-03-15,8113
2021-03-16,8855
2021-03-17,9639
2021-03-18,10346
2021-03-19,10969
2021-03-20,11116
2021-03-21,11193
2021-03-22,11802
2021-03-23,12565
2021-03-24,13118
2021-03-25,13566
2021-03-26,13923
2021-03-27,13944
2021-03-28,13972
2021-03-29,14280
2021-03-30,14574
2021-03-31,14882
2021-04-01,15162
2021-04-02,15183
2021-04-03,15197
2021-04-04,15211
2021-04-05,15218
2021-04-06,15456
2021-04-07,15610
2021-04-08,15806
2021-04-09,15925
2021-04-10,15960
2021-04-11,15960
2021-04-12,16128
2021-04-13,16324
2021-04-14,16541
2021-04-15,16688
2021-04-16,16807
2021-04-17,16814
2021-04-18,16821
2021-04-19,16940
2021-04-20,17157
2021-04-21,17283
2021-04-22,17381
2021-04-23,17486
2021-04-24,17486
2021-04-25,17493
2021-04-26,17654
2021-04-27,17850
2021-04-28,17934
2021-04-29,18088
2021-04-30,18263
2021-05-01,18270
2021-05-02,18277
2021-05-03,18284
2021-05-04,18389
2021-05-05,18543
2021-05-06,18620
2021-05-07,18711
2021-05-08,18739
2021-05-09,18746
2021-05-10,18865
2021-05-11,19061
2021-05-12,19166
2021-05-13,19271
2021-05-14,19327
2021-05-15,19341
2021-05-16,19355
2021-05-17,19544
2021-05-18,19642
2021-05-19,19726
2021-05-20,19873
2021-05-21,19971
2021-05-22,19985
2021-05-23,19985
2021-05-24,19992
total,1237145
