,5
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,210
2020-12-09,553
2020-12-10,840
2020-12-11,1190
2020-12-12,1533
2020-12-13,1799
2020-12-14,2114
2020-12-15,2653
2020-12-16,3381
2020-12-17,4256
2020-12-18,5124
2020-12-19,5789
2020-12-20,6748
2020-12-21,8036
2020-12-22,9198
2020-12-23,10549
2020-12-24,11235
2020-12-25,11242
2020-12-26,11270
2020-12-27,11473
2020-12-28,11830
2020-12-29,12761
2020-12-30,14938
2020-12-31,17038
2021-01-01,17633
2021-01-02,18284
2021-01-03,18809
2021-01-04,19761
2021-01-05,21770
2021-01-06,24346
2021-01-07,28119
2021-01-08,32193
2021-01-09,35819
2021-01-10,38066
2021-01-11,41356
2021-01-12,45465
2021-01-13,49987
2021-01-14,54964
2021-01-15,60641
2021-01-16,65401
2021-01-17,68712
2021-01-18,72555
2021-01-19,76860
2021-01-20,81417
2021-01-21,86394
2021-01-22,92022
2021-01-23,96404
2021-01-24,99078
2021-01-25,102263
2021-01-26,105868
2021-01-27,109396
2021-01-28,112966
2021-01-29,116739
2021-01-30,119805
2021-01-31,122136
2021-02-01,124320
2021-02-02,126742
2021-02-03,129262
2021-02-04,132132
2021-02-05,134918
2021-02-06,137445
2021-02-07,138971
2021-02-08,140518
2021-02-09,142408
2021-02-10,144515
2021-02-11,147126
2021-02-12,150528
2021-02-13,153895
2021-02-14,155946
2021-02-15,158109
2021-02-16,161735
2021-02-17,167377
2021-02-18,172949
2021-02-19,177639
2021-02-20,182539
2021-02-21,184758
2021-02-22,187628
2021-02-23,193130
2021-02-24,200018
2021-02-25,207732
2021-02-26,215719
2021-02-27,222278
2021-02-28,225484
2021-03-01,228256
2021-03-02,231644
2021-03-03,236537
2021-03-04,243446
2021-03-05,250635
2021-03-06,258706
2021-03-07,260967
2021-03-08,263305
2021-03-09,266630
2021-03-10,270585
2021-03-11,275884
2021-03-12,289387
2021-03-13,320971
2021-03-14,332199
2021-03-15,346899
2021-03-16,374045
2021-03-17,416948
2021-03-18,487207
2021-03-19,561022
2021-03-20,683067
2021-03-21,727622
2021-03-22,767557
2021-03-23,807520
2021-03-24,844431
2021-03-25,881531
2021-03-26,920318
2021-03-27,969836
2021-03-28,993454
2021-03-29,1011409
2021-03-30,1027033
2021-03-31,1042881
2021-04-01,1049664
2021-04-02,1053766
2021-04-03,1058442
2021-04-04,1060304
2021-04-05,1061116
2021-04-06,1062838
2021-04-07,1065232
2021-04-08,1067521
2021-04-09,1070741
2021-04-10,1074262
2021-04-11,1075739
2021-04-12,1076733
2021-04-13,1077720
2021-04-14,1078693
2021-04-15,1079708
2021-04-16,1080730
2021-04-17,1081892
2021-04-18,1082459
2021-04-19,1082970
2021-04-20,1083530
2021-04-21,1084230
2021-04-22,1084916
2021-04-23,1085714
2021-04-24,1086645
2021-04-25,1087100
2021-04-26,1087541
2021-04-27,1088087
2021-04-28,1088626
2021-04-29,1089200
2021-04-30,1089858
2021-05-01,1090418
2021-05-02,1090740
2021-05-03,1090936
2021-05-04,1091286
2021-05-05,1091748
2021-05-06,1092252
2021-05-07,1092826
2021-05-08,1093491
2021-05-09,1093848
2021-05-10,1094240
2021-05-11,1094758
2021-05-12,1095409
2021-05-13,1096130
2021-05-14,1096893
2021-05-15,1097747
2021-05-16,1098223
2021-05-17,1098594
2021-05-18,1099126
2021-05-19,1099917
2021-05-20,1100652
2021-05-21,1101275
2021-05-22,1102010
2021-05-23,1102388
2021-05-24,1102759
2021-05-25,1103221
2021-05-26,1103767
total,1297807
