,False
2020-11-29,0
2020-11-30,14
2020-12-01,133
2020-12-02,140
2020-12-03,147
2020-12-04,147
2020-12-05,154
2020-12-06,154
2020-12-07,175
2020-12-08,1883
2020-12-09,4655
2020-12-10,8883
2020-12-11,13097
2020-12-12,16093
2020-12-13,17766
2020-12-14,22484
2020-12-15,68103
2020-12-16,148127
2020-12-17,223846
2020-12-18,281057
2020-12-19,353325
2020-12-20,408688
2020-12-21,444129
2020-12-22,505288
2020-12-23,555156
2020-12-24,567644
2020-12-25,567707
2020-12-26,567847
2020-12-27,568302
2020-12-28,569464
2020-12-29,591584
2020-12-30,652904
2020-12-31,698845
2021-01-01,710024
2021-01-02,723464
2021-01-03,727349
2021-01-04,731290
2021-01-05,744891
2021-01-06,773710
2021-01-07,892801
2021-01-08,1048481
2021-01-09,1181810
2021-01-10,1238986
2021-01-11,1281098
2021-01-12,1368745
2021-01-13,1520743
2021-01-14,1696940
2021-01-15,1906492
2021-01-16,2097123
2021-01-17,2179765
2021-01-18,2244921
2021-01-19,2440004
2021-01-20,2644656
2021-01-21,2881921
2021-01-22,3214281
2021-01-23,3550974
2021-01-24,3673586
2021-01-25,3783598
2021-01-26,3916843
2021-01-27,4051152
2021-01-28,4274298
2021-01-29,4615807
2021-01-30,4954593
2021-01-31,5149564
2021-02-01,5328890
2021-02-02,5528313
2021-02-03,5771087
2021-02-04,6028281
2021-02-05,6287876
2021-02-06,6591900
2021-02-07,6738998
2021-02-08,6888707
2021-02-09,7083685
2021-02-10,7296989
2021-02-11,7548100
2021-02-12,7812630
2021-02-13,8077265
2021-02-14,8176742
2021-02-15,8285249
2021-02-16,8422323
2021-02-17,8566390
2021-02-18,8688897
2021-02-19,8775914
2021-02-20,8851129
2021-02-21,8877981
2021-02-22,8916061
2021-02-23,8963164
2021-02-24,9022293
2021-02-25,9082745
2021-02-26,9137611
2021-02-27,9175586
2021-02-28,9192834
2021-03-01,9207338
2021-03-02,9223256
2021-03-03,9241883
2021-03-04,9266138
2021-03-05,9292885
2021-03-06,9315446
2021-03-07,9321410
2021-03-08,9331504
2021-03-09,9341304
2021-03-10,9351237
2021-03-11,9360673
2021-03-12,9373238
2021-03-13,9387966
2021-03-14,9394966
2021-03-15,9404066
2021-03-16,9412977
2021-03-17,9420768
2021-03-18,9429098
2021-03-19,9437365
2021-03-20,9446129
2021-03-21,9449174
2021-03-22,9453150
2021-03-23,9457735
2021-03-24,9462607
2021-03-25,9468368
2021-03-26,9473814
2021-03-27,9479736
2021-03-28,9482221
2021-03-29,9485644
2021-03-30,9489522
2021-03-31,9493631
2021-04-01,9496627
2021-04-02,9498076
2021-04-03,9499511
2021-04-04,9499966
2021-04-05,9500323
2021-04-06,9501954
2021-04-07,9504201
2021-04-08,9506476
2021-04-09,9509031
2021-04-10,9511138
2021-04-11,9512048
2021-04-12,9513231
2021-04-13,9514617
2021-04-14,9516192
2021-04-15,9517837
2021-04-16,9519734
2021-04-17,9521064
2021-04-18,9521617
2021-04-19,9522527
2021-04-20,9523689
2021-04-21,9524970
2021-04-22,9526237
2021-04-23,9527567
2021-04-24,9528722
2021-04-25,9529275
2021-04-26,9530129
2021-04-27,9531095
2021-04-28,9532208
2021-04-29,9533482
2021-04-30,9534616
2021-05-01,9535372
2021-05-02,9535673
2021-05-03,9535939
2021-05-04,9536576
2021-05-05,9537409
2021-05-06,9538396
2021-05-07,9539278
2021-05-08,9540097
2021-05-09,9540454
2021-05-10,9541035
2021-05-11,9541826
2021-05-12,9542876
2021-05-13,9543898
2021-05-14,9544871
2021-05-15,9545746
2021-05-16,9546138
2021-05-17,9546670
2021-05-18,9547496
2021-05-19,9548574
2021-05-20,9549218
2021-05-21,9549680
2021-05-22,9550037
2021-05-23,9550037
2021-05-24,9550044
total,10089709
