,8,9,10,11,12
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,14,7,0,42,49
2020-12-02,14,7,0,42,49
2020-12-03,14,7,0,42,49
2020-12-04,14,7,7,42,49
2020-12-05,14,7,7,42,49
2020-12-06,21,7,7,42,49
2020-12-07,21,14,7,49,56
2020-12-08,161,112,49,777,763
2020-12-09,420,203,105,2100,1813
2020-12-10,693,336,189,4172,3472
2020-12-11,1029,469,287,6272,5026
2020-12-12,1267,581,336,7721,6153
2020-12-13,1407,637,357,8512,6818
2020-12-14,1694,777,483,10808,8694
2020-12-15,2233,1036,854,33817,30135
2020-12-16,2891,1442,1575,73710,68481
2020-12-17,3759,1988,2520,111272,104286
2020-12-18,4662,2618,3682,139937,130123
2020-12-19,5579,3472,5236,176211,162799
2020-12-20,6657,4389,6790,203637,187187
2020-12-21,7861,5145,8449,220115,202531
2020-12-22,8974,5873,9982,250019,230426
2020-12-23,10262,6818,11795,273861,252399
2020-12-24,10864,7245,12320,279566,257621
2020-12-25,10878,7252,12327,279573,257656
2020-12-26,10927,7280,12334,279594,257691
2020-12-27,11060,7315,12362,279741,257796
2020-12-28,11305,7441,12439,280133,258111
2020-12-29,12341,8288,13559,289527,267841
2020-12-30,14742,10675,18795,312375,296296
2020-12-31,16898,12880,25137,328615,315287
2021-01-01,17472,13426,27629,332017,319452
2021-01-02,18088,14231,30422,336917,323785
2021-01-03,18494,14630,30898,338261,325045
2021-01-04,19222,14987,31157,339633,326270
2021-01-05,20769,16303,32627,344449,330708
2021-01-06,23156,18109,37660,354326,340431
2021-01-07,26950,22785,60571,398888,383579
2021-01-08,31647,29484,90447,456631,440258
2021-01-09,35840,37226,113064,505274,490392
2021-01-10,37933,39907,123060,526918,511147
2021-01-11,40432,43561,131572,539840,525651
2021-01-12,43862,49525,146160,571088,558096
2021-01-13,48293,58688,182420,625261,606053
2021-01-14,53725,72093,224203,685293,661591
2021-01-15,60186,86380,273238,757141,729540
2021-01-16,65037,96376,314153,826035,795487
2021-01-17,67872,102326,331674,855379,822500
2021-01-18,71491,109179,346465,875105,842653
2021-01-19,76174,129213,413182,933345,888069
2021-01-20,81753,158774,491001,984207,928900
2021-01-21,89670,199003,592676,1031464,969094
2021-01-22,99841,263235,740138,1090432,1020621
2021-01-23,109487,345044,896707,1140916,1058792
2021-01-24,114786,382095,950544,1155588,1070552
2021-01-25,119672,411558,998081,1169749,1084510
2021-01-26,125818,452928,1052884,1184883,1100302
2021-01-27,133406,500010,1103788,1198862,1115072
2021-01-28,144536,577283,1200360,1218427,1133664
2021-01-29,160062,702093,1363880,1238083,1151661
2021-01-30,177065,857052,1502928,1253665,1163855
2021-01-31,192955,957068,1571311,1259853,1168335
2021-02-01,210070,1048250,1628564,1266272,1175713
2021-02-02,228130,1171219,1673329,1271900,1183714
2021-02-03,250033,1338680,1712438,1277801,1192114
2021-02-04,279629,1516739,1747305,1283674,1200913
2021-02-05,317611,1695953,1775781,1289218,1209285
2021-02-06,366170,1915291,1802402,1293691,1214325
2021-02-07,393568,2018905,1814008,1295707,1216768
2021-02-08,428113,2113594,1826405,1298843,1221731
2021-02-09,496930,2217488,1839117,1302532,1227597
2021-02-10,603197,2301999,1850492,1306606,1234674
2021-02-11,758618,2376437,1861356,1310652,1241009
2021-02-12,939995,2439598,1871212,1314516,1247274
2021-02-13,1134882,2494870,1879437,1317225,1250823
2021-02-14,1214941,2509689,1881922,1318135,1252048
2021-02-15,1303302,2522709,1884960,1319633,1254631
2021-02-16,1423226,2533139,1887823,1321117,1256983
2021-02-17,1551025,2542281,1891022,1322713,1259314
2021-02-18,1658965,2550219,1893871,1324232,1261582
2021-02-19,1734880,2555903,1896132,1325485,1263479
2021-02-20,1801709,2560754,1897840,1326283,1264522
2021-02-21,1826111,2562119,1898323,1326584,1264816
2021-02-22,1859046,2564555,1899352,1327235,1265845
2021-02-23,1898260,2568321,1900920,1328292,1267350
2021-02-24,1948044,2572934,1902978,1329433,1268876
2021-02-25,1998241,2577967,1905281,1330686,1270542
2021-02-26,2043839,2582699,1907276,1331827,1271949
2021-02-27,2075766,2586003,1908606,1332492,1272698
2021-02-28,2090823,2587221,1909089,1332730,1272936
2021-03-01,2102275,2588565,1909768,1333157,1273552
2021-03-02,2114336,2590112,1910622,1333745,1274427
2021-03-03,2128154,2592205,1911623,1334438,1275442
2021-03-04,2146172,2594977,1913009,1335369,1276597
2021-03-05,2165807,2598106,1914626,1336384,1277934
2021-03-06,2183237,2600689,1915802,1337063,1278641
2021-03-07,2187843,2601361,1916145,1337210,1278823
