,8,9,10,11,12
2020-12-08,0,0,0,0,0
2020-12-09,0,0,0,7,7
2020-12-10,0,0,0,14,21
2020-12-11,0,0,0,14,28
2020-12-12,0,0,0,21,35
2020-12-13,0,0,0,21,42
2020-12-14,0,0,0,28,56
2020-12-15,0,0,0,63,140
2020-12-16,0,0,0,119,308
2020-12-17,0,0,0,175,476
2020-12-18,0,0,14,231,609
2020-12-19,0,0,21,266,707
2020-12-20,0,7,21,301,805
2020-12-21,7,7,21,336,889
2020-12-22,7,7,28,385,994
2020-12-23,14,28,70,476,1288
2020-12-24,28,70,112,581,1603
2020-12-25,28,70,112,581,1603
2020-12-26,28,70,112,581,1603
2020-12-27,28,70,112,581,1603
2020-12-28,28,70,112,581,1610
2020-12-29,49,119,203,749,2149
2020-12-30,238,462,721,1589,4788
2020-12-31,378,728,1134,2254,6727
2021-01-01,392,763,1176,2324,7070
2021-01-02,406,777,1211,2359,7210
2021-01-03,406,777,1218,2373,7273
2021-01-04,413,798,1239,2408,7343
2021-01-05,427,833,1295,2499,7714
2021-01-06,476,910,1421,2730,8449
2021-01-07,595,1148,1827,3409,10710
2021-01-08,777,1484,2394,4368,13818
2021-01-09,889,1722,2772,4991,15932
2021-01-10,910,1778,2863,5159,16506
2021-01-11,1022,2002,3199,5712,18487
2021-01-12,1176,2317,3745,6615,21553
2021-01-13,1358,2618,4242,7448,24346
2021-01-14,1561,2961,4802,8435,27692
2021-01-15,1883,3465,5593,9751,32032
2021-01-16,2086,3815,6111,10598,34888
2021-01-17,2156,3948,6321,10913,36001
2021-01-18,2303,4228,6713,11585,38185
2021-01-19,2443,4480,7098,12208,40285
2021-01-20,2597,4697,7462,12782,41965
2021-01-21,2814,5033,8029,13615,44422
2021-01-22,3185,5663,8953,14966,48937
2021-01-23,3311,5852,9345,15344,50022
2021-01-24,3367,5915,9471,15449,50456
2021-01-25,3402,5985,9569,15568,50764
2021-01-26,3437,6069,9695,15715,51177
2021-01-27,3493,6132,9779,15848,51520
2021-01-28,3549,6209,9919,15974,51870
2021-01-29,3605,6321,10073,16135,52276
2021-01-30,3626,6398,10192,16198,52423
2021-01-31,3633,6433,10241,16212,52465
2021-02-01,3661,6510,10332,16275,52647
2021-02-02,3696,6587,10402,16338,52850
2021-02-03,3752,6713,10500,16429,53144
2021-02-04,3801,6832,10612,16555,53452
2021-02-05,3850,6986,10717,16667,53788
2021-02-06,3885,7105,10780,16716,53907
2021-02-07,3892,7154,10808,16737,53956
2021-02-08,3927,7252,10850,16793,54096
2021-02-09,3990,7343,10927,16863,54355
2021-02-10,4095,7497,11025,16982,54726
2021-02-11,4193,7651,11144,17122,55097
2021-02-12,4312,7791,11256,17248,55538
2021-02-13,4368,7875,11298,17290,55699
2021-02-14,4389,7889,11305,17304,55734
2021-02-15,4438,7945,11354,17381,55958
2021-02-16,4487,8001,11410,17430,56154
2021-02-17,4543,8050,11466,17493,56350
2021-02-18,4606,8113,11515,17570,56560
2021-02-19,4662,8169,11564,17640,56784
2021-02-20,4697,8183,11585,17661,56826
2021-02-21,4711,8183,11592,17661,56840
2021-02-22,4732,8197,11606,17675,56868
2021-02-23,4767,8218,11634,17717,57001
2021-02-24,4816,8267,11669,17759,57106
2021-02-25,4858,8316,11718,17801,57218
2021-02-26,4907,8337,11746,17836,57323
2021-02-27,4935,8351,11760,17857,57337
2021-02-28,4942,8351,11760,17864,57358
2021-03-01,4956,8365,11781,17885,57421
2021-03-02,4977,8386,11802,17906,57505
2021-03-03,5012,8414,11816,17927,57575
2021-03-04,5061,8435,11844,17976,57631
2021-03-05,5103,8484,11872,18004,57736
2021-03-06,5117,8484,11879,18018,57757
2021-03-07,5124,8484,11879,18018,57764
2021-03-08,5145,8491,11900,18039,57806
2021-03-09,5173,8505,11921,18053,57855
2021-03-10,5180,8519,11935,18067,57911
2021-03-11,5194,8533,11956,18088,57946
2021-03-12,5215,8547,11970,18116,58016
2021-03-13,5229,8554,11977,18116,58023
2021-03-14,5236,8554,11977,18116,58023
2021-03-15,5250,8554,11984,18130,58044
2021-03-16,5271,8568,11998,18144,58086
2021-03-17,5278,8582,12019,18165,58128
2021-03-18,5292,8596,12040,18179,58191
2021-03-19,5306,8617,12068,18193,58233
2021-03-20,5313,8624,12075,18200,58240
2021-03-21,5320,8631,12075,18200,58240
2021-03-22,5327,8631,12075,18207,58261
2021-03-23,5334,8645,12089,18221,58303
2021-03-24,5341,8652,12103,18242,58331
2021-03-25,5348,8666,12117,18256,58387
2021-03-26,5362,8680,12138,18284,58457
2021-03-27,5369,8687,12145,18298,58485
2021-03-28,5369,8687,12145,18305,58492
2021-03-29,5376,8694,12159,18319,58527
2021-03-30,5383,8708,12173,18326,58562
2021-03-31,5390,8715,12180,18347,58611
2021-04-01,5397,8729,12194,18354,58646
2021-04-02,5397,8729,12194,18361,58653
2021-04-03,5404,8729,12201,18368,58660
2021-04-04,5404,8729,12201,18368,58660
2021-04-05,5404,8736,12201,18368,58660
2021-04-06,5411,8743,12208,18382,58709
2021-04-07,5411,8750,12215,18396,58737
2021-04-08,5418,8764,12222,18396,58772
2021-04-09,5418,8771,12236,18410,58821
2021-04-10,5418,8778,12236,18417,58842
2021-04-11,5425,8785,12243,18424,58863
2021-04-12,5425,8792,12257,18431,58877
2021-04-13,5425,8792,12264,18438,58905
2021-04-14,5432,8806,12271,18452,58933
2021-04-15,5432,8806,12278,18459,58954
2021-04-16,5439,8813,12285,18473,58968
2021-04-17,5439,8820,12285,18473,58975
2021-04-18,5439,8820,12285,18473,58975
2021-04-19,5439,8820,12292,18480,58989
2021-04-20,5439,8827,12299,18480,59010
2021-04-21,5446,8827,12299,18487,59024
2021-04-22,5446,8834,12299,18487,59031
2021-04-23,5453,8834,12306,18487,59038
2021-04-24,5453,8834,12306,18494,59045
2021-04-25,5453,8834,12306,18494,59045
2021-04-26,5453,8834,12306,18501,59052
2021-04-27,5453,8841,12306,18501,59052
2021-04-28,5460,8841,12313,18508,59059
2021-04-29,5460,8848,12320,18515,59080
2021-04-30,5467,8855,12320,18515,59080
2021-05-01,5467,8855,12320,18522,59080
2021-05-02,5467,8855,12320,18522,59080
2021-05-03,5467,8855,12320,18522,59080
2021-05-04,5467,8855,12327,18522,59087
2021-05-05,5467,8855,12327,18522,59087
2021-05-06,5474,8855,12327,18529,59087
2021-05-07,5474,8862,12334,18529,59094
2021-05-08,5474,8862,12334,18529,59094
2021-05-09,5474,8862,12334,18529,59094
2021-05-10,5474,8862,12334,18536,59101
2021-05-11,5474,8862,12341,18536,59101
2021-05-12,5481,8862,12341,18536,59108
2021-05-13,5488,8862,12341,18536,59108
2021-05-14,5488,8862,12348,18543,59115
2021-05-15,5488,8862,12348,18543,59115
2021-05-16,5488,8862,12348,18543,59115
2021-05-17,5488,8862,12348,18543,59122
2021-05-18,5488,8869,12355,18550,59129
2021-05-19,5488,8869,12355,18550,59129
total,5838,9331,12803,19103,60662
