,9,10
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,14,7
2020-12-08,112,49
2020-12-09,203,105
2020-12-10,336,189
2020-12-11,469,280
2020-12-12,581,336
2020-12-13,637,357
2020-12-14,777,476
2020-12-15,1036,847
2020-12-16,1435,1568
2020-12-17,1967,2499
2020-12-18,2604,3654
2020-12-19,3437,5180
2020-12-20,4333,6713
2020-12-21,5068,8344
2020-12-22,5782,9856
2020-12-23,6650,11529
2020-12-24,7007,11970
2020-12-25,7014,11970
2020-12-26,7035,11977
2020-12-27,7077,12012
2020-12-28,7203,12082
2020-12-29,7868,12936
2020-12-30,9359,16744
2020-12-31,10955,22092
2021-01-01,11424,24437
2021-01-02,12173,27139
2021-01-03,12551,27580
2021-01-04,12880,27797
2021-01-05,14063,29078
2021-01-06,15638,33705
2021-01-07,19656,55580
2021-01-08,25459,83965
2021-01-09,32452,105343
2021-01-10,34916,115038
2021-01-11,38017,122640
2021-01-12,43267,136059
2021-01-13,51646,171080
2021-01-14,64099,211372
2021-01-15,77154,258580
2021-01-16,86331,298242
2021-01-17,91994,315273
2021-01-18,98294,329287
2021-01-19,117810,395164
2021-01-20,146825,472129
2021-01-21,186333,572677
2021-01-22,249473,718508
2021-01-23,330876,874335
2021-01-24,367752,927899
2021-01-25,397040,975240
2021-01-26,438228,1029791
2021-01-27,485121,1080492
2021-01-28,562177,1176756
2021-01-29,686686,1339912
2021-01-30,841470,1478708
2021-01-31,941416,1546986
2021-02-01,1032430,1604057
2021-02-02,1155196,1648654
2021-02-03,1322433,1687595
2021-02-04,1500233,1722224
2021-02-05,1679111,1750441
2021-02-06,1898225,1776936
2021-02-07,2001755,1788479
2021-02-08,2096248,1800757
2021-02-09,2199953,1813308
2021-02-10,2284205,1824459
2021-02-11,2358342,1835085
2021-02-12,2421265,1844710
2021-02-13,2476397,1852851
2021-02-14,2491188,1855315
2021-02-15,2504089,1858234
2021-02-16,2514407,1860971
2021-02-17,2523444,1864051
2021-02-18,2531256,1866802
2021-02-19,2536842,1868958
2021-02-20,2541665,1870624
2021-02-21,2543023,1871093
2021-02-22,2545424,1872066
2021-02-23,2549134,1873571
2021-02-24,2553670,1875545
2021-02-25,2558619,1877778
2021-02-26,2563295,1879717
2021-02-27,2566585,1881033
2021-02-28,2567810,1881509
2021-03-01,2569119,1882160
2021-03-02,2570631,1882979
2021-03-03,2572682,1883945
2021-03-04,2575398,1885268
2021-03-05,2578457,1886829
2021-03-06,2581033,1887977
2021-03-07,2581691,1888327
2021-03-08,2582741,1888908
2021-03-09,2584008,1889587
2021-03-10,2585296,1890308
2021-03-11,2586472,1891099
2021-03-12,2588005,1891876
2021-03-13,2589678,1892681
2021-03-14,2590364,1892968
2021-03-15,2591400,1893472
2021-03-16,2592499,1894060
2021-03-17,2593549,1894606
2021-03-18,2594655,1895257
2021-03-19,2595782,1895880
2021-03-20,2596986,1896489
2021-03-21,2597483,1896706
2021-03-22,2598141,1897070
2021-03-23,2598904,1897497
2021-03-24,2599758,1898015
2021-03-25,2600745,1898596
2021-03-26,2601711,1899156
2021-03-27,2602789,1899842
2021-03-28,2603258,1900115
2021-03-29,2603888,1900458
2021-03-30,2604623,1900920
2021-03-31,2605442,1901396
2021-04-01,2606037,1901767
2021-04-02,2606317,1902033
2021-04-03,2606611,1902222
2021-04-04,2606716,1902278
2021-04-05,2606800,1902313
2021-04-06,2607178,1902544
2021-04-07,2607647,1902887
2021-04-08,2608151,1903237
2021-04-09,2608683,1903622
2021-04-10,2609173,1903944
2021-04-11,2609383,1904091
2021-04-12,2609656,1904294
2021-04-13,2609950,1904553
2021-04-14,2610300,1904840
2021-04-15,2610678,1905169
2021-04-16,2611119,1905701
2021-04-17,2611469,1905967
2021-04-18,2611616,1906072
2021-04-19,2611868,1906219
2021-04-20,2612183,1906422
2021-04-21,2612505,1906604
2021-04-22,2612848,1906821
2021-04-23,2613240,1907052
2021-04-24,2613590,1907241
2021-04-25,2613807,1907311
2021-04-26,2614052,1907430
2021-04-27,2614304,1907577
2021-04-28,2614584,1907745
2021-04-29,2614948,1907913
2021-04-30,2615242,1908074
2021-05-01,2615459,1908172
2021-05-02,2615536,1908207
2021-05-03,2615613,1908249
2021-05-04,2615788,1908333
2021-05-05,2615977,1908445
2021-05-06,2616187,1908578
2021-05-07,2616397,1908718
2021-05-08,2616607,1908816
2021-05-09,2616698,1908865
2021-05-10,2616824,1908949
2021-05-11,2617013,1909054
2021-05-12,2617265,1909194
2021-05-13,2617503,1909341
2021-05-14,2617734,1909474
2021-05-15,2617993,1909586
2021-05-16,2618084,1909642
2021-05-17,2618210,1909719
2021-05-18,2618413,1909831
2021-05-19,2618672,1910006
2021-05-20,2618931,1910174
2021-05-21,2619148,1910286
2021-05-22,2619316,1910377
2021-05-23,2619351,1910398
2021-05-24,2619400,1910433
2021-05-25,2619456,1910475
2021-05-26,2619547,1910524
total,2761416,1993362
