,8,9,10,11,12
2020-11-28,7784,12425,17409,25753,80801
2020-11-29,7784,12425,17409,25753,80801
2020-11-30,7784,12425,17409,25753,80801
2020-12-01,7784,12425,17409,25753,80794
2020-12-02,7784,12425,17409,25753,80794
2020-12-03,7784,12425,17409,25753,80794
2020-12-04,7784,12425,17409,25753,80794
2020-12-05,7784,12425,17409,25753,80794
2020-12-06,7784,12425,17409,25753,80794
2020-12-07,7784,12425,17409,25753,80794
2020-12-08,7784,12425,17409,25746,80787
2020-12-09,7784,12425,17409,25739,80780
2020-12-10,7784,12425,17409,25732,80766
2020-12-11,7784,12425,17409,25732,80752
2020-12-12,7784,12425,17409,25732,80745
2020-12-13,7784,12425,17409,25732,80745
2020-12-14,7784,12425,17409,25725,80731
2020-12-15,7784,12425,17402,25683,80633
2020-12-16,7777,12418,17402,25606,80374
2020-12-17,7770,12411,17395,25494,80066
2020-12-18,7770,12411,17388,25445,79926
2020-12-19,7763,12397,17374,25382,79751
2020-12-20,7756,12376,17360,25319,79576
2020-12-21,7742,12355,17325,25249,79380
2020-12-22,7735,12348,17311,25186,79191
2020-12-23,7700,12285,17220,25025,78575
2020-12-24,7679,12257,17171,24920,78232
2020-12-25,7679,12250,17171,24920,78211
2020-12-26,7672,12250,17164,24913,78190
2020-12-27,7672,12250,17164,24913,78190
2020-12-28,7672,12250,17164,24913,78190
2020-12-29,7602,12131,16982,24626,77385
2020-12-30,7343,11564,16065,23086,72457
2020-12-31,7168,11221,15477,22106,69384
2021-01-01,7154,11179,15379,21966,68845
2021-01-02,7133,11130,15309,21840,68460
2021-01-03,7126,11123,15288,21812,68355
2021-01-04,7126,11109,15267,21798,68292
2021-01-05,7063,11004,15134,21539,67585
2021-01-06,6958,10843,14854,21049,65975
2021-01-07,6783,10416,14210,19957,62230
2021-01-08,6503,9856,13279,18515,57414
2021-01-09,6244,9345,12425,17318,53368
2021-01-10,6167,9184,12201,16926,52115
2021-01-11,5992,8841,11627,16023,49105
2021-01-12,5775,8442,11011,15050,45885
2021-01-13,5523,7952,10255,13839,41867
2021-01-14,5138,7343,9310,12446,37156
2021-01-15,4655,6601,8267,10759,31815
2021-01-16,4382,6132,7532,9653,28308
2021-01-17,4270,5971,7245,9247,27020
2021-01-18,4137,5698,6853,8582,24654
2021-01-19,3976,5418,6398,7861,22449
2021-01-20,3794,5082,5887,7154,20146
2021-01-21,3563,4697,5320,6447,18081
2021-01-22,3269,4221,4599,5390,14819
2021-01-23,3143,4004,4249,4935,13335
2021-01-24,3073,3892,4095,4725,12775
2021-01-25,3003,3780,3962,4592,12453
2021-01-26,2926,3675,3815,4438,12089
2021-01-27,2856,3542,3682,4270,11662
2021-01-28,2765,3395,3500,4095,11207
2021-01-29,2667,3199,3276,3864,10619
2021-01-30,2604,3080,3143,3773,10367
2021-01-31,2583,3045,3087,3745,10318
2021-02-01,2534,2940,2996,3668,10115
2021-02-02,2471,2821,2891,3591,9912
2021-02-03,2394,2702,2814,3479,9632
2021-02-04,2275,2541,2681,3339,9170
2021-02-05,2184,2373,2527,3178,8673
2021-02-06,2128,2261,2450,3108,8505
2021-02-07,2107,2219,2429,3087,8442
2021-02-08,2023,2114,2338,2989,8176
2021-02-09,1946,1995,2254,2863,7840
2021-02-10,1841,1876,2128,2716,7420
2021-02-11,1736,1722,1988,2583,7049
2021-02-12,1624,1617,1862,2422,6608
2021-02-13,1540,1554,1813,2373,6468
2021-02-14,1519,1540,1806,2366,6454
2021-02-15,1456,1470,1736,2254,6125
2021-02-16,1386,1407,1645,2170,5866
2021-02-17,1323,1351,1582,2100,5635
2021-02-18,1232,1295,1533,2023,5418
2021-02-19,1190,1239,1477,1960,5208
2021-02-20,1148,1225,1456,1932,5159
2021-02-21,1134,1218,1456,1925,5152
2021-02-22,1106,1190,1407,1883,4984
2021-02-23,1057,1155,1358,1827,4795
2021-02-24,1015,1113,1323,1771,4669
2021-02-25,973,1071,1288,1708,4522
2021-02-26,931,1043,1267,1680,4459
2021-02-27,910,1036,1267,1673,4445
2021-02-28,903,1036,1267,1673,4438
2021-03-01,889,1022,1253,1652,4389
2021-03-02,868,1001,1239,1617,4326
2021-03-03,840,980,1211,1582,4228
2021-03-04,812,945,1176,1540,4144
2021-03-05,784,917,1141,1498,4004
2021-03-06,770,910,1134,1491,3976
2021-03-07,770,903,1134,1484,3969
2021-03-08,749,889,1106,1470,3934
2021-03-09,728,868,1085,1442,3850
2021-03-10,707,847,1057,1414,3780
2021-03-11,693,826,1029,1393,3717
2021-03-12,665,819,1015,1372,3675
2021-03-13,658,805,1008,1358,3654
2021-03-14,658,805,1008,1358,3647
2021-03-15,644,791,994,1344,3619
2021-03-16,630,770,966,1316,3570
2021-03-17,616,756,952,1302,3493
2021-03-18,595,735,931,1260,3430
2021-03-19,581,714,910,1239,3388
2021-03-20,567,700,896,1232,3353
2021-03-21,567,700,896,1232,3353
2021-03-22,560,693,889,1218,3311
2021-03-23,539,679,868,1190,3262
2021-03-24,525,651,854,1176,3213
2021-03-25,504,630,833,1141,3143
2021-03-26,476,609,798,1092,3038
2021-03-27,469,602,777,1078,3003
2021-03-28,462,595,777,1078,2996
2021-03-29,455,581,756,1057,2940
2021-03-30,448,560,728,1029,2870
2021-03-31,434,553,714,1008,2807
2021-04-01,420,525,693,980,2751
2021-04-02,420,525,693,973,2737
2021-04-03,413,525,686,973,2723
2021-04-04,413,525,686,973,2723
2021-04-05,413,525,686,973,2723
2021-04-06,406,518,686,959,2702
2021-04-07,399,504,679,938,2653
2021-04-08,392,497,665,917,2611
2021-04-09,392,483,644,903,2576
2021-04-10,385,476,644,896,2562
2021-04-11,385,476,644,896,2562
2021-04-12,378,476,637,889,2548
2021-04-13,378,469,630,875,2541
2021-04-14,371,455,623,861,2513
2021-04-15,364,448,623,854,2492
2021-04-16,357,448,616,847,2478
2021-04-17,357,448,616,840,2464
2021-04-18,357,448,616,840,2464
2021-04-19,350,448,616,840,2457
2021-04-20,350,441,609,833,2450
2021-04-21,343,434,602,819,2429
2021-04-22,343,427,602,812,2429
2021-04-23,343,427,595,805,2415
2021-04-24,343,427,588,805,2408
2021-04-25,343,427,588,805,2408
2021-04-26,343,427,581,798,2401
2021-04-27,336,427,581,791,2387
2021-04-28,336,420,574,784,2380
2021-04-29,336,420,574,777,2373
2021-04-30,329,413,574,777,2352
2021-05-01,329,413,567,777,2352
2021-05-02,329,413,567,777,2352
2021-05-03,329,413,567,777,2352
2021-05-04,329,413,567,770,2345
2021-05-05,322,406,567,770,2338
2021-05-06,322,406,560,770,2331
2021-05-07,315,399,560,763,2317
2021-05-08,315,399,560,763,2317
2021-05-09,315,399,560,763,2317
2021-05-10,315,399,553,756,2317
2021-05-11,308,399,553,756,2310
2021-05-12,308,399,553,756,2303
2021-05-13,308,392,546,749,2296
2021-05-14,301,392,546,749,2289
2021-05-15,301,392,546,749,2289
2021-05-16,301,392,546,749,2289
2021-05-17,301,392,546,749,2282
2021-05-18,301,385,539,742,2268
2021-05-19,294,378,532,735,2261
2021-05-20,294,378,532,735,2261
2021-05-21,294,371,532,728,2254
2021-05-22,294,371,525,728,2254
total,7784,12425,17409,25753,80801
