,False
2020-11-29,7
2020-11-30,7
2020-12-01,14
2020-12-02,14
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,14
2020-12-08,539
2020-12-09,1484
2020-12-10,2296
2020-12-11,3185
2020-12-12,4046
2020-12-13,4725
2020-12-14,5607
2020-12-15,7056
2020-12-16,8995
2020-12-17,11389
2020-12-18,13629
2020-12-19,15547
2020-12-20,18214
2020-12-21,21672
2020-12-22,24605
2020-12-23,28294
2020-12-24,30128
2020-12-25,30142
2020-12-26,30205
2020-12-27,30744
2020-12-28,31626
2020-12-29,33978
2020-12-30,39718
2020-12-31,45213
2021-01-01,46669
2021-01-02,48321
2021-01-03,49616
2021-01-04,52080
2021-01-05,57092
2021-01-06,63924
2021-01-07,74067
2021-01-08,84735
2021-01-09,94262
2021-01-10,99813
2021-01-11,108052
2021-01-12,118405
2021-01-13,129913
2021-01-14,142772
2021-01-15,157206
2021-01-16,169470
2021-01-17,177912
2021-01-18,187649
2021-01-19,198814
2021-01-20,210875
2021-01-21,223566
2021-01-22,238042
2021-01-23,249557
2021-01-24,256697
2021-01-25,264901
2021-01-26,274197
2021-01-27,283150
2021-01-28,292369
2021-01-29,302645
2021-01-30,310919
2021-01-31,317086
2021-02-01,322861
2021-02-02,329469
2021-02-03,336700
2021-02-04,344554
2021-02-05,352394
2021-02-06,359639
2021-02-07,364161
2021-02-08,368389
2021-02-09,374010
2021-02-10,381157
2021-02-11,390726
2021-02-12,402801
2021-02-13,415107
2021-02-14,422121
2021-02-15,429408
2021-02-16,444829
2021-02-17,468832
2021-02-18,491183
2021-02-19,510517
2021-02-20,529970
2021-02-21,538755
2021-02-22,548989
2021-02-23,569849
2021-02-24,602168
2021-02-25,641816
2021-02-26,687470
2021-02-27,724850
2021-02-28,747677
2021-03-01,770119
2021-03-02,798490
2021-03-03,837347
2021-03-04,890603
2021-03-05,946232
2021-03-06,1005872
2021-03-07,1032864
2021-03-08,1065659
2021-03-09,1101345
2021-03-10,1142624
2021-03-11,1188684
2021-03-12,1261491
2021-03-13,1381163
2021-03-14,1439473
2021-03-15,1525825
2021-03-16,1628977
2021-03-17,1740361
2021-03-18,1878422
2021-03-19,2026024
2021-03-20,2232349
2021-03-21,2316076
2021-03-22,2389275
2021-03-23,2458120
2021-03-24,2520504
2021-03-25,2580858
2021-03-26,2644537
2021-03-27,2722251
2021-03-28,2761360
2021-03-29,2791264
2021-03-30,2817101
2021-03-31,2842434
2021-04-01,2855510
2021-04-02,2864561
2021-04-03,2874760
2021-04-04,2879282
2021-04-05,2881305
2021-04-06,2884903
2021-04-07,2889719
2021-04-08,2894136
2021-04-09,2900065
2021-04-10,2906099
2021-04-11,2908493
2021-04-12,2910271
2021-04-13,2912112
2021-04-14,2913897
2021-04-15,2915724
2021-04-16,2917586
2021-04-17,2919686
2021-04-18,2920673
2021-04-19,2921674
2021-04-20,2922710
2021-04-21,2923977
2021-04-22,2925265
2021-04-23,2926686
2021-04-24,2928366
2021-04-25,2929227
2021-04-26,2930116
2021-04-27,2931194
2021-04-28,2932237
2021-04-29,2933336
2021-04-30,2934533
2021-05-01,2935541
2021-05-02,2936115
2021-05-03,2936472
2021-05-04,2937095
2021-05-05,2937970
2021-05-06,2938950
2021-05-07,2940035
2021-05-08,2941267
2021-05-09,2941897
2021-05-10,2942618
2021-05-11,2943584
2021-05-12,2944865
2021-05-13,2946307
2021-05-14,2947742
2021-05-15,2949338
2021-05-16,2950185
2021-05-17,2950913
2021-05-18,2951942
2021-05-19,2953419
total,3393537
