,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,7
2020-12-02,0,7
2020-12-03,0,7
2020-12-04,0,7
2020-12-05,0,7
2020-12-06,0,7
2020-12-07,7,7
2020-12-08,378,161
2020-12-09,1092,392
2020-12-10,1680,609
2020-12-11,2345,833
2020-12-12,2996,1043
2020-12-13,3514,1211
2020-12-14,4200,1407
2020-12-15,5271,1785
2020-12-16,6755,2233
2020-12-17,8645,2744
2020-12-18,10395,3227
2020-12-19,11886,3661
2020-12-20,13944,4263
2020-12-21,16737,4935
2020-12-22,18998,5600
2020-12-23,21840,6454
2020-12-24,23212,6909
2020-12-25,23219,6916
2020-12-26,23268,6937
2020-12-27,23681,7063
2020-12-28,24381,7238
2020-12-29,26215,7763
2020-12-30,30828,8890
2020-12-31,35189,10024
2021-01-01,36358,10311
2021-01-02,37660,10654
2021-01-03,38675,10941
2021-01-04,40593,11487
2021-01-05,44562,12530
2021-01-06,50029,13895
2021-01-07,58107,15953
2021-01-08,66549,18179
2021-01-09,74172,20090
2021-01-10,78631,21182
2021-01-11,85155,22897
2021-01-12,93394,25004
2021-01-13,102557,27349
2021-01-14,112651,30114
2021-01-15,123865,33334
2021-01-16,133595,35875
2021-01-17,140224,37681
2021-01-18,147868,39781
2021-01-19,156548,42266
2021-01-20,165795,45073
2021-01-21,175525,48041
2021-01-22,186599,51436
2021-01-23,195265,54285
2021-01-24,200683,56007
2021-01-25,206703,58191
2021-01-26,213535,60655
2021-01-27,219982,63168
2021-01-28,226730,65639
2021-01-29,234129,68509
2021-01-30,240058,70854
2021-01-31,244475,72604
2021-02-01,248486,74368
2021-02-02,253113,76349
2021-02-03,258104,78589
2021-02-04,263452,81102
2021-02-05,268800,83587
2021-02-06,273658,85981
2021-02-07,276647,87507
2021-02-08,279503,88886
2021-02-09,283227,90783
2021-02-10,287784,93373
2021-02-11,293881,96838
2021-02-12,301469,101332
2021-02-13,309267,105833
2021-02-14,313754,108360
2021-02-15,318381,111020
2021-02-16,327502,117327
2021-02-17,341628,127197
2021-02-18,354739,136437
2021-02-19,366170,144347
2021-02-20,377636,152334
2021-02-21,382585,156170
2021-02-22,388458,160524
2021-02-23,400365,169484
2021-02-24,418740,183421
2021-02-25,441252,200557
2021-02-26,466725,220745
2021-02-27,487459,237384
2021-02-28,499709,247968
2021-03-01,512029,258090
2021-03-02,527247,271236
2021-03-03,547904,289436
2021-03-04,575995,314601
2021-03-05,605045,341187
2021-03-06,636118,369754
2021-03-07,649600,383264
2021-03-08,665672,399987
2021-03-09,683235,418110
2021-03-10,703689,438928
2021-03-11,726397,462280
2021-03-12,762055,499429
2021-03-13,820190,560966
2021-03-14,847518,591955
2021-03-15,889231,636594
2021-03-16,938875,690102
2021-03-17,991480,748881
2021-03-18,1056853,821569
2021-03-19,1125677,900347
2021-03-20,1221003,1011346
2021-03-21,1257830,1058239
2021-03-22,1289456,1099812
2021-03-23,1319955,1138158
2021-03-24,1347724,1172773
2021-03-25,1374996,1205855
2021-03-26,1402814,1241716
2021-03-27,1436365,1285886
2021-03-28,1452857,1308503
2021-03-29,1465870,1325394
2021-03-30,1477203,1339898
2021-03-31,1488536,1353891
2021-04-01,1494136,1361374
2021-04-02,1497888,1366666
2021-04-03,1502193,1372560
2021-04-04,1503957,1375318
2021-04-05,1504811,1376494
2021-04-06,1506428,1378468
2021-04-07,1508563,1381149
2021-04-08,1510551,1383585
2021-04-09,1513141,1386917
2021-04-10,1515647,1390452
2021-04-11,1516683,1391803
2021-04-12,1517474,1392790
2021-04-13,1518286,1393819
2021-04-14,1519077,1394820
2021-04-15,1519882,1395842
2021-04-16,1520687,1396899
2021-04-17,1521597,1398089
2021-04-18,1522038,1398635
2021-04-19,1522472,1399202
2021-04-20,1522913,1399790
2021-04-21,1523494,1400483
2021-04-22,1524033,1401232
2021-04-23,1524656,1402023
2021-04-24,1525370,1402996
2021-04-25,1525727,1403500
2021-04-26,1526112,1404004
2021-04-27,1526567,1404620
2021-04-28,1527029,1405208
2021-04-29,1527519,1405810
2021-04-30,1528044,1406489
2021-05-01,1528457,1407084
2021-05-02,1528695,1407420
2021-05-03,1528821,1407644
2021-05-04,1529094,1407994
2021-05-05,1529493,1408477
2021-05-06,1529948,1409002
2021-05-07,1530459,1409576
2021-05-08,1530977,1410283
2021-05-09,1531229,1410661
2021-05-10,1531537,1411081
2021-05-11,1531964,1411613
2021-05-12,1532587,1412271
2021-05-13,1533266,1413041
2021-05-14,1533973,1413769
2021-05-15,1534722,1414616
2021-05-16,1535086,1415099
2021-05-17,1535422,1415484
2021-05-18,1535877,1416065
2021-05-19,1536542,1416870
total,1713257,1680280
