,5,6,7
2020-11-29,0,0,0
2020-11-30,0,0,7
2020-12-01,0,0,7
2020-12-02,0,0,7
2020-12-03,0,0,7
2020-12-04,0,0,7
2020-12-05,0,0,7
2020-12-06,0,0,7
2020-12-07,0,0,7
2020-12-08,210,210,119
2020-12-09,553,553,378
2020-12-10,840,833,616
2020-12-11,1190,1141,847
2020-12-12,1533,1463,1043
2020-12-13,1799,1694,1225
2020-12-14,2114,2030,1456
2020-12-15,2653,2590,1806
2020-12-16,3381,3346,2254
2020-12-17,4256,4235,2891
2020-12-18,5124,5061,3437
2020-12-19,5789,5782,3969
2020-12-20,6748,6825,4627
2020-12-21,8036,8148,5474
2020-12-22,9198,9212,6181
2020-12-23,10549,10591,7147
2020-12-24,11235,11256,7637
2020-12-25,11242,11256,7637
2020-12-26,11270,11284,7644
2020-12-27,11473,11494,7784
2020-12-28,11830,11760,8029
2020-12-29,12761,12593,8617
2020-12-30,14938,14693,10080
2020-12-31,17038,16758,11410
2021-01-01,17633,17269,11760
2021-01-02,18284,17871,12152
2021-01-03,18809,18319,12474
2021-01-04,19761,19236,13069
2021-01-05,21770,21070,14252
2021-01-06,24346,23548,16016
2021-01-07,28119,27321,18620
2021-01-08,32193,31276,21259
2021-01-09,35819,34846,23590
2021-01-10,38066,36883,24864
2021-01-11,41356,39956,26733
2021-01-12,45465,43869,29064
2021-01-13,49987,48153,31759
2021-01-14,54964,52927,34860
2021-01-15,60641,58226,38332
2021-01-16,65401,62762,41307
2021-01-17,68712,65870,43330
2021-01-18,72555,69440,45654
2021-01-19,76860,73486,48461
2021-01-20,81417,78022,51436
2021-01-21,86394,82586,54593
2021-01-22,92022,87710,58296
2021-01-23,96404,91854,61292
2021-01-24,99078,94388,63238
2021-01-25,102263,97419,65212
2021-01-26,105868,100758,67571
2021-01-27,109396,103950,69811
2021-01-28,112966,107254,72149
2021-01-29,116739,110936,74963
2021-01-30,119805,113925,77175
2021-01-31,122136,116067,78876
2021-02-01,124320,118076,80451
2021-02-02,126742,120379,82334
2021-02-03,129262,122962,84469
2021-02-04,132132,125664,86758
2021-02-05,134918,128345,89124
2021-02-06,137445,130851,91322
2021-02-07,138971,132419,92757
2021-02-08,140518,133840,94024
2021-02-09,142408,135737,95851
2021-02-10,144515,137949,98679
2021-02-11,147126,140924,102662
2021-02-12,150528,144466,107786
2021-02-13,153895,147910,113267
2021-02-14,155946,150094,116046
2021-02-15,158109,152334,118923
2021-02-16,161735,156653,126399
2021-02-17,167377,163751,137641
2021-02-18,172949,170611,147560
2021-02-19,177639,176491,156317
2021-02-20,182539,182119,165228
2021-02-21,184758,184534,169372
2021-02-22,187628,187565,173698
2021-02-23,193130,193949,182665
2021-02-24,200018,202034,199990
2021-02-25,207732,211659,222292
2021-02-26,215719,222299,249277
2021-02-27,222278,230405,271978
2021-02-28,225484,234052,287945
2021-03-01,228256,237111,304563
2021-03-02,231644,240940,325703
2021-03-03,236537,247660,352947
2021-03-04,243446,256438,390495
2021-03-05,250635,267967,427399
2021-03-06,258706,280378,466550
2021-03-07,260967,285229,486423
2021-03-08,263305,291886,510223
2021-03-09,266630,303037,531440
2021-03-10,270585,318570,553210
2021-03-11,275884,338051,574483
2021-03-12,289387,368963,602861
2021-03-13,320971,421085,638820
2021-03-14,332199,449400,657580
2021-03-15,346899,500675,677943
2021-03-16,374045,559048,695562
2021-03-17,416948,612906,710164
2021-03-18,487207,665945,724941
2021-03-19,561022,723758,740873
2021-03-20,683067,790783,758072
2021-03-21,727622,822780,765219
2021-03-22,767557,849933,771288
2021-03-23,807520,873677,776405
2021-03-24,844431,893900,781634
2021-03-25,881531,912345,786422
2021-03-26,920318,932190,791434
2021-03-27,969836,954436,797363
2021-03-28,993454,967141,800142
2021-03-29,1011409,976619,802606
2021-03-30,1027033,984599,804825
2021-03-31,1042881,992152,806750
2021-04-01,1049664,997255,807940
