,6
2020-11-28,0
2020-11-29,7
2020-11-30,14
2020-12-01,21
2020-12-02,21
2020-12-03,28
2020-12-04,28
2020-12-05,28
2020-12-06,28
2020-12-07,35
2020-12-08,448
2020-12-09,1225
2020-12-10,1988
2020-12-11,2821
2020-12-12,3535
2020-12-13,3976
2020-12-14,4809
2020-12-15,6314
2020-12-16,8141
2020-12-17,10416
2020-12-18,12726
2020-12-19,14672
2020-12-20,17374
2020-12-21,20608
2020-12-22,23555
2020-12-23,26950
2020-12-24,28525
2020-12-25,28532
2020-12-26,28686
2020-12-27,29127
2020-12-28,29799
2020-12-29,32123
2020-12-30,36946
2020-12-31,41552
2021-01-01,42861
2021-01-02,44436
2021-01-03,45640
2021-01-04,48006
2021-01-05,52619
2021-01-06,58912
2021-01-07,68005
2021-01-08,77959
2021-01-09,86093
2021-01-10,91161
2021-01-11,98441
2021-01-12,107653
2021-01-13,117740
2021-01-14,128849
2021-01-15,140973
2021-01-16,150759
2021-01-17,157360
2021-01-18,165767
2021-01-19,175077
2021-01-20,185185
2021-01-21,195888
2021-01-22,207571
2021-01-23,216965
2021-01-24,222565
2021-01-25,229481
2021-01-26,237167
2021-01-27,244979
2021-01-28,252791
2021-01-29,261506
2021-01-30,268604
2021-01-31,273434
2021-02-01,278439
2021-02-02,284179
2021-02-03,290570
2021-02-04,297283
2021-02-05,304178
2021-02-06,311192
2021-02-07,315294
2021-02-08,319494
2021-02-09,324611
2021-02-10,330421
2021-02-11,337645
2021-02-12,346850
2021-02-13,356769
2021-02-14,362922
2021-02-15,369621
2021-02-16,381472
2021-02-17,400099
2021-02-18,418894
2021-02-19,435421
2021-02-20,451731
2021-02-21,457513
2021-02-22,466137
2021-02-23,483112
2021-02-24,507038
2021-02-25,532847
2021-02-26,559811
2021-02-27,582372
2021-02-28,591269
2021-03-01,599480
2021-03-02,609651
2021-03-03,624057
2021-03-04,645204
2021-03-05,674282
2021-03-06,706839
2021-03-07,722449
2021-03-08,741447
2021-03-09,769951
2021-03-10,812693
2021-03-11,863786
2021-03-12,937440
2021-03-13,1049986
2021-03-14,1112804
2021-03-15,1227086
2021-03-16,1353828
2021-03-17,1476195
2021-03-18,1595811
2021-03-19,1733431
2021-03-20,1886031
2021-03-21,1959678
2021-03-22,2022846
2021-03-23,2076221
2021-03-24,2124206
2021-03-25,2168698
2021-03-26,2217061
2021-03-27,2271115
2021-03-28,2299241
2021-03-29,2321585
2021-03-30,2340247
2021-03-31,2359203
2021-04-01,2372321
2021-04-02,2381246
2021-04-03,2391361
2021-04-04,2395414
2021-04-05,2397528
2021-04-06,2401980
2021-04-07,2406418
2021-04-08,2410240
2021-04-09,2414881
2021-04-10,2419004
2021-04-11,2420579
2021-04-12,2422231
2021-04-13,2424065
2021-04-14,2425808
2021-04-15,2427621
2021-04-16,2429378
2021-04-17,2430946
2021-04-18,2431660
2021-04-19,2432843
2021-04-20,2434026
2021-04-21,2435419
2021-04-22,2436819
2021-04-23,2438226
2021-04-24,2439542
2021-04-25,2440137
2021-04-26,2441257
2021-04-27,2442496
2021-04-28,2443637
2021-04-29,2444911
2021-04-30,2446108
2021-05-01,2447046
2021-05-02,2447501
2021-05-03,2447795
2021-05-04,2448523
2021-05-05,2449685
2021-05-06,2450735
2021-05-07,2451701
2021-05-08,2452688
2021-05-09,2453192
2021-05-10,2454011
2021-05-11,2455271
2021-05-12,2456650
2021-05-13,2458218
2021-05-14,2459548
2021-05-15,2460906
2021-05-16,2461508
2021-05-17,2462565
2021-05-18,2463783
2021-05-19,2465176
2021-05-20,2466527
2021-05-21,2467780
2021-05-22,2468858
2021-05-23,2469089
2021-05-24,2469418
2021-05-25,2469838
2021-05-26,2470307
total,2804333
