,11,12
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,14,14
2020-12-02,14,14
2020-12-03,14,14
2020-12-04,14,14
2020-12-05,14,14
2020-12-06,14,14
2020-12-07,14,14
2020-12-08,14,28
2020-12-09,63,77
2020-12-10,126,182
2020-12-11,224,287
2020-12-12,266,322
2020-12-13,273,322
2020-12-14,364,427
2020-12-15,455,546
2020-12-16,588,679
2020-12-17,700,812
2020-12-18,812,959
2020-12-19,819,980
2020-12-20,840,1001
2020-12-21,896,1085
2020-12-22,952,1141
2020-12-23,1043,1246
2020-12-24,1092,1309
2020-12-25,1092,1316
2020-12-26,1099,1316
2020-12-27,1099,1316
2020-12-28,1106,1323
2020-12-29,1134,1365
2020-12-30,1162,1400
2020-12-31,1197,1449
2021-01-01,1218,1470
2021-01-02,1239,1491
2021-01-03,1246,1498
2021-01-04,1344,1624
2021-01-05,1498,1855
2021-01-06,1638,2016
2021-01-07,1820,2191
2021-01-08,2002,2394
2021-01-09,2058,2471
2021-01-10,2072,2485
2021-01-11,2310,2786
2021-01-12,2562,3052
2021-01-13,2856,3367
2021-01-14,3150,3647
2021-01-15,3409,3878
2021-01-16,3486,3920
2021-01-17,3514,3962
2021-01-18,3934,4347
2021-01-19,4277,4683
2021-01-20,4522,4963
2021-01-21,4718,5194
2021-01-22,4893,5383
2021-01-23,4914,5404
2021-01-24,4928,5425
2021-01-25,5215,5726
2021-01-26,5593,6062
2021-01-27,5845,6321
2021-01-28,6006,6510
2021-01-29,6181,6678
2021-01-30,6195,6699
2021-01-31,6209,6699
2021-02-01,6412,6944
2021-02-02,6685,7161
2021-02-03,6874,7343
2021-02-04,7056,7525
2021-02-05,7266,7749
2021-02-06,7308,7798
2021-02-07,7322,7812
2021-02-08,7546,8064
2021-02-09,7791,8365
2021-02-10,8001,8568
2021-02-11,8176,8757
2021-02-12,8274,8876
2021-02-13,8281,8883
2021-02-14,8288,8890
2021-02-15,8358,8967
2021-02-16,8428,9044
2021-02-17,8484,9121
2021-02-18,8547,9177
2021-02-19,8596,9233
2021-02-20,8603,9233
2021-02-21,8603,9233
2021-02-22,8652,9282
2021-02-23,8715,9373
2021-02-24,8757,9436
2021-02-25,8792,9478
2021-02-26,8834,9520
2021-02-27,8834,9527
2021-02-28,8834,9534
2021-03-01,8883,9569
2021-03-02,8946,9625
2021-03-03,9009,9688
2021-03-04,9072,9758
2021-03-05,9114,9814
2021-03-06,9121,9828
2021-03-07,9128,9828
2021-03-08,9191,9870
2021-03-09,9261,9933
2021-03-10,9317,9989
2021-03-11,9387,10045
2021-03-12,9408,10066
2021-03-13,9415,10066
2021-03-14,9415,10066
2021-03-15,9471,10129
2021-03-16,9527,10178
2021-03-17,9576,10213
2021-03-18,9604,10248
2021-03-19,9646,10276
2021-03-20,9653,10276
2021-03-21,9653,10276
2021-03-22,9695,10304
2021-03-23,9723,10339
2021-03-24,9807,10388
2021-03-25,9842,10423
2021-03-26,9863,10437
2021-03-27,9870,10437
2021-03-28,9870,10437
2021-03-29,9877,10458
2021-03-30,9912,10500
2021-03-31,9940,10521
2021-04-01,9961,10535
2021-04-02,9961,10542
2021-04-03,9961,10542
2021-04-04,9961,10542
2021-04-05,9961,10542
2021-04-06,9968,10549
2021-04-07,9982,10570
2021-04-08,9989,10584
2021-04-09,10003,10591
2021-04-10,10003,10591
2021-04-11,10003,10591
2021-04-12,10010,10605
2021-04-13,10024,10626
2021-04-14,10031,10633
2021-04-15,10045,10654
2021-04-16,10052,10661
2021-04-17,10052,10661
2021-04-18,10052,10661
2021-04-19,10059,10661
2021-04-20,10066,10675
2021-04-21,10066,10689
2021-04-22,10073,10696
2021-04-23,10094,10710
2021-04-24,10094,10710
2021-04-25,10094,10710
2021-04-26,10101,10724
2021-04-27,10101,10731
2021-04-28,10115,10745
2021-04-29,10122,10745
2021-04-30,10122,10752
2021-05-01,10122,10752
2021-05-02,10122,10752
2021-05-03,10129,10752
2021-05-04,10129,10759
2021-05-05,10136,10759
2021-05-06,10143,10773
2021-05-07,10150,10780
2021-05-08,10150,10780
2021-05-09,10150,10780
2021-05-10,10157,10794
2021-05-11,10164,10794
2021-05-12,10178,10801
2021-05-13,10178,10808
2021-05-14,10185,10822
2021-05-15,10185,10822
2021-05-16,10185,10822
2021-05-17,10185,10829
2021-05-18,10206,10836
2021-05-19,10213,10843
total,588168,525357
