,0,1,2,3,4,5,6,7,8,9
2020-11-28,14242844,144186,1465849,2683527,1157807,1428448,2534126,1237145,1625365,1816815
2020-11-29,14242844,144186,1465849,2683527,1157807,1428448,2534126,1237145,1625365,1816815
2020-11-30,14242837,144186,1465842,2683520,1157807,1428448,2534126,1237138,1625358,1816808
2020-12-01,14242725,144179,1465765,2683513,1157800,1428434,2534119,1237138,1625351,1816794
2020-12-02,14242718,144179,1465758,2683506,1157793,1428434,2534112,1237131,1625351,1816794
2020-12-03,14242718,144172,1465751,2683499,1157793,1428434,2534112,1237131,1625344,1816794
2020-12-04,14242711,144172,1465751,2683499,1157793,1428434,2534105,1237131,1625344,1816787
2020-12-05,14242704,144172,1465744,2683499,1157793,1428434,2534105,1237131,1625344,1816787
2020-12-06,14242697,144172,1465744,2683499,1157793,1428427,2534105,1237131,1625344,1816787
2020-12-07,14242697,144172,1465730,2683492,1157793,1428427,2534105,1237131,1625337,1816780
2020-12-08,14241864,144158,1464799,2683380,1157576,1428343,2533769,1236998,1625134,1816521
2020-12-09,14240198,144144,1463770,2683296,1157219,1428196,2533230,1236711,1624700,1816122
2020-12-10,14237867,144123,1461775,2683149,1156799,1428021,2532530,1236368,1624217,1815597
2020-12-11,14235389,144102,1459675,2682988,1156309,1427818,2531753,1236011,1623692,1815037
2020-12-12,14233219,144095,1458352,2682876,1155938,1427671,2531144,1235752,1623300,1814610
2020-12-13,14232134,144095,1458051,2682834,1155812,1427608,2530857,1235598,1623090,1814365
2020-12-14,14229901,144074,1455538,2682652,1155525,1427426,2530269,1235297,1622600,1813847
2020-12-15,14226184,143927,1432284,2682225,1154923,1427104,2529086,1234709,1621655,1812867
2020-12-16,14221613,143584,1389423,2681378,1154216,1426677,2527777,1233981,1620584,1811768
2020-12-17,14216237,143143,1347619,2680531,1153383,1426110,2526132,1232973,1619198,1810305
2020-12-18,14210539,142933,1313795,2679334,1152543,1425529,2524424,1232021,1617714,1808828
2020-12-19,14205632,142667,1270143,2677696,1151850,1424927,2523052,1231174,1616489,1807575
2020-12-20,14199451,142380,1240498,2675834,1150982,1424213,2521218,1229991,1614837,1805958
2020-12-21,14191709,142065,1221878,2674112,1149932,1423436,2518943,1228689,1612926,1804026
2020-12-22,14184233,141778,1188852,2672481,1148896,1422743,2516864,1227492,1611043,1802157
2020-12-23,14175805,140805,1161496,2670605,1147762,1422001,2514484,1226148,1609034,1800106
2020-12-24,14171703,140266,1155035,2670115,1147237,1421672,2513357,1225518,1608117,1799154
2020-12-25,14171612,140231,1155028,2670108,1147223,1421665,2513336,1225511,1608110,1799140
2020-12-26,14170870,140203,1154986,2670080,1147146,1421623,2513189,1225434,1607984,1799007
2020-12-27,14169449,140203,1154909,2670017,1146985,1421553,2512895,1225294,1607753,1798762
2020-12-28,14166936,140196,1154664,2669919,1146733,1421413,2512377,1225035,1607347,1798314
2020-12-29,14159229,138733,1144990,2668785,1145739,1420797,2510382,1223978,1605856,1796725
2020-12-30,14145908,130515,1122919,2665418,1143842,1419635,2506700,1222011,1603140,1793743
2020-12-31,14134015,125363,1107953,2660483,1142218,1418599,2503515,1220366,1600599,1790950
2021-01-01,14130214,124516,1104040,2658250,1141735,1418249,2502479,1219778,1599801,1790054
2021-01-02,14125167,123886,1097803,2655541,1141112,1417843,2501205,1219092,1598828,1789011
2021-01-03,14121478,123711,1096907,2654862,1140748,1417584,2500281,1218630,1598072,1788213
2021-01-04,14113785,123592,1095465,2654456,1140020,1417150,2498615,1217734,1596623,1786575
2021-01-05,14099652,122325,1090026,2652293,1138529,1416219,2495290,1215949,1593844,1783516
2021-01-06,14080794,119686,1080212,2648597,1136667,1414805,2490663,1213366,1590036,1779421
2021-01-07,14056798,113596,1034341,2632105,1133944,1412691,2484615,1209775,1584716,1774052
2021-01-08,14030030,105567,970760,2610391,1130465,1410003,2477538,1205715,1578724,1768158
