,8,9,10,11,12
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,0
2020-12-02,0,0,0,0,0
2020-12-03,0,0,0,0,0
2020-12-04,0,0,0,0,0
2020-12-05,0,0,0,0,0
2020-12-06,0,0,0,0,0
2020-12-07,0,0,0,0,0
2020-12-08,0,0,0,7,7
2020-12-09,0,0,0,14,28
2020-12-10,0,0,0,28,49
2020-12-11,0,0,0,28,70
2020-12-12,0,0,0,35,84
2020-12-13,0,0,0,35,91
2020-12-14,0,0,0,49,112
2020-12-15,0,0,0,126,287
2020-12-16,7,7,7,252,714
2020-12-17,7,14,14,420,1176
2020-12-18,14,14,28,532,1449
2020-12-19,14,28,49,630,1722
2020-12-20,28,56,70,721,1995
2020-12-21,42,70,98,826,2268
2020-12-22,49,77,119,931,2555
2020-12-23,91,161,252,1190,3465
2020-12-24,126,231,336,1393,4109
2020-12-25,133,238,343,1393,4130
2020-12-26,133,238,343,1400,4151
2020-12-27,133,238,343,1400,4151
2020-12-28,133,238,343,1400,4165
2020-12-29,224,406,616,1848,5495
2020-12-30,665,1309,2044,4221,13041
2020-12-31,973,1918,3045,5852,18046
2021-01-01,1008,1995,3185,6062,18928
2021-01-02,1036,2051,3283,6223,19453
2021-01-03,1043,2065,3311,6265,19621
2021-01-04,1057,2093,3353,6321,19747
2021-01-05,1134,2226,3549,6664,20811
2021-01-06,1281,2464,3948,7371,23142
2021-01-07,1575,3129,4991,9142,29120
2021-01-08,2030,4018,6475,11543,37030
2021-01-09,2394,4767,7707,13356,43183
2021-01-10,2499,4984,8022,13916,45003
2021-01-11,2786,5544,8925,15372,49980
2021-01-12,3150,6251,10087,17241,56245
2021-01-13,3577,7042,11333,19278,63042
2021-01-14,4151,7987,12831,21644,71078
2021-01-15,4942,9219,14651,24633,80717
2021-01-16,5418,10038,15897,26593,87073
2021-01-17,5600,10332,16394,27307,89474
2021-01-18,5880,10878,17171,28637,93996
2021-01-19,6181,11396,18004,29974,98266
2021-01-20,6510,11949,18865,31248,102221
2021-01-21,6958,12663,19992,32781,106722
2021-01-22,7616,13762,21623,35175,114464
2021-01-23,7868,14168,22365,36001,117033
2021-01-24,7994,14343,22638,36316,118020
2021-01-25,8092,14518,22855,36561,118622
2021-01-26,8204,14700,23128,36855,119385
2021-01-27,8330,14896,23338,37149,120141
2021-01-28,8477,15106,23653,37443,120932
2021-01-29,8624,15407,24024,37821,121898
2021-01-30,8708,15596,24276,37975,122290
2021-01-31,8736,15673,24381,38017,122381
2021-02-01,8813,15848,24549,38157,122752
2021-02-02,8904,16037,24731,38290,123151
2021-02-03,9030,16275,24892,38486,123697
2021-02-04,9191,16541,25137,38738,124453
2021-02-05,9324,16863,25389,38997,125258
2021-02-06,9408,17094,25522,39116,125545
2021-02-07,9436,17185,25571,39158,125650
2021-02-08,9548,17367,25697,39291,126021
2021-02-09,9681,17563,25851,39480,126588
2021-02-10,9884,17829,26068,39739,127344
2021-02-11,10087,18130,26306,39991,128072
2021-02-12,10311,18375,26544,40271,128933
2021-02-13,10451,18515,26635,40362,129234
