,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,147,70
2020-12-09,399,154
2020-12-10,616,224
2020-12-11,875,315
2020-12-12,1141,399
2020-12-13,1337,469
2020-12-14,1582,539
2020-12-15,1967,700
2020-12-16,2499,889
2020-12-17,3206,1057
2020-12-18,3885,1246
2020-12-19,4389,1414
2020-12-20,5131,1624
2020-12-21,6174,1883
2020-12-22,7063,2149
2020-12-23,8092,2471
2020-12-24,8610,2646
2020-12-25,8610,2646
2020-12-26,8638,2653
2020-12-27,8785,2702
2020-12-28,9065,2779
2020-12-29,9779,2996
2020-12-30,11529,3430
2020-12-31,13195,3864
2021-01-01,13664,3990
2021-01-02,14175,4137
2021-01-03,14588,4242
2021-01-04,15351,4445
2021-01-05,16947,4858
2021-01-06,19019,5362
2021-01-07,22057,6097
2021-01-08,25284,6951
2021-01-09,28182,7679
2021-01-10,29981,8127
2021-01-11,32571,8827
2021-01-12,35840,9674
2021-01-13,39424,10619
2021-01-14,43386,11634
2021-01-15,47824,12873
2021-01-16,51660,13804
2021-01-17,54278,14490
2021-01-18,57330,15288
2021-01-19,60711,16212
2021-01-20,64260,17227
2021-01-21,68159,18305
2021-01-22,72513,19579
2021-01-23,75859,20622
2021-01-24,77945,21210
2021-01-25,80311,22036
2021-01-26,82992,22953
2021-01-27,85610,23877
2021-01-28,88256,24801
2021-01-29,91091,25746
2021-01-30,93366,26544
2021-01-31,95046,27195
2021-02-01,96579,27839
2021-02-02,98315,28539
2021-02-03,100086,29295
2021-02-04,102095,30156
2021-02-05,104048,31003
2021-02-06,105805,31773
2021-02-07,106869,32242
2021-02-08,107940,32725
2021-02-09,109235,33341
2021-02-10,110649,34041
2021-02-11,112413,34902
2021-02-12,114667,36078
2021-02-13,116963,37163
2021-02-14,118356,37821
2021-02-15,119854,38535
2021-02-16,122108,39963
2021-02-17,125615,42161
2021-02-18,129094,44338
2021-02-19,132013,46165
2021-02-20,135051,48055
2021-02-21,136290,49035
2021-02-22,137942,50309
2021-02-23,141218,52605
2021-02-24,145348,55440
2021-02-25,150031,58527
2021-02-26,154847,61761
2021-02-27,158767,64393
2021-02-28,160685,65688
2021-03-01,162449,66752
2021-03-02,164500,68166
2021-03-03,167475,70161
2021-03-04,171556,73073
2021-03-05,175847,76055
2021-03-06,180502,79520
2021-03-07,181853,80444
2021-03-08,183323,81403
2021-03-09,185297,82894
2021-03-10,187698,84665
2021-03-11,190771,87346
2021-03-12,197876,94178
2021-03-13,213479,110229
2021-03-14,219016,115941
2021-03-15,226604,123662
2021-03-16,240492,137984
2021-03-17,261506,161077
2021-03-18,295232,198702
2021-03-19,330281,238350
2021-03-20,387450,303352
2021-03-21,407288,328083
2021-03-22,424942,351288
2021-03-23,442995,374276
2021-03-24,459683,395353
2021-03-25,476623,416290
2021-03-26,493815,438508
2021-03-27,515130,466718
2021-03-28,525091,480340
2021-03-29,533015,490924
2021-03-30,539903,499975
2021-03-31,547001,508984
2021-04-01,549983,513037
2021-04-02,551663,515466
2021-04-03,553602,518231
2021-04-04,554316,519379
2021-04-05,554659,519848
2021-04-06,555555,520982
2021-04-07,556773,522648
2021-04-08,557963,524167
2021-04-09,559468,526190
2021-04-10,560889,528304
2021-04-11,561540,529144
2021-04-12,562065,529851
2021-04-13,562555,530530
2021-04-14,563045,531223
2021-04-15,563577,531986
2021-04-16,564060,532728
2021-04-17,564564,533407
2021-04-18,564837,533743
2021-04-19,565103,534156
2021-04-20,565404,534562
2021-04-21,565810,535073
2021-04-22,566202,535647
2021-04-23,566629,536256
2021-04-24,567007,536823
2021-04-25,567203,537103
2021-04-26,567497,537558
2021-04-27,567784,538006
2021-04-28,568085,538412
2021-04-29,568393,538804
2021-04-30,568729,539273
2021-05-01,568960,539609
2021-05-02,569100,539798
2021-05-03,569184,539924
2021-05-04,569380,540190
2021-05-05,569646,540575
2021-05-06,569940,540932
2021-05-07,570255,541352
2021-05-08,570528,541751
2021-05-09,570675,541968
2021-05-10,570899,542262
2021-05-11,571193,542668
2021-05-12,571585,543130
2021-05-13,572026,543753
2021-05-14,572425,544201
2021-05-15,572803,544670
2021-05-16,573006,544957
2021-05-17,573230,545223
2021-05-18,573517,545615
2021-05-19,573902,546098
2021-05-20,574252,546595
2021-05-21,574532,546987
2021-05-22,574840,547428
2021-05-23,574994,547652
2021-05-24,575246,547946
2021-05-25,575484,548275
2021-05-26,575764,548667
total,641417,656390
