,1,2,3,4,5
2020-11-28,367080,291046,202881,160412,136388
2020-11-29,367080,291046,202881,160412,136388
2020-11-30,367080,291046,202881,160412,136388
2020-12-01,367073,291046,202881,160412,136388
2020-12-02,367073,291046,202881,160412,136388
2020-12-03,367073,291046,202881,160412,136388
2020-12-04,367073,291039,202881,160412,136388
2020-12-05,367073,291039,202881,160412,136388
2020-12-06,367073,291039,202881,160412,136388
2020-12-07,367073,291039,202881,160412,136388
2020-12-08,367024,291004,202839,160377,136346
2020-12-09,366926,290934,202769,160321,136276
2020-12-10,366835,290836,202699,160237,136192
2020-12-11,366730,290724,202601,160153,136101
2020-12-12,366674,290647,202510,160083,136031
2020-12-13,366653,290612,202496,160055,136010
2020-12-14,366590,290542,202447,159999,135954
2020-12-15,366457,290395,202335,159887,135849
2020-12-16,366289,290227,202209,159768,135723
2020-12-17,366121,290059,202034,159614,135562
2020-12-18,365953,289905,201873,159439,135373
2020-12-19,365771,289765,201761,159320,135240
2020-12-20,365575,289590,201586,159166,135079
2020-12-21,365302,289380,201383,158963,134911
2020-12-22,365050,289142,201180,158788,134743
2020-12-23,364770,288911,200949,158592,134554
2020-12-24,364651,288778,200823,158508,134477
2020-12-25,364651,288778,200816,158508,134477
2020-12-26,364630,288757,200802,158501,134463
2020-12-27,364595,288715,200767,158480,134442
2020-12-28,364539,288652,200704,158438,134400
2020-12-29,364280,288456,200487,158263,134260
2020-12-30,363776,288008,200137,157934,133987
2020-12-31,363384,287672,199738,157675,133749
2021-01-01,363293,287574,199633,157570,133665
2021-01-02,363160,287441,199493,157465,133553
2021-01-03,363083,287364,199423,157395,133490
2021-01-04,362901,287175,199283,157283,133378
2021-01-05,362537,286818,198975,157031,133175
2021-01-06,362131,286342,198541,156723,132930
2021-01-07,361494,285747,197960,156233,132524
2021-01-08,360619,284991,197295,155596,131978
2021-01-09,359863,284368,196644,155085,131523
2021-01-10,359443,284053,196329,154791,131292
2021-01-11,358876,283507,195937,154455,130970
2021-01-12,358141,282821,195356,154007,130571
2021-01-13,357000,281820,194565,153391,130088
2021-01-14,355712,280756,193641,152621,129500
2021-01-15,354319,279489,192612,151760,128800
2021-01-16,353283,278705,191884,151123,128345
