,F,M
2020-11-28,467684,366030
2020-11-29,467684,366030
2020-11-30,467684,366030
2020-12-01,467684,366030
2020-12-02,467684,366030
2020-12-03,467684,366030
2020-12-04,467684,366030
2020-12-05,467684,366030
2020-12-06,467684,366030
2020-12-07,467684,366030
2020-12-08,467530,365981
2020-12-09,467313,365925
2020-12-10,467075,365848
2020-12-11,466851,365764
2020-12-12,466599,365694
2020-12-13,466473,365652
2020-12-14,466277,365582
2020-12-15,465920,365491
2020-12-16,465605,365372
2020-12-17,465192,365246
2020-12-18,464772,365106
2020-12-19,464450,364994
2020-12-20,464086,364861
2020-12-21,463554,364658
2020-12-22,463036,364462
2020-12-23,462399,364231
2020-12-24,462084,364119
2020-12-25,462084,364112
2020-12-26,462077,364105
2020-12-27,462021,364077
2020-12-28,461881,364035
2020-12-29,461510,363895
2020-12-30,460509,363503
2020-12-31,459585,363118
2021-01-01,459340,363027
2021-01-02,459109,362936
2021-01-03,458948,362866
2021-01-04,458570,362733
2021-01-05,457870,362502
2021-01-06,456967,362180
2021-01-07,455609,361613
2021-01-08,454139,360815
2021-01-09,452634,360185
2021-01-10,451850,359961
2021-01-11,450639,359394
2021-01-12,449211,358736
2021-01-13,447643,358057
2021-01-14,445886,357161
2021-01-15,443527,355817
2021-01-16,441567,354851
2021-01-17,440321,354368
2021-01-18,438991,353668
2021-01-19,436884,352401
2021-01-20,434161,350588
2021-01-21,430626,348131
2021-01-22,425796,344463
2021-01-23,420798,340718
2021-01-24,418418,338877
2021-01-25,416059,337239
2021-01-26,412636,334607
2021-01-27,408730,331583
2021-01-28,402164,325948
2021-01-29,394401,319648
2021-01-30,384790,311654
2021-01-31,379246,306964
2021-02-01,373212,301784
2021-02-02,365246,294945
2021-02-03,353591,284585
2021-02-04,339577,272244
2021-02-05,325024,259385
2021-02-06,302421,239400
2021-02-07,292369,230510
2021-02-08,282121,221060
2021-02-09,269346,209237
2021-02-10,256060,197169
2021-02-11,241563,183988
2021-02-12,228949,172277
2021-02-13,217672,162169
2021-02-14,214004,158760
2021-02-15,210518,155470
2021-02-16,205282,150381
2021-02-17,198415,143773
2021-02-18,191590,137592
2021-02-19,185430,132237
2021-02-20,179599,127260
2021-02-21,177177,125160
2021-02-22,173579,122045
2021-02-23,166411,116151
2021-02-24,156982,108486
2021-02-25,145306,99834
2021-02-26,133504,91371
2021-02-27,124446,85169
2021-02-28,120946,82740
2021-03-01,117992,80661
2021-03-02,114863,78505
2021-03-03,110271,75453
2021-03-04,104468,71337
2021-03-05,98896,67578
2021-03-06,93268,63882
2021-03-07,91714,62720
2021-03-08,89705,61292
2021-03-09,87430,59661
2021-03-10,85218,58100
2021-03-11,83342,56777
2021-03-12,80808,54957
2021-03-13,77826,52948
2021-03-14,76643,52024
2021-03-15,74676,50596
2021-03-16,72989,49385
2021-03-17,71260,48146
2021-03-18,69664,46984
2021-03-19,67788,45668
2021-03-20,65912,44268
2021-03-21,65226,43771
2021-03-22,64204,43057
2021-03-23,62986,42189
2021-03-24,61621,41230
2021-03-25,60396,40320
2021-03-26,58954,39375
2021-03-27,57505,38388
2021-03-28,56847,37898
2021-03-29,56042,37331
2021-03-30,55223,36757
2021-03-31,54187,36092
2021-04-01,53438,35574
2021-04-02,53186,35385
2021-04-03,52920,35189
2021-04-04,52808,35098
2021-04-05,52717,35035
2021-04-06,52416,34818
2021-04-07,51926,34475
2021-04-08,51562,34209
2021-04-09,51107,33880
2021-04-10,50722,33621
2021-04-11,50582,33495
2021-04-12,50358,33348
2021-04-13,50162,33173
2021-04-14,49945,32991
2021-04-15,49707,32809
2021-04-16,49490,32627
2021-04-17,49308,32487
2021-04-18,49203,32410
2021-04-19,49084,32284
2021-04-20,48888,32144
2021-04-21,48678,31997
2021-04-22,48454,31836
2021-04-23,48216,31696
2021-04-24,48027,31542
2021-04-25,47929,31472
2021-04-26,47782,31360
2021-04-27,47586,31241
2021-04-28,47362,31087
2021-04-29,47131,30940
2021-04-30,46914,30793
2021-05-01,46767,30695
2021-05-02,46690,30639
2021-05-03,46634,30604
2021-05-04,46529,30499
2021-05-05,46375,30387
2021-05-06,46158,30247
2021-05-07,45990,30107
2021-05-08,45836,30009
2021-05-09,45745,29960
2021-05-10,45612,29869
2021-05-11,45395,29736
2021-05-12,45052,29505
2021-05-13,44702,29267
2021-05-14,44387,29085
2021-05-15,44079,28910
2021-05-16,43925,28826
2021-05-17,43736,28707
2021-05-18,43463,28546
2021-05-19,43127,28350
2021-05-20,42784,28182
2021-05-21,42462,28014
2021-05-22,42259,27902
2021-05-23,42161,27832
2021-05-24,42014,27727
2021-05-25,41818,27601
2021-05-26,41517,27426
total,467691,366037
