,11,12
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,238,308
2020-12-09,1057,959
2020-12-10,2163,1778
2020-12-11,3213,2555
2020-12-12,3948,3115
2020-12-13,4599,3647
2020-12-14,5691,4487
2020-12-15,17052,14469
2020-12-16,35455,31479
2020-12-17,51814,46634
2020-12-18,62902,56273
2020-12-19,76286,67928
2020-12-20,87752,78330
2020-12-21,94815,84357
2020-12-22,107457,96278
2020-12-23,116396,104811
2020-12-24,118342,106673
2020-12-25,118349,106673
2020-12-26,118349,106673
2020-12-27,118454,106757
2020-12-28,118720,106960
2020-12-29,122906,110600
2020-12-30,132629,120316
2020-12-31,139580,127127
2021-01-01,140833,128464
2021-01-02,142100,129549
2021-01-03,142926,130249
2021-01-04,143717,130879
2021-01-05,145257,132342
2021-01-06,149317,135653
2021-01-07,168021,151543
2021-01-08,190267,170387
2021-01-09,209188,188398
2021-01-10,218302,196119
2021-01-11,222803,199864
2021-01-12,235676,211729
2021-01-13,256459,229229
2021-01-14,277949,246582
2021-01-15,304668,269010
2021-01-16,335860,296352
2021-01-17,349321,307965
2021-01-18,356573,314426
2021-01-19,380310,332171
2021-01-20,406266,351043
2021-01-21,427861,368088
2021-01-22,456225,390376
2021-01-23,480571,407757
2021-01-24,487312,412965
2021-01-25,493094,419293
2021-01-26,500255,426776
2021-01-27,506037,432901
2021-01-28,513842,440216
2021-01-29,521941,447797
2021-01-30,528409,452459
2021-01-31,531083,454272
2021-02-01,533701,457352
2021-02-02,536081,460908
2021-02-03,538482,464569
2021-02-04,540897,468202
2021-02-05,543235,471562
2021-02-06,545118,473571
2021-02-07,545979,474551
2021-02-08,547218,476574
2021-02-09,548758,478856
2021-02-10,550501,481719
2021-02-11,552209,484239
2021-02-12,553756,486689
2021-02-13,554848,488124
2021-02-14,555240,488684
2021-02-15,555807,489608
2021-02-16,556374,490434
2021-02-17,556983,491295
2021-02-18,557522,492107
2021-02-19,557977,492814
2021-02-20,558292,493178
2021-02-21,558411,493290
2021-02-22,558628,493619
2021-02-23,559048,494158
2021-02-24,559496,494760
2021-02-25,560000,495404
2021-02-26,560490,495999
2021-02-27,560763,496286
2021-02-28,560854,496363
2021-03-01,561001,496594
2021-03-02,561218,496930
2021-03-03,561512,497343
2021-03-04,561862,497784
2021-03-05,562219,498253
2021-03-06,562471,498505
2021-03-07,562513,498568
2021-03-08,562639,498715
2021-03-09,562835,498995
2021-03-10,563045,499247
2021-03-11,563241,499464
2021-03-12,563451,499737
2021-03-13,563668,499898
2021-03-14,563731,499961
2021-03-15,563864,500108
2021-03-16,564011,500297
2021-03-17,564151,500444
2021-03-18,564340,500647
2021-03-19,564522,500822
2021-03-20,564669,500948
2021-03-21,564718,501004
2021-03-22,564809,501102
2021-03-23,564921,501228
2021-03-24,565047,501382
2021-03-25,565194,501571
2021-03-26,565334,501732
2021-03-27,565467,501893
2021-03-28,565523,501956
2021-03-29,565628,502061
2021-03-30,565733,502194
2021-03-31,565852,502327
2021-04-01,565950,502446
2021-04-02,566062,502530
2021-04-03,566125,502579
2021-04-04,566139,502607
2021-04-05,566160,502621
2021-04-06,566209,502670
2021-04-07,566307,502803
2021-04-08,566405,502880
2021-04-09,566510,502971
2021-04-10,566601,503034
2021-04-11,566629,503076
2021-04-12,566678,503125
2021-04-13,566734,503188
2021-04-14,566790,503258
2021-04-15,566846,503328
2021-04-16,566909,503377
2021-04-17,566965,503419
2021-04-18,566993,503440
2021-04-19,567028,503489
2021-04-20,567077,503545
2021-04-21,567133,503601
2021-04-22,567175,503657
2021-04-23,567217,503685
2021-04-24,567252,503713
2021-04-25,567266,503734
2021-04-26,567301,503769
2021-04-27,567343,503818
2021-04-28,567378,503860
2021-04-29,567420,503916
2021-04-30,567455,503951
2021-05-01,567476,503972
2021-05-02,567483,503986
2021-05-03,567490,503993
2021-05-04,567511,504014
2021-05-05,567546,504056
2021-05-06,567574,504098
2021-05-07,567602,504126
2021-05-08,567637,504140
2021-05-09,567644,504154
2021-05-10,567665,504175
2021-05-11,567686,504210
2021-05-12,567721,504245
2021-05-13,567756,504280
2021-05-14,567777,504308
2021-05-15,567805,504329
2021-05-16,567819,504343
2021-05-17,567840,504357
2021-05-18,567868,504378
2021-05-19,567903,504406
total,588168,525357
