,False
2020-11-28,35
2020-11-29,35
2020-11-30,35
2020-12-01,49
2020-12-02,49
2020-12-03,49
2020-12-04,49
2020-12-05,49
2020-12-06,49
2020-12-07,56
2020-12-08,70
2020-12-09,175
2020-12-10,343
2020-12-11,553
2020-12-12,630
2020-12-13,637
2020-12-14,840
2020-12-15,1057
2020-12-16,1330
2020-12-17,1582
2020-12-18,1841
2020-12-19,1890
2020-12-20,1932
2020-12-21,2086
2020-12-22,2212
2020-12-23,2422
2020-12-24,2555
2020-12-25,2562
2020-12-26,2562
2020-12-27,2569
2020-12-28,2576
2020-12-29,2660
2020-12-30,2751
2020-12-31,2849
2021-01-01,3003
2021-01-02,3059
2021-01-03,3073
2021-01-04,3325
2021-01-05,3787
2021-01-06,4172
2021-01-07,4655
2021-01-08,5152
2021-01-09,5327
2021-01-10,5362
2021-01-11,5992
2021-01-12,6692
2021-01-13,7511
2021-01-14,8351
2021-01-15,9121
2021-01-16,9310
2021-01-17,9408
2021-01-18,10654
2021-01-19,11956
2021-01-20,13132
2021-01-21,14371
2021-01-22,15379
2021-01-23,15617
2021-01-24,15729
2021-01-25,17094
2021-01-26,18788
2021-01-27,20258
2021-01-28,21623
2021-01-29,23037
2021-01-30,23345
2021-01-31,23464
2021-02-01,25277
2021-02-02,27258
2021-02-03,29176
2021-02-04,31206
2021-02-05,33404
2021-02-06,33957
2021-02-07,34104
2021-02-08,36855
2021-02-09,40348
2021-02-10,43057
2021-02-11,45479
2021-02-12,47292
2021-02-13,47523
2021-02-14,47586
2021-02-15,48783
2021-02-16,49931
2021-02-17,50855
2021-02-18,51744
2021-02-19,52360
2021-02-20,52430
2021-02-21,52451
2021-02-22,53123
2021-02-23,53851
2021-02-24,54663
2021-02-25,55258
2021-02-26,55783
2021-02-27,55839
2021-02-28,55888
2021-03-01,56644
2021-03-02,57435
2021-03-03,58254
2021-03-04,59066
2021-03-05,59675
2021-03-06,59724
2021-03-07,59752
2021-03-08,60634
2021-03-09,61656
2021-03-10,62475
2021-03-11,63497
2021-03-12,64050
2021-03-13,64092
2021-03-14,64106
2021-03-15,64855
2021-03-16,65541
2021-03-17,66157
2021-03-18,66696
2021-03-19,67165
2021-03-20,67256
2021-03-21,67270
2021-03-22,67760
2021-03-23,68439
2021-03-24,69104
2021-03-25,69566
2021-03-26,69881
2021-03-27,69930
2021-03-28,69937
2021-03-29,70196
2021-03-30,70525
2021-03-31,70840
2021-04-01,71134
2021-04-02,71155
2021-04-03,71169
2021-04-04,71176
2021-04-05,71183
2021-04-06,71351
2021-04-07,71638
2021-04-08,71827
2021-04-09,72009
2021-04-10,72016
2021-04-11,72023
2021-04-12,72156
2021-04-13,72261
2021-04-14,72387
2021-04-15,72534
2021-04-16,72681
2021-04-17,72695
2021-04-18,72695
2021-04-19,72870
2021-04-20,73031
2021-04-21,73213
2021-04-22,73360
2021-04-23,73528
2021-04-24,73535
2021-04-25,73542
2021-04-26,73654
2021-04-27,73780
2021-04-28,73878
2021-04-29,73969
2021-04-30,74060
2021-05-01,74081
2021-05-02,74081
2021-05-03,74109
2021-05-04,74179
2021-05-05,74291
2021-05-06,74424
2021-05-07,74515
2021-05-08,74529
2021-05-09,74536
2021-05-10,74648
2021-05-11,74774
2021-05-12,74942
2021-05-13,75082
2021-05-14,75159
2021-05-15,75166
2021-05-16,75166
2021-05-17,75236
2021-05-18,75376
2021-05-19,75488
total,4367643
