,8
2020-11-29,0
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,63
2020-12-09,182
2020-12-10,294
2020-12-11,413
2020-12-12,511
2020-12-13,595
2020-12-14,700
2020-12-15,910
2020-12-16,1141
2020-12-17,1435
2020-12-18,1757
2020-12-19,2072
2020-12-20,2422
2020-12-21,2842
2020-12-22,3248
2020-12-23,3759
2020-12-24,4004
2020-12-25,4004
2020-12-26,4011
2020-12-27,4074
2020-12-28,4186
2020-12-29,4515
2020-12-30,5313
2020-12-31,6125
2021-01-01,6321
2021-01-02,6496
2021-01-03,6636
2021-01-04,6923
2021-01-05,7462
2021-01-06,8302
2021-01-07,9695
2021-01-08,11249
2021-01-09,12684
2021-01-10,13384
2021-01-11,14245
2021-01-12,15463
2021-01-13,17024
2021-01-14,18872
2021-01-15,21021
2021-01-16,22869
2021-01-17,24031
2021-01-18,25305
2021-01-19,27160
2021-01-20,29414
2021-01-21,32095
2021-01-22,35938
2021-01-23,39200
2021-01-24,41118
2021-01-25,42980
2021-01-26,45297
2021-01-27,48048
2021-01-28,51814
2021-01-29,56420
2021-01-30,60123
2021-01-31,63945
2021-02-01,69804
2021-02-02,75894
2021-02-03,84049
2021-02-04,94409
2021-02-05,105833
2021-02-06,122171
2021-02-07,131579
2021-02-08,143486
2021-02-09,170961
2021-02-10,215509
2021-02-11,279762
2021-02-12,353598
2021-02-13,439551
2021-02-14,476896
2021-02-15,517706
2021-02-16,571844
2021-02-17,631785
2021-02-18,678447
2021-02-19,714651
2021-02-20,745934
2021-02-21,757904
2021-02-22,774641
2021-02-23,793737
2021-02-24,819140
2021-02-25,842793
2021-02-26,865998
2021-02-27,882028
2021-02-28,890491
2021-03-01,895797
2021-03-02,901411
2021-03-03,908005
2021-03-04,917413
2021-03-05,927038
2021-03-06,935753
2021-03-07,937846
2021-03-08,941227
2021-03-09,944405
2021-03-10,947380
2021-03-11,950145
2021-03-12,954464
2021-03-13,959924
2021-03-14,962682
2021-03-15,966217
2021-03-16,969192
2021-03-17,971572
2021-03-18,974183
2021-03-19,976486
2021-03-20,979538
2021-03-21,980420
2021-03-22,981519
2021-03-23,982660
2021-03-24,983850
2021-03-25,985054
2021-03-26,986223
2021-03-27,987707
2021-03-28,988386
2021-03-29,989114
2021-03-30,989926
2021-03-31,990731
2021-04-01,991256
2021-04-02,991501
2021-04-03,991760
2021-04-04,991872
2021-04-05,991942
2021-04-06,992180
2021-04-07,992509
2021-04-08,992852
2021-04-09,993237
2021-04-10,993608
2021-04-11,993741
2021-04-12,993930
2021-04-13,994133
2021-04-14,994336
2021-04-15,994539
2021-04-16,994728
2021-04-17,994931
2021-04-18,995022
2021-04-19,995127
2021-04-20,995267
2021-04-21,995421
2021-04-22,995582
2021-04-23,995764
2021-04-24,995939
2021-04-25,996030
2021-04-26,996149
2021-04-27,996282
2021-04-28,996471
2021-04-29,996653
2021-04-30,996807
2021-05-01,996947
2021-05-02,997010
2021-05-03,997052
2021-05-04,997136
2021-05-05,997255
2021-05-06,997451
2021-05-07,997605
2021-05-08,997766
2021-05-09,997850
2021-05-10,997962
2021-05-11,998088
2021-05-12,998270
2021-05-13,998452
2021-05-14,998627
2021-05-15,998788
2021-05-16,998872
2021-05-17,998956
2021-05-18,999089
2021-05-19,999306
2021-05-20,999488
2021-05-21,999607
2021-05-22,999747
2021-05-23,999817
2021-05-24,999894
2021-05-25,1000006
2021-05-26,1000139
total,1074843
