,8,9,10,11,12
2020-11-28,0,0,0,0,0
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,7
2020-12-02,0,0,0,0,7
2020-12-03,0,0,0,0,7
2020-12-04,0,0,0,0,7
2020-12-05,0,0,0,0,7
2020-12-06,0,0,0,0,7
2020-12-07,0,0,0,0,7
2020-12-08,0,0,0,7,21
2020-12-09,0,0,0,21,35
2020-12-10,0,0,0,35,63
2020-12-11,0,0,0,42,91
2020-12-12,0,0,0,49,105
2020-12-13,0,0,0,49,112
2020-12-14,0,0,0,63,140
2020-12-15,0,0,7,147,322
2020-12-16,7,7,7,287,763
2020-12-17,14,14,21,455,1239
2020-12-18,14,21,35,560,1519
2020-12-19,21,35,56,665,1792
2020-12-20,35,56,70,770,2072
2020-12-21,49,77,105,875,2359
2020-12-22,56,84,126,987,2653
2020-12-23,98,175,259,1239,3563
2020-12-24,133,238,357,1449,4221
2020-12-25,133,245,357,1449,4242
2020-12-26,140,245,364,1456,4263
2020-12-27,140,245,364,1456,4270
2020-12-28,140,245,364,1456,4270
2020-12-29,238,420,630,1911,5621
2020-12-30,686,1330,2065,4298,13216
2020-12-31,1001,1946,3066,5950,18228
2021-01-01,1029,2023,3213,6160,19117
2021-01-02,1064,2086,3318,6328,19642
2021-01-03,1071,2093,3346,6370,19817
2021-01-04,1078,2128,3388,6419,19950
2021-01-05,1155,2268,3577,6769,21042
2021-01-06,1309,2513,3983,7490,23387
2021-01-07,1603,3178,5040,9268,29421
2021-01-08,2072,4081,6538,11676,37373
2021-01-09,2443,4830,7777,13496,43547
2021-01-10,2541,5047,8092,14063,45374
2021-01-11,2828,5621,9002,15526,50386
2021-01-12,3199,6335,10171,17409,56693
2021-01-13,3633,7133,11431,19467,63532
2021-01-14,4221,8092,12936,21854,71610
2021-01-15,5033,9338,14777,24871,81333
2021-01-16,5509,10157,16037,26831,87731
2021-01-17,5691,10451,16534,27552,90139
2021-01-18,5971,11004,17325,28896,94710
2021-01-19,6272,11543,18165,30247,99050
2021-01-20,6615,12103,19054,31535,103068
2021-01-21,7063,12838,20195,33096,107632
2021-01-22,7735,13951,21854,35511,115451
2021-01-23,7987,14364,22603,36351,118034
2021-01-24,8113,14532,22883,36666,119035
2021-01-25,8218,14721,23121,36925,119693
2021-01-26,8337,14917,23401,37247,120484
2021-01-27,8463,15113,23632,37555,121268
2021-01-28,8610,15344,23947,37856,122101
2021-01-29,8778,15659,24332,38262,123109
2021-01-30,8862,15855,24591,38416,123508
2021-01-31,8890,15925,24696,38465,123606
2021-02-01,8967,16107,24885,38612,124012
2021-02-02,9072,16317,25067,38759,124446
2021-02-03,9205,16569,25242,38969,125034
2021-02-04,9380,16849,25494,39235,125832
2021-02-05,9527,17185,25760,39515,126700
2021-02-06,9618,17423,25907,39634,126987
2021-02-07,9646,17514,25956,39669,127106
2021-02-08,9772,17724,26096,39830,127533
2021-02-09,9919,17941,26257,40040,128156
2021-02-10,10129,18214,26488,40313,128975
2021-02-11,10339,18529,26761,40593,129724
2021-02-12,10570,18781,26999,40887,130641
2021-02-13,10717,18935,27097,40985,130949
2021-02-14,10752,18963,27104,41006,130998
2021-02-15,10871,19089,27230,41202,131572
2021-02-16,10997,19215,27377,41335,132041
2021-02-17,11116,19320,27503,41468,132475
2021-02-18,11270,19446,27601,41629,132916
2021-02-19,11375,19558,27713,41769,133364
2021-02-20,11459,19586,27748,41811,133455
2021-02-21,11480,19593,27755,41818,133469
2021-02-22,11536,19635,27825,41874,133679
2021-02-23,11613,19698,27902,41979,134001
2021-02-24,11711,19789,27979,42077,134239
2021-02-25,11802,19880,28063,42182,134505
2021-02-26,11886,19936,28112,42245,134680
2021-02-27,11935,19957,28126,42273,134715
2021-02-28,11949,19957,28133,42280,134743
2021-03-01,11977,19985,28168,42329,134848
2021-03-02,12026,20027,28203,42385,135009
2021-03-03,12089,20083,28245,42441,135191
2021-03-04,12166,20139,28308,42532,135345
2021-03-05,12243,20216,28371,42609,135590
2021-03-06,12271,20223,28385,42623,135639
2021-03-07,12271,20230,28385,42630,135653
2021-03-08,12313,20258,28434,42665,135730
2021-03-09,12369,20293,28483,42714,135870
2021-03-10,12397,20328,28525,42763,136003
2021-03-11,12425,20363,28574,42812,136115
2021-03-12,12481,20391,28609,42861,136241
2021-03-13,12502,20405,28616,42882,136269
2021-03-14,12502,20405,28616,42882,136276
2021-03-15,12537,20426,28644,42903,136332
2021-03-16,12565,20468,28679,42959,136423
2021-03-17,12586,20489,28721,42994,136549
2021-03-18,12621,20524,28763,43050,136682
2021-03-19,12656,20573,28812,43085,136766
2021-03-20,12677,20594,28833,43099,136808
2021-03-21,12677,20594,28833,43099,136815
2021-03-22,12698,20608,28847,43120,136878
2021-03-23,12726,20636,28882,43162,136969
2021-03-24,12747,20671,28910,43197,137053
2021-03-25,12775,20706,28952,43246,137186
2021-03-26,12817,20748,29001,43323,137354
2021-03-27,12831,20755,29029,43351,137417
2021-03-28,12838,20769,29029,43358,137438
2021-03-29,12852,20790,29064,43393,137529
2021-03-30,12866,20818,29106,43435,137634
2021-03-31,12887,20839,29141,43477,137753
2021-04-01,12908,20881,29176,43512,137851
2021-04-02,12915,20881,29176,43519,137872
2021-04-03,12922,20888,29183,43533,137893
2021-04-04,12922,20888,29183,43533,137893
2021-04-05,12922,20888,29183,43533,137893
2021-04-06,12936,20909,29190,43554,137963
2021-04-07,12943,20923,29211,43589,138047
2021-04-08,12957,20944,29232,43617,138124
2021-04-09,12964,20965,29260,43645,138208
2021-04-10,12971,20986,29267,43659,138250
2021-04-11,12971,20993,29274,43666,138264
2021-04-12,12985,21000,29288,43680,138299
2021-04-13,12985,21014,29309,43701,138334
2021-04-14,12999,21035,29323,43729,138390
2021-04-15,13006,21049,29330,43750,138432
2021-04-16,13013,21056,29344,43764,138467
2021-04-17,13013,21056,29344,43771,138481
2021-04-18,13020,21056,29344,43771,138488
2021-04-19,13027,21056,29351,43778,138509
2021-04-20,13027,21070,29365,43785,138537
2021-04-21,13041,21084,29372,43806,138572
2021-04-22,13041,21091,29372,43820,138579
2021-04-23,13048,21098,29386,43827,138607
2021-04-24,13048,21098,29393,43827,138614
2021-04-25,13048,21098,29393,43827,138614
2021-04-26,13048,21098,29400,43841,138628
2021-04-27,13062,21105,29400,43855,138649
2021-04-28,13062,21119,29414,43869,138670
2021-04-29,13069,21119,29421,43883,138691
2021-04-30,13076,21133,29421,43883,138712
2021-05-01,13076,21133,29435,43890,138719
2021-05-02,13076,21133,29435,43890,138719
2021-05-03,13076,21133,29435,43890,138719
2021-05-04,13083,21133,29435,43897,138726
2021-05-05,13090,21140,29435,43897,138740
2021-05-06,13090,21140,29449,43904,138747
2021-05-07,13097,21154,29449,43911,138768
2021-05-08,13097,21154,29449,43918,138768
2021-05-09,13097,21154,29449,43918,138768
2021-05-10,13104,21154,29463,43925,138768
2021-05-11,13111,21161,29463,43925,138782
2021-05-12,13118,21161,29463,43925,138796
2021-05-13,13118,21168,29477,43939,138803
2021-05-14,13132,21168,29477,43939,138824
2021-05-15,13132,21175,29477,43946,138824
2021-05-16,13132,21175,29484,43946,138824
