,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,56,49
2020-12-02,63,56
2020-12-03,63,56
2020-12-04,70,56
2020-12-05,70,56
2020-12-06,70,63
2020-12-07,77,70
2020-12-08,623,588
2020-12-09,1211,1113
2020-12-10,2331,2093
2020-12-11,3493,3122
2020-12-12,4291,3850
2020-12-13,4508,4004
2020-12-14,5894,5187
2020-12-15,18354,16464
2020-12-16,41713,36967
2020-12-17,65254,56483
2020-12-18,84595,72499
2020-12-19,109900,93233
2020-12-20,127974,107611
2020-12-21,139930,116788
2020-12-22,159243,132881
2020-12-23,176302,146538
2020-12-24,180558,149884
2020-12-25,180600,149905
2020-12-26,180677,149940
2020-12-27,180789,150017
2020-12-28,181097,150192
2020-12-29,188433,155526
2020-12-30,209363,169204
2020-12-31,224966,179508
2021-01-01,229306,182462
2021-01-02,234948,186739
2021-01-03,236110,187558
2021-01-04,237244,188300
2021-01-05,242655,191947
2021-01-06,252630,198723
2021-01-07,292306,228879
2021-01-08,347207,269234
2021-01-09,394485,302932
2021-01-10,414274,317345
2021-01-11,429898,328027
2021-01-12,458752,348628
2021-01-13,511049,387632
2021-01-14,575491,434665
2021-01-15,649852,489041
2021-01-16,712278,533862
2021-01-17,739039,554057
2021-01-18,761586,569870
2021-01-19,825006,619388
2021-01-20,885920,666743
2021-01-21,962815,728301
2021-01-22,1065918,810978
2021-01-23,1168076,892360
2021-01-24,1206541,924455
2021-01-25,1241268,953267
2021-01-26,1280251,985110
2021-01-27,1320907,1017891
2021-01-28,1388282,1075725
2021-01-29,1494997,1169189
2021-01-30,1599003,1258432
2021-01-31,1658090,1311128
2021-02-01,1713516,1361129
2021-02-02,1773905,1415729
2021-02-03,1844710,1480185
2021-02-04,1920226,1548813
2021-02-05,2000264,1621452
2021-02-06,2088625,1699894
2021-02-07,2129239,1736875
2021-02-08,2173563,1777713
2021-02-09,2227393,1827399
2021-02-10,2288489,1884043
2021-02-11,2360148,1951061
2021-02-12,2437722,2023392
2021-02-13,2512993,2092566
2021-02-14,2540020,2117486
2021-02-15,2569987,2145675
2021-02-16,2608186,2182082
2021-02-17,2647386,2219329
2021-02-18,2683037,2253153
2021-02-19,2706431,2275525
2021-02-20,2727235,2294782
2021-02-21,2734095,2301628
2021-02-22,2743839,2311134
2021-02-23,2756509,2323020
2021-02-24,2771783,2337167
2021-02-25,2788499,2352504
2021-02-26,2802611,2365636
2021-02-27,2812698,2374806
2021-02-28,2816779,2378530
2021-03-01,2820881,2382275
2021-03-02,2825354,2386370
2021-03-03,2830639,2390948
2021-03-04,2837079,2396534
2021-03-05,2844513,2403016
2021-03-06,2850603,2408637
2021-03-07,2852374,2410254
2021-03-08,2855237,2413026
2021-03-09,2858016,2415483
2021-03-10,2860998,2418038
2021-03-11,2863889,2420495
2021-03-12,2867200,2423666
2021-03-13,2871169,2427404
2021-03-14,2872961,2429280
2021-03-15,2875334,2431513
2021-03-16,2877812,2433844
2021-03-17,2880052,2435937
2021-03-18,2882376,2438044
2021-03-19,2884840,2440361
2021-03-20,2887220,2442650
2021-03-21,2888046,2443581
2021-03-22,2889145,2444694
2021-03-23,2890531,2445961
2021-03-24,2891980,2447256
2021-03-25,2893821,2448936
2021-03-26,2895529,2450420
2021-03-27,2897251,2452037
2021-03-28,2897965,2452674
2021-03-29,2898994,2453654
2021-03-30,2900198,2454746
2021-03-31,2901486,2455880
2021-04-01,2902438,2456678
2021-04-02,2902781,2457021
2021-04-03,2903229,2457406
2021-04-04,2903341,2457504
2021-04-05,2903432,2457602
2021-04-06,2903978,2458071
2021-04-07,2904650,2458687
2021-04-08,2905385,2459289
2021-04-09,2906183,2459996
2021-04-10,2906792,2460556
2021-04-11,2907072,2460787
2021-04-12,2907408,2461088
2021-04-13,2907814,2461417
2021-04-14,2908304,2461837
2021-04-15,2908822,2462313
2021-04-16,2909438,2462908
2021-04-17,2909858,2463272
2021-04-18,2910012,2463412
2021-04-19,2910306,2463650
2021-04-20,2910684,2463979
2021-04-21,2911111,2464329
2021-04-22,2911503,2464693
2021-04-23,2911944,2465043
2021-04-24,2912294,2465344
2021-04-25,2912420,2465470
2021-04-26,2912679,2465694
2021-04-27,2912952,2465967
2021-04-28,2913295,2466240
2021-04-29,2913652,2466590
2021-04-30,2914023,2466926
2021-05-01,2914212,2467143
2021-05-02,2914303,2467213
2021-05-03,2914380,2467297
2021-05-04,2914590,2467472
2021-05-05,2914856,2467717
2021-05-06,2915136,2467976
2021-05-07,2915402,2468221
2021-05-08,2915675,2468445
2021-05-09,2915773,2468550
2021-05-10,2915962,2468697
2021-05-11,2916228,2468921
2021-05-12,2916571,2469194
2021-05-13,2916879,2469474
2021-05-14,2917229,2469719
2021-05-15,2917509,2469950
2021-05-16,2917614,2470048
2021-05-17,2917803,2470188
2021-05-18,2918069,2470433
2021-05-19,2918412,2470727
2021-05-20,2918776,2471007
2021-05-21,2919028,2471217
2021-05-22,2919217,2471392
2021-05-23,2919217,2471392
2021-05-24,2919217,2471392
total,3091837,2630229
