,F,M
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,7,7
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,7,7
2020-12-09,14,21
2020-12-10,21,28
2020-12-11,21,28
2020-12-12,28,28
2020-12-13,28,28
2020-12-14,28,28
2020-12-15,35,28
2020-12-16,35,28
2020-12-17,42,35
2020-12-18,42,35
2020-12-19,42,35
2020-12-20,42,35
2020-12-21,49,42
2020-12-22,49,42
2020-12-23,63,42
2020-12-24,63,49
2020-12-25,63,49
2020-12-26,63,49
2020-12-27,63,49
2020-12-28,63,49
2020-12-29,63,49
2020-12-30,63,56
2020-12-31,63,56
2021-01-01,63,56
2021-01-02,63,56
2021-01-03,63,56
2021-01-04,63,56
2021-01-05,70,56
2021-01-06,77,63
2021-01-07,84,63
2021-01-08,105,77
2021-01-09,105,77
2021-01-10,105,77
2021-01-11,119,91
2021-01-12,126,91
2021-01-13,133,98
2021-01-14,147,105
2021-01-15,154,112
2021-01-16,154,112
2021-01-17,154,112
2021-01-18,196,126
2021-01-19,203,133
2021-01-20,210,140
2021-01-21,224,147
2021-01-22,245,154
2021-01-23,252,161
2021-01-24,252,161
2021-01-25,266,168
2021-01-26,287,182
2021-01-27,308,189
2021-01-28,336,196
2021-01-29,357,210
2021-01-30,371,217
2021-01-31,371,217
2021-02-01,406,231
2021-02-02,441,259
2021-02-03,469,273
2021-02-04,504,301
2021-02-05,539,329
2021-02-06,546,329
2021-02-07,546,329
2021-02-08,602,378
2021-02-09,686,434
2021-02-10,749,483
2021-02-11,826,532
2021-02-12,952,623
2021-02-13,987,651
2021-02-14,1036,700
2021-02-15,1218,861
2021-02-16,1463,1029
2021-02-17,1694,1169
2021-02-18,1925,1358
2021-02-19,2114,1484
2021-02-20,2149,1512
2021-02-21,2163,1519
2021-02-22,2359,1652
2021-02-23,2618,1862
2021-02-24,2898,2051
2021-02-25,3122,2212
2021-02-26,3290,2373
2021-02-27,3325,2394
2021-02-28,3332,2401
2021-03-01,3570,2562
2021-03-02,3864,2779
2021-03-03,4186,3073
2021-03-04,4536,3374
2021-03-05,4893,3710
2021-03-06,4928,3759
2021-03-07,4949,3780
2021-03-08,5446,4263
2021-03-09,6062,4858
2021-03-10,6867,5726
2021-03-11,7875,6734
2021-03-12,8876,7805
2021-03-13,9072,8001
2021-03-14,9135,8071
2021-03-15,10423,9632
2021-03-16,11928,11347
2021-03-17,13601,13363
2021-03-18,15099,15015
2021-03-19,16527,16520
2021-03-20,16870,16870
2021-03-21,17003,17038
2021-03-22,18396,18557
2021-03-23,20083,20433
2021-03-24,21308,21945
2021-03-25,22260,23058
2021-03-26,23023,23968
2021-03-27,23100,24066
2021-03-28,23149,24122
2021-03-29,23723,24857
2021-03-30,24297,25508
2021-03-31,24843,26194
2021-04-01,25326,26782
2021-04-02,25382,26859
2021-04-03,25417,26929
2021-04-04,25445,26999
2021-04-05,25473,27027
2021-04-06,26019,27804
2021-04-07,26467,28343
2021-04-08,26901,28875
2021-04-09,27244,29302
2021-04-10,27265,29358
2021-04-11,27279,29372
2021-04-12,27608,29813
2021-04-13,27993,30387
2021-04-14,28350,30856
2021-04-15,28658,31255
2021-04-16,28924,31563
2021-04-17,28938,31605
2021-04-18,28952,31612
2021-04-19,29148,31948
2021-04-20,29512,32459
2021-04-21,29743,32753
2021-04-22,29960,33047
2021-04-23,30149,33292
2021-04-24,30163,33306
2021-04-25,30191,33313
2021-04-26,30429,33656
2021-04-27,30695,34020
2021-04-28,30849,34216
2021-04-29,31143,34664
2021-04-30,31374,35028
2021-05-01,31388,35042
2021-05-02,31402,35056
2021-05-03,31416,35077
2021-05-04,31640,35378
2021-05-05,32046,35875
2021-05-06,32235,36155
2021-05-07,32452,36428
2021-05-08,32480,36484
2021-05-09,32480,36491
2021-05-10,32718,36827
2021-05-11,33075,37408
2021-05-12,33320,37709
2021-05-13,33572,37989
2021-05-14,33733,38220
2021-05-15,33775,38269
2021-05-16,33803,38297
2021-05-17,34153,38836
2021-05-18,34377,39074
2021-05-19,34601,39319
2021-05-20,34755,39599
2021-05-21,34923,39893
2021-05-22,34972,40012
2021-05-23,34972,40019
2021-05-24,34986,40026
total,2345847,2333485
