,False
2020-11-28,14
2020-11-29,14
2020-11-30,14
2020-12-01,14
2020-12-02,14
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,14
2020-12-08,21
2020-12-09,42
2020-12-10,49
2020-12-11,49
2020-12-12,56
2020-12-13,56
2020-12-14,56
2020-12-15,63
2020-12-16,70
2020-12-17,77
2020-12-18,84
2020-12-19,84
2020-12-20,84
2020-12-21,91
2020-12-22,98
2020-12-23,105
2020-12-24,112
2020-12-25,112
2020-12-26,112
2020-12-27,112
2020-12-28,112
2020-12-29,119
2020-12-30,119
2020-12-31,126
2021-01-01,126
2021-01-02,126
2021-01-03,126
2021-01-04,126
2021-01-05,133
2021-01-06,140
2021-01-07,147
2021-01-08,189
2021-01-09,189
2021-01-10,189
2021-01-11,217
2021-01-12,224
2021-01-13,231
2021-01-14,252
2021-01-15,266
2021-01-16,273
2021-01-17,273
2021-01-18,322
2021-01-19,336
2021-01-20,357
2021-01-21,371
2021-01-22,406
2021-01-23,420
2021-01-24,420
2021-01-25,441
2021-01-26,469
2021-01-27,504
2021-01-28,532
2021-01-29,567
2021-01-30,588
2021-01-31,588
2021-02-01,637
2021-02-02,700
2021-02-03,749
2021-02-04,805
2021-02-05,875
2021-02-06,882
2021-02-07,882
2021-02-08,987
2021-02-09,1127
2021-02-10,1239
2021-02-11,1365
2021-02-12,1582
2021-02-13,1645
2021-02-14,1743
2021-02-15,2079
2021-02-16,2492
2021-02-17,2863
2021-02-18,3283
2021-02-19,3598
2021-02-20,3668
2021-02-21,3682
2021-02-22,4018
2021-02-23,4480
2021-02-24,4956
2021-02-25,5334
2021-02-26,5670
2021-02-27,5719
2021-02-28,5740
2021-03-01,6132
2021-03-02,6643
2021-03-03,7259
2021-03-04,7910
2021-03-05,8603
2021-03-06,8687
2021-03-07,8729
2021-03-08,9709
2021-03-09,10920
2021-03-10,12600
2021-03-11,14609
2021-03-12,16688
2021-03-13,17073
2021-03-14,17206
2021-03-15,20062
2021-03-16,23275
2021-03-17,26964
2021-03-18,30121
2021-03-19,33054
2021-03-20,33740
2021-03-21,34048
2021-03-22,36953
2021-03-23,40516
2021-03-24,43253
2021-03-25,45325
2021-03-26,46991
2021-03-27,47173
2021-03-28,47278
2021-03-29,48587
2021-03-30,49812
2021-03-31,51037
2021-04-01,52115
2021-04-02,52248
2021-04-03,52353
2021-04-04,52444
2021-04-05,52500
2021-04-06,53823
2021-04-07,54810
2021-04-08,55783
2021-04-09,56546
2021-04-10,56630
2021-04-11,56658
2021-04-12,57421
2021-04-13,58387
2021-04-14,59213
2021-04-15,59913
2021-04-16,60494
2021-04-17,60550
2021-04-18,60564
2021-04-19,61096
2021-04-20,61971
2021-04-21,62503
2021-04-22,63007
2021-04-23,63448
2021-04-24,63469
2021-04-25,63504
2021-04-26,64092
2021-04-27,64715
2021-04-28,65072
2021-04-29,65807
2021-04-30,66402
2021-05-01,66430
2021-05-02,66465
2021-05-03,66493
2021-05-04,67018
2021-05-05,67928
2021-05-06,68397
2021-05-07,68880
2021-05-08,68964
2021-05-09,68971
2021-05-10,69552
2021-05-11,70483
2021-05-12,71029
2021-05-13,71561
2021-05-14,71953
2021-05-15,72051
2021-05-16,72100
2021-05-17,72989
2021-05-18,73458
2021-05-19,73920
2021-05-20,74361
2021-05-21,74816
2021-05-22,74991
2021-05-23,74991
2021-05-24,75012
total,4679332
