,1,2,3,4,5,6
2020-11-30,0,0,0,0,0,0
2020-12-01,7,0,0,0,0,0
2020-12-02,7,0,0,0,0,0
2020-12-03,14,0,0,0,0,0
2020-12-04,14,0,0,0,0,0
2020-12-05,14,0,0,0,0,0
2020-12-06,14,0,0,0,0,0
2020-12-07,14,0,0,0,0,0
2020-12-08,91,0,0,0,0,21
2020-12-09,147,0,7,0,0,42
2020-12-10,231,0,14,0,0,91
2020-12-11,336,0,28,7,0,119
2020-12-12,413,0,35,7,7,154
2020-12-13,441,0,35,7,7,161
2020-12-14,546,0,56,7,7,210
2020-12-15,812,7,98,7,7,301
2020-12-16,1358,7,196,21,14,483
2020-12-17,1876,14,301,35,21,672
2020-12-18,2709,21,357,42,35,931
2020-12-19,3724,28,434,56,49,1442
2020-12-20,4970,35,574,70,70,1862
2020-12-21,6076,49,665,84,91,2317
2020-12-22,7259,56,742,105,105,2625
2020-12-23,8582,63,805,119,119,3038
2020-12-24,8883,63,840,126,119,3178
2020-12-25,8883,63,840,126,119,3178
2020-12-26,8897,63,847,126,126,3178
2020-12-27,8932,63,847,126,126,3192
2020-12-28,8995,63,854,126,126,3213
2020-12-29,9744,70,966,147,133,3430
2020-12-30,12145,84,1148,196,154,4102
2020-12-31,15645,98,1323,231,182,5257
2021-01-01,17290,105,1372,238,189,5768
2021-01-02,19355,119,1435,245,196,6314
2021-01-03,19838,119,1449,245,196,6482
2021-01-04,20069,119,1470,252,203,6559
2021-01-05,21546,126,1526,266,210,7035
2021-01-06,24227,147,1694,329,231,7630
2021-01-07,37023,203,2268,441,308,10339
2021-01-08,53214,294,3080,637,392,14532
2021-01-09,66185,350,3787,770,469,18452
2021-01-10,71778,392,4102,833,518,19992
2021-01-11,76951,420,4424,924,553,21567
2021-01-12,85568,462,4809,1050,630,23730
2021-01-13,105343,581,6062,1365,805,29260
2021-01-14,129829,749,7847,1869,1050,36225
2021-01-15,157059,959,9786,2436,1316,44009
2021-01-16,178304,1120,11466,2947,1512,50848
2021-01-17,188811,1204,12292,3269,1652,54026
2021-01-18,197806,1246,12936,3430,1729,56301
2021-01-19,233429,1456,15232,4130,2100,67179
2021-01-20,276661,1666,17941,4935,2541,79443
2021-01-21,340585,1981,20727,5817,3024,98028
2021-01-22,430871,2415,24521,6832,3584,126616
2021-01-23,523460,2849,28651,7833,4242,159040
2021-01-24,561190,3073,30856,8302,4606,171094
2021-01-25,592760,3269,32718,8785,4872,181447
2021-01-26,628978,3472,34671,9345,5166,193291
2021-01-27,665392,3689,36855,9982,5523,205527
2021-01-28,732557,4039,40117,10962,6027,228263
2021-01-29,853454,4564,44380,12362,6839,267890
2021-01-30,972300,5110,48405,13496,7616,305844
2021-01-31,1039752,5439,51100,14091,8120,327768
2021-02-01,1101548,5719,53088,14700,8491,348887
2021-02-02,1171156,6048,55314,15337,8932,371063
2021-02-03,1253595,6363,57456,16002,9352,398601
2021-02-04,1338722,6671,59766,16723,9870,426125
2021-02-05,1425606,7063,61887,17549,10346,453509
2021-02-06,1518146,7406,64022,18263,10899,486199
2021-02-07,1559677,7581,64981,18522,11123,500052
2021-02-08,1601082,7735,66066,18872,11361,514591
2021-02-09,1641584,7924,67060,19264,11578,528948
2021-02-10,1676311,8078,67956,19635,11823,542395
2021-02-11,1705816,8253,68943,20048,12005,552832
2021-02-12,1731457,8400,69762,20517,12166,562282
2021-02-13,1753395,8547,70546,20881,12327,570815
2021-02-14,1758806,8596,70861,21021,12390,572950
2021-02-15,1764063,8631,71155,21203,12453,575351
2021-02-16,1768263,8680,71449,21392,12516,577094
2021-02-17,1772197,8736,71757,21602,12586,578830
2021-02-18,1776026,8792,72107,21805,12663,580335
2021-02-19,1778721,8827,72359,21994,12698,581441
2021-02-20,1780842,8855,72618,22127,12747,582274
2021-02-21,1781388,8862,72709,22169,12761,582498
2021-02-22,1782508,8883,72877,22288,12789,582946
2021-02-23,1784356,8925,73101,22414,12817,583660
2021-02-24,1786540,8946,73346,22568,12852,584549
2021-02-25,1788920,8981,73647,22715,12915,585487
2021-02-26,1791069,9009,73899,22883,12964,586369
2021-02-27,1792511,9023,74144,22995,12992,587090
2021-02-28,1793022,9037,74242,23051,13013,587314
2021-03-01,1793729,9044,74305,23107,13034,587573
2021-03-02,1794527,9051,74403,23184,13048,587902
2021-03-03,1795528,9065,74543,23289,13076,588329
2021-03-04,1796851,9086,74697,23429,13104,588868
2021-03-05,1798384,9114,74886,23562,13118,589456
2021-03-06,1799616,9142,75089,23695,13146,589981
2021-03-07,1799966,9156,75173,23744,13153,590114
2021-03-08,1800526,9156,75243,23793,13167,590352
2021-03-09,1801226,9170,75334,23863,13181,590625
2021-03-10,1801870,9191,75453,23954,13195,590898
2021-03-11,1802514,9205,75551,24031,13216,591185
2021-03-12,1803235,9219,75656,24108,13237,591451
2021-03-13,1803956,9233,75782,24171,13258,591815
2021-03-14,1804271,9233,75824,24199,13272,591962
2021-03-15,1804810,9247,75894,24248,13286,592186
2021-03-16,1805384,9261,75971,24325,13300,592417
2021-03-17,1805909,9268,76034,24395,13314,592655
2021-03-18,1806504,9275,76118,24465,13328,592872
2021-03-19,1807092,9289,76209,24535,13342,593117
2021-03-20,1807708,9310,76314,24605,13356,593383
2021-03-21,1807946,9317,76342,24633,13370,593495
2021-03-22,1808289,9324,76384,24668,13377,593642
2021-03-23,1808695,9324,76447,24710,13398,593831
2021-03-24,1809122,9338,76531,24766,13405,594027
2021-03-25,1809668,9352,76615,24829,13426,594272
