,9,10
2020-11-30,0,0
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,14,7
2020-12-08,77,42
2020-12-09,133,77
2020-12-10,217,133
2020-12-11,301,203
2020-12-12,371,245
2020-12-13,399,259
2020-12-14,490,343
2020-12-15,658,595
2020-12-16,938,1155
2020-12-17,1295,1624
2020-12-18,1771,2338
2020-12-19,2422,3318
2020-12-20,3101,4501
2020-12-21,3598,5698
2020-12-22,4067,6832
2020-12-23,4585,8155
2020-12-24,4809,8407
2020-12-25,4816,8407
2020-12-26,4830,8414
2020-12-27,4858,8435
2020-12-28,4928,8470
2020-12-29,5397,9100
2020-12-30,6342,11501
2020-12-31,7420,15330
2021-01-01,7742,17234
2021-01-02,8365,19306
2021-01-03,8666,19670
2021-01-04,8869,19817
2021-01-05,9842,20874
2021-01-06,10752,23513
2021-01-07,13615,36981
2021-01-08,17311,54852
2021-01-09,21336,68677
2021-01-10,23030,74599
2021-01-11,25298,79548
2021-01-12,28959,87304
2021-01-13,34965,108465
2021-01-14,43652,133917
2021-01-15,52318,163261
2021-01-16,57610,188594
2021-01-17,61320,199948
2021-01-18,65254,208208
2021-01-19,77609,245931
2021-01-20,95221,287980
2021-01-21,120659,349517
2021-01-22,158312,436548
2021-01-23,205499,520597
2021-01-24,229789,549332
2021-01-25,247044,576821
2021-01-26,271117,603820
2021-01-27,298963,628019
2021-01-28,342755,679217
2021-01-29,418754,770742
2021-01-30,509173,843612
2021-01-31,567938,878346
2021-02-01,622020,910427
2021-02-02,693609,934255
2021-02-03,787003,954394
2021-02-04,885430,972468
2021-02-05,988638,987329
2021-02-06,1103711,1001238
2021-02-07,1154475,1007468
2021-02-08,1205351,1014363
2021-02-09,1255716,1020642
2021-02-10,1299494,1026718
2021-02-11,1335775,1032136
2021-02-12,1367338,1037253
2021-02-13,1394834,1041698
2021-02-14,1401680,1042951
2021-02-15,1408232,1044631
2021-02-16,1413349,1046052
2021-02-17,1417962,1047760
2021-02-18,1422358,1049377
2021-02-19,1425438,1050616
2021-02-20,1427979,1051505
2021-02-21,1428651,1051743
2021-02-22,1429981,1052324
2021-02-23,1432109,1053178
2021-02-24,1434510,1054305
2021-02-25,1437156,1055523
2021-02-26,1439648,1056559
2021-02-27,1441482,1057287
2021-02-28,1442112,1057574
2021-03-01,1442868,1057938
2021-03-02,1443743,1058386
2021-03-03,1444891,1058953
2021-03-04,1446375,1059674
2021-03-05,1448027,1060514
2021-03-06,1449497,1061179
2021-03-07,1449910,1061410
2021-03-08,1450519,1061732
2021-03-09,1451289,1062117
2021-03-10,1452038,1062530
2021-03-11,1452738,1062978
2021-03-12,1453536,1063377
2021-03-13,1454418,1063811
2021-03-14,1454803,1063965
2021-03-15,1455391,1064294
2021-03-16,1456021,1064651
2021-03-17,1456616,1064973
2021-03-18,1457211,1065358
2021-03-19,1457876,1065715
2021-03-20,1458590,1066100
2021-03-21,1458898,1066219
2021-03-22,1459262,1066436
2021-03-23,1459710,1066702
2021-03-24,1460193,1067017
2021-03-25,1460809,1067367
2021-03-26,1461376,1067689
2021-03-27,1462027,1068060
2021-03-28,1462307,1068214
2021-03-29,1462657,1068431
2021-03-30,1463098,1068725
2021-03-31,1463574,1069005
2021-04-01,1463917,1069215
2021-04-02,1464064,1069299
2021-04-03,1464246,1069404
2021-04-04,1464295,1069425
2021-04-05,1464337,1069446
2021-04-06,1464603,1069586
2021-04-07,1464883,1069782
2021-04-08,1465177,1069992
2021-04-09,1465492,1070209
2021-04-10,1465779,1070377
2021-04-11,1465898,1070447
2021-04-12,1466045,1070573
2021-04-13,1466213,1070706
2021-04-14,1466416,1070881
2021-04-15,1466647,1071084
2021-04-16,1466913,1071483
2021-04-17,1467109,1071637
2021-04-18,1467186,1071700
2021-04-19,1467354,1071791
2021-04-20,1467557,1071917
2021-04-21,1467760,1072015
2021-04-22,1467970,1072141
2021-04-23,1468194,1072281
2021-04-24,1468369,1072386
2021-04-25,1468453,1072414
2021-04-26,1468586,1072484
2021-04-27,1468719,1072568
2021-04-28,1468866,1072659
2021-04-29,1469062,1072750
2021-04-30,1469237,1072841
2021-05-01,1469342,1072897
2021-05-02,1469370,1072918
2021-05-03,1469412,1072946
2021-05-04,1469517,1072995
2021-05-05,1469629,1073058
2021-05-06,1469748,1073128
2021-05-07,1469874,1073198
2021-05-08,1470014,1073261
2021-05-09,1470070,1073289
2021-05-10,1470147,1073345
2021-05-11,1470266,1073408
2021-05-12,1470406,1073492
2021-05-13,1470539,1073576
2021-05-14,1470686,1073660
2021-05-15,1470840,1073723
2021-05-16,1470882,1073751
2021-05-17,1470952,1073800
2021-05-18,1471085,1073863
2021-05-19,1471246,1073968
2021-05-20,1471400,1074073
2021-05-21,1471526,1074136
2021-05-22,1471610,1074192
2021-05-23,1471610,1074192
2021-05-24,1471610,1074199
total,1558053,1125488
