,9,10
2020-11-28,14,7
2020-11-29,14,7
2020-11-30,14,14
2020-12-01,21,14
2020-12-02,21,14
2020-12-03,28,14
2020-12-04,28,21
2020-12-05,28,21
2020-12-06,28,21
2020-12-07,35,21
2020-12-08,105,63
2020-12-09,161,91
2020-12-10,252,147
2020-12-11,329,224
2020-12-12,406,266
2020-12-13,434,280
2020-12-14,525,371
2020-12-15,693,623
2020-12-16,980,1190
2020-12-17,1344,1673
2020-12-18,1813,2394
2020-12-19,2471,3381
2020-12-20,3150,4564
2020-12-21,3647,5782
2020-12-22,4123,6937
2020-12-23,4641,8295
2020-12-24,4872,8561
2020-12-25,4872,8561
2020-12-26,4893,8568
2020-12-27,4928,8596
2020-12-28,4998,8631
2020-12-29,5481,9282
2020-12-30,6419,11704
2020-12-31,7511,15554
2021-01-01,7833,17465
2021-01-02,8463,19544
2021-01-03,8764,19922
2021-01-04,8974,20118
2021-01-05,9954,21294
2021-01-06,10892,24059
2021-01-07,13790,37653
2021-01-08,17542,55608
2021-01-09,21581,69475
2021-01-10,23275,75411
2021-01-11,25571,80549
2021-01-12,29302,88543
2021-01-13,35385,109970
2021-01-14,44170,135765
2021-01-15,52906,165389
2021-01-16,58212,190785
2021-01-17,61936,202160
2021-01-18,66094,210931
2021-01-19,78729,249277
2021-01-20,96712,291935
2021-01-21,122535,354102
2021-01-22,160587,441707
2021-01-23,207872,525833
2021-01-24,232232,554589
2021-01-25,249921,582757
2021-01-26,274645,610561
2021-01-27,303247,635579
2021-01-28,347942,687498
2021-01-29,424935,779555
2021-01-30,515592,852502
2021-01-31,574434,887278
2021-02-01,629643,919898
2021-02-02,702695,944349
2021-02-03,797727,965125
2021-02-04,897827,983822
2021-02-05,1002589,999222
2021-02-06,1117809,1013201
2021-02-07,1168685,1019473
2021-02-08,1221563,1027299
2021-02-09,1273510,1034313
2021-02-10,1318387,1040935
2021-02-11,1355431,1046843
2021-02-12,1387694,1052394
2021-02-13,1415218,1056867
2021-02-14,1422134,1058141
2021-02-15,1429197,1060115
2021-02-16,1434727,1061746
2021-02-17,1439711,1063643
2021-02-18,1444436,1065435
2021-02-19,1447761,1066814
2021-02-20,1450309,1067703
2021-02-21,1450988,1067948
2021-02-22,1452577,1068648
2021-02-23,1455062,1069670
2021-02-24,1457743,1070944
2021-02-25,1460578,1072225
2021-02-26,1463210,1073338
2021-02-27,1465065,1074094
2021-02-28,1465716,1074402
2021-03-01,1466717,1074899
2021-03-02,1467809,1075473
2021-03-03,1469202,1076208
2021-03-04,1470931,1077076
2021-03-05,1472779,1078007
2021-03-06,1474256,1078686
2021-03-07,1474690,1078917
2021-03-08,1475516,1079400
2021-03-09,1476559,1079939
2021-03-10,1477574,1080478
2021-03-11,1478505,1081045
2021-03-12,1479492,1081528
2021-03-13,1480395,1081983
2021-03-14,1480801,1082151
2021-03-15,1481599,1082592
2021-03-16,1482439,1083068
2021-03-17,1483216,1083481
2021-03-18,1484063,1083999
2021-03-19,1484875,1084454
2021-03-20,1485624,1084832
2021-03-21,1485939,1084965
2021-03-22,1486492,1085273
2021-03-23,1487164,1085679
2021-03-24,1487829,1086099
2021-03-25,1488620,1086533
2021-03-26,1489299,1086918
2021-03-27,1489957,1087289
2021-03-28,1490244,1087443
2021-03-29,1490720,1087744
2021-03-30,1491245,1088087
2021-03-31,1491847,1088430
2021-04-01,1492274,1088668
2021-04-02,1492421,1088752
2021-04-03,1492610,1088864
2021-04-04,1492666,1088885
2021-04-05,1492715,1088920
2021-04-06,1493051,1089088
2021-04-07,1493380,1089333
2021-04-08,1493772,1089592
2021-04-09,1494185,1089851
2021-04-10,1494486,1090026
2021-04-11,1494598,1090103
2021-04-12,1494794,1090299
2021-04-13,1495088,1090488
2021-04-14,1495382,1090691
2021-04-15,1495669,1090957
2021-04-16,1496047,1091356
2021-04-17,1496236,1091503
2021-04-18,1496313,1091566
2021-04-19,1496502,1091685
2021-04-20,1496761,1091825
2021-04-21,1496999,1091951
2021-04-22,1497258,1092105
2021-04-23,1497601,1092287
2021-04-24,1497776,1092392
2021-04-25,1497860,1092420
2021-04-26,1498042,1092511
2021-04-27,1498231,1092644
2021-04-28,1498406,1092777
2021-04-29,1498637,1092896
2021-04-30,1498889,1093015
2021-05-01,1498994,1093071
2021-05-02,1499029,1093092
2021-05-03,1499071,1093113
2021-05-04,1499204,1093183
2021-05-05,1499386,1093274
2021-05-06,1499547,1093358
2021-05-07,1499743,1093456
2021-05-08,1499876,1093526
2021-05-09,1499932,1093554
2021-05-10,1500058,1093624
2021-05-11,1500303,1093757
2021-05-12,1500513,1093862
2021-05-13,1500695,1093967
2021-05-14,1500891,1094093
2021-05-15,1501045,1094156
2021-05-16,1501094,1094184
2021-05-17,1501199,1094261
2021-05-18,1501367,1094345
2021-05-19,1501563,1094471
2021-05-20,1501766,1094604
2021-05-21,1501927,1094688
2021-05-22,1502004,1094751
2021-05-23,1502011,1094751
2021-05-24,1502011,1094765
total,1558053,1125488
