,F,M
2020-11-28,49,21
2020-11-29,49,21
2020-11-30,49,21
2020-12-01,63,28
2020-12-02,63,28
2020-12-03,70,28
2020-12-04,84,28
2020-12-05,84,28
2020-12-06,84,28
2020-12-07,91,35
2020-12-08,154,70
2020-12-09,308,168
2020-12-10,567,301
2020-12-11,889,462
2020-12-12,980,504
2020-12-13,1001,518
2020-12-14,1330,686
2020-12-15,1687,868
2020-12-16,2163,1127
2020-12-17,2611,1358
2020-12-18,2989,1568
2020-12-19,3066,1617
2020-12-20,3129,1645
2020-12-21,3367,1785
2020-12-22,3584,1904
2020-12-23,3829,2058
2020-12-24,4046,2170
2020-12-25,4046,2170
2020-12-26,4053,2184
2020-12-27,4067,2184
2020-12-28,4081,2191
2020-12-29,4249,2282
2020-12-30,4452,2380
2020-12-31,4627,2485
2021-01-01,4739,2562
2021-01-02,4816,2604
2021-01-03,4844,2618
2021-01-04,5299,2870
2021-01-05,6055,3290
2021-01-06,6776,3668
2021-01-07,7546,4102
2021-01-08,8358,4543
2021-01-09,8589,4648
2021-01-10,8680,4697
2021-01-11,9709,5243
2021-01-12,10997,5887
2021-01-13,12390,6636
2021-01-14,13804,7441
2021-01-15,15043,8113
2021-01-16,15323,8260
2021-01-17,15463,8344
2021-01-18,17304,9457
2021-01-19,19257,10689
2021-01-20,21105,11865
2021-01-21,22946,13055
2021-01-22,24633,14077
2021-01-23,24969,14322
2021-01-24,25116,14448
2021-01-25,27258,15827
2021-01-26,29715,17465
2021-01-27,32144,18963
2021-01-28,34356,20468
2021-01-29,36484,21980
2021-01-30,36904,22302
2021-01-31,37086,22442
2021-02-01,39599,24178
2021-02-02,42532,26271
2021-02-03,45367,28441
2021-02-04,48293,30765
2021-02-05,51268,33103
2021-02-06,51863,33551
2021-02-07,52073,33698
2021-02-08,56252,36876
2021-02-09,60627,40355
2021-02-10,64169,43246
2021-02-11,67277,45787
2021-02-12,69790,47852
2021-02-13,70049,48090
2021-02-14,70196,48216
2021-02-15,72023,49595
2021-02-16,73584,50876
2021-02-17,74921,51870
2021-02-18,76076,52836
2021-02-19,76937,53515
2021-02-20,77021,53571
2021-02-21,77049,53592
2021-02-22,77952,54320
2021-02-23,78953,55195
2021-02-24,79947,56028
2021-02-25,80703,56595
2021-02-26,81319,57120
2021-02-27,81403,57204
2021-02-28,81459,57260
2021-03-01,82327,58023
2021-03-02,83279,58835
2021-03-03,84252,59689
2021-03-04,85246,60522
2021-03-05,86023,61180
2021-03-06,86100,61243
2021-03-07,86149,61285
2021-03-08,87143,62237
2021-03-09,88347,63259
2021-03-10,89411,64148
2021-03-11,90524,65156
2021-03-12,91280,65821
2021-03-13,91371,65898
2021-03-14,91420,65940
2021-03-15,92302,66766
2021-03-16,93233,67550
2021-03-17,94017,68250
2021-03-18,94822,68950
2021-03-19,95396,69489
2021-03-20,95515,69580
2021-03-21,95557,69629
2021-03-22,96243,70210
2021-03-23,97209,71036
2021-03-24,97937,71736
2021-03-25,98539,72247
2021-03-26,98959,72646
2021-03-27,99036,72702
2021-03-28,99050,72730
2021-03-29,99449,73073
2021-03-30,99806,73437
2021-03-31,100205,73787
2021-04-01,100520,74081
2021-04-02,100541,74102
2021-04-03,100555,74109
2021-04-04,100562,74123
2021-04-05,100583,74151
2021-04-06,100821,74396
2021-04-07,101129,74655
2021-04-08,101409,74970
2021-04-09,101654,75173
2021-04-10,101710,75236
2021-04-11,101710,75243
2021-04-12,101976,75453
2021-04-13,102228,75733
2021-04-14,102438,75894
2021-04-15,102655,76118
2021-04-16,102893,76321
2021-04-17,102907,76335
2021-04-18,102907,76335
2021-04-19,103061,76496
2021-04-20,103264,76650
2021-04-21,103460,76825
2021-04-22,103698,77035
2021-04-23,103936,77259
2021-04-24,103950,77259
2021-04-25,103957,77273
2021-04-26,104132,77427
2021-04-27,104349,77616
2021-04-28,104517,77770
2021-04-29,104650,77882
2021-04-30,104860,78064
2021-05-01,104874,78085
2021-05-02,104881,78085
2021-05-03,104895,78092
2021-05-04,105021,78176
2021-05-05,105203,78330
2021-05-06,105350,78456
2021-05-07,105553,78610
2021-05-08,105574,78631
2021-05-09,105588,78631
2021-05-10,105721,78743
2021-05-11,106001,79009
2021-05-12,106183,79163
2021-05-13,106393,79338
2021-05-14,106561,79485
2021-05-15,106575,79492
2021-05-16,106596,79506
2021-05-17,106715,79611
2021-05-18,106855,79779
2021-05-19,106974,79898
2021-05-20,107093,80010
2021-05-21,107212,80136
2021-05-22,107219,80143
2021-05-23,107219,80143
2021-05-24,107310,80227
2021-05-25,107359,80262
2021-05-26,107429,80339
total,5445440,4644171
