,False
2020-11-28,252637
2020-11-29,252637
2020-11-30,252637
2020-12-01,252630
2020-12-02,252630
2020-12-03,252623
2020-12-04,252623
2020-12-05,252623
2020-12-06,252623
2020-12-07,252623
2020-12-08,252602
2020-12-09,252574
2020-12-10,252518
2020-12-11,252483
2020-12-12,252462
2020-12-13,252455
2020-12-14,252406
2020-12-15,252133
2020-12-16,251545
2020-12-17,250873
2020-12-18,250453
2020-12-19,250040
2020-12-20,249606
2020-12-21,249165
2020-12-22,248703
2020-12-23,247268
2020-12-24,246211
2020-12-25,246176
2020-12-26,246148
2020-12-27,246148
2020-12-28,246141
2020-12-29,243796
2020-12-30,231021
2020-12-31,222425
2021-01-01,221067
2021-01-02,220192
2021-01-03,219926
2021-01-04,219646
2021-01-05,217798
2021-01-06,213934
2021-01-07,204099
2021-01-08,190869
2021-01-09,180516
2021-01-10,177499
2021-01-11,169260
2021-01-12,158816
2021-01-13,147427
2021-01-14,133903
2021-01-15,117264
2021-01-16,106344
2021-01-17,102249
2021-01-18,94710
2021-01-19,87332
2021-01-20,80248
2021-01-21,71778
2021-01-22,58114
2021-01-23,53277
2021-01-24,51380
2021-01-25,49938
2021-01-26,48237
2021-01-27,46578
2021-01-28,44737
2021-01-29,42469
2021-01-30,41377
2021-01-31,41027
2021-02-01,40019
2021-02-02,38955
2021-02-03,37590
2021-02-04,35826
2021-02-05,33915
2021-02-06,33047
2021-02-07,32725
2021-02-08,31661
2021-02-09,30303
2021-02-10,28490
2021-02-11,26670
2021-02-12,24738
2021-02-13,23940
2021-02-14,23800
2021-02-15,22645
2021-02-16,21658
2021-02-17,20734
2021-02-18,19747
2021-02-19,18837
2021-02-20,18550
2021-02-21,18501
2021-02-22,18067
2021-02-23,17423
2021-02-24,16821
2021-02-25,16177
2021-02-26,15750
2021-02-27,15610
2021-02-28,15561
2021-03-01,15302
2021-03-02,14959
2021-03-03,14560
2021-03-04,14119
2021-03-05,13601
2021-03-06,13461
2021-03-07,13447
2021-03-08,13209
2021-03-09,12880
2021-03-10,12586
2021-03-11,12313
2021-03-12,12040
2021-03-13,11949
2021-03-14,11928
2021-03-15,11781
2021-03-16,11529
2021-03-17,11277
2021-03-18,10969
2021-03-19,10724
2021-03-20,10612
2021-03-21,10591
2021-03-22,10465
2021-03-23,10227
2021-03-24,10031
2021-03-25,9744
2021-03-26,9373
2021-03-27,9219
2021-03-28,9177
2021-03-29,8981
2021-03-30,8757
2021-03-31,8512
2021-04-01,8288
2021-04-02,8246
2021-04-03,8197
2021-04-04,8190
2021-04-05,8183
2021-04-06,8050
2021-04-07,7896
2021-04-08,7735
2021-04-09,7567
2021-04-10,7490
2021-04-11,7448
2021-04-12,7364
2021-04-13,7280
2021-04-14,7147
2021-04-15,7056
2021-04-16,6972
2021-04-17,6944
2021-04-18,6937
2021-04-19,6888
2021-04-20,6825
2021-04-21,6748
2021-04-22,6713
2021-04-23,6650
2021-04-24,6636
2021-04-25,6629
2021-04-26,6587
2021-04-27,6545
2021-04-28,6489
2021-04-29,6426
2021-04-30,6377
2021-05-01,6363
2021-05-02,6363
2021-05-03,6363
2021-05-04,6342
2021-05-05,6307
2021-05-06,6279
2021-05-07,6237
2021-05-08,6223
2021-05-09,6223
2021-05-10,6202
2021-05-11,6181
2021-05-12,6146
2021-05-13,6111
2021-05-14,6076
2021-05-15,6062
2021-05-16,6055
2021-05-17,6034
2021-05-18,5992
2021-05-19,5957
2021-05-20,5929
2021-05-21,5901
2021-05-22,5901
2021-05-23,5901
2021-05-24,5887
2021-05-25,5880
2021-05-26,5873
total,252637
