,F,M
2020-11-28,0,0
2020-11-29,7,0
2020-11-30,7,0
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,14,0
2020-12-05,14,0
2020-12-06,14,0
2020-12-07,14,0
2020-12-08,49,28
2020-12-09,119,70
2020-12-10,203,112
2020-12-11,287,154
2020-12-12,357,182
2020-12-13,406,210
2020-12-14,469,252
2020-12-15,616,322
2020-12-16,763,406
2020-12-17,966,497
2020-12-18,1204,588
2020-12-19,1421,686
2020-12-20,1652,805
2020-12-21,1960,924
2020-12-22,2219,1064
2020-12-23,2548,1260
2020-12-24,2695,1358
2020-12-25,2695,1358
2020-12-26,2702,1365
2020-12-27,2744,1379
2020-12-28,2821,1414
2020-12-29,3052,1519
2020-12-30,3612,1757
2020-12-31,4165,2016
2021-01-01,4312,2093
2021-01-02,4445,2142
2021-01-03,4543,2184
2021-01-04,4753,2268
2021-01-05,5152,2401
2021-01-06,5754,2639
2021-01-07,6678,3115
2021-01-08,7728,3633
2021-01-09,8694,4095
2021-01-10,9191,4305
2021-01-11,9779,4585
2021-01-12,10612,4984
2021-01-13,11676,5481
2021-01-14,12901,6104
2021-01-15,14301,6860
2021-01-16,15533,7476
2021-01-17,16310,7861
2021-01-18,17150,8302
2021-01-19,18354,8953
2021-01-20,19782,9793
2021-01-21,21406,10871
2021-01-22,23674,12467
2021-01-23,25599,13818
2021-01-24,26719,14609
2021-01-25,27846,15372
2021-01-26,29218,16352
2021-01-27,30835,17535
2021-01-28,33047,19138
2021-01-29,35693,21154
2021-01-30,37779,22806
2021-01-31,39907,24514
2021-02-01,43148,27237
2021-02-02,46452,30121
2021-02-03,50904,34034
2021-02-04,56504,39046
2021-02-05,62636,44611
2021-02-06,71274,52381
2021-02-07,76104,56980
2021-02-08,82593,63021
2021-02-09,97132,76944
2021-02-10,120274,99295
2021-02-11,153377,131355
2021-02-12,191674,167713
2021-02-13,236187,209272
2021-02-14,255290,227535
2021-02-15,276556,247758
2021-02-16,304094,274918
2021-02-17,334215,305172
2021-02-18,357917,328580
2021-02-19,376089,346913
2021-02-20,391741,362586
2021-02-21,397775,368529
2021-02-22,406063,377258
2021-02-23,415751,386967
2021-02-24,428876,399623
2021-02-25,441105,411313
2021-02-26,453019,422828
2021-02-27,461174,430710
2021-02-28,465430,434931
2021-03-01,468335,437787
2021-03-02,471394,440734
2021-03-03,475027,444136
2021-03-04,480046,448875
2021-03-05,485079,453705
2021-03-06,489531,457975
2021-03-07,490595,459018
2021-03-08,492492,460915
2021-03-09,494340,462763
2021-03-10,496034,464506
2021-03-11,497644,466165
2021-03-12,499947,468510
2021-03-13,502656,471275
2021-03-14,504021,472661
2021-03-15,505988,474733
2021-03-16,507633,476427
2021-03-17,508935,477876
2021-03-18,510342,479367
2021-03-19,511560,480711
2021-03-20,512988,482363
2021-03-21,513373,482860
2021-03-22,514024,483567
2021-03-23,514752,484386
2021-03-24,515424,485142
2021-03-25,516075,485891
2021-03-26,516705,486612
2021-03-27,517377,487417
2021-03-28,517678,487795
2021-03-29,518084,488299
2021-03-30,518518,488775
2021-03-31,518966,489279
2021-04-01,519253,489587
2021-04-02,519372,489720
2021-04-03,519505,489846
2021-04-04,519554,489916
2021-04-05,519582,489965
2021-04-06,519736,490140
2021-04-07,519960,490406
2021-04-08,520170,490644
2021-04-09,520401,490889
2021-04-10,520569,491099
2021-04-11,520639,491176
2021-04-12,520744,491309
2021-04-13,520856,491442
2021-04-14,520982,491582
2021-04-15,521101,491708
2021-04-16,521234,491827
2021-04-17,521332,491939
2021-04-18,521374,491981
2021-04-19,521465,492114
2021-04-20,521584,492226
2021-04-21,521682,492359
2021-04-22,521787,492492
2021-04-23,521920,492639
2021-04-24,521997,492737
2021-04-25,522039,492793
2021-04-26,522116,492884
2021-04-27,522214,492968
2021-04-28,522326,493094
2021-04-29,522424,493213
2021-04-30,522522,493311
2021-05-01,522585,493395
2021-05-02,522613,493437
2021-05-03,522648,493465
2021-05-04,522711,493521
2021-05-05,522788,493626
2021-05-06,522907,493752
2021-05-07,523005,493857
2021-05-08,523082,493948
2021-05-09,523124,493983
2021-05-10,523215,494053
2021-05-11,523306,494137
2021-05-12,523439,494270
2021-05-13,523593,494410
2021-05-14,523691,494501
2021-05-15,523775,494578
2021-05-16,523831,494613
2021-05-17,523873,494669
2021-05-18,523964,494767
2021-05-19,524097,494900
total,549318,525637
